fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_truth_used_for_score_or_transform,frozen_model_sha256,risk_model_disagreement,baseline_predicted_magnitude,safeconf_frozen_pair_risk,safeconf_calibrated_pair_risk,target_truth_used_for_score_or_noise_transform,error_centered_pearson_mean,error_centered_cosine_mean,direction_error_rank_target,n_cells_noise,n_split_repeats,split_half_rmse_mean,split_half_rmse_sd,split_half_pearson_error_mean,split_half_cosine_error_mean
Nadig_cellline_holdout_1_HepG2,HepG2::YRDC,context_unseen,HepG2,YRDC,1.0,0.5,1.8946333206803776,-1.7279676913728317,0.3456461376111102,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1126214900183969,0.052276074886322,3.394633320680378,0.2286090423909393,False,0.0073933199415228,0.015979930734027,0.02734375,96,50,0.11138784094854978,0.005903603078085933,0.9793842398169359,0.9793842398169359
Nadig_cellline_holdout_1_HepG2,HepG2::DNAJC17,context_and_perturbation_unseen,HepG2,DNAJC17,1.0,1.0,-0.4390924618648715,0.3650429011537101,0.4241255434351875,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0936450018163212,0.080527015030384,1.5609075381351285,0.2039303545754225,False,0.0917099847100981,0.0945275620724808,0.66796875,60,50,0.1483257042958512,0.010672053635756722,0.16170585802835788,0.16170585802835788
Nadig_cellline_holdout_1_HepG2,HepG2::CCT4,context_unseen,HepG2,CCT4,1.0,0.5,0.8401980163854745,1.140274042264274,0.3964560789866268,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1040474410613762,0.0909908935427665,2.3401980163854743,0.2174585979424177,False,0.0604545850341626,0.061717588387919,0.59375,87,50,0.1259387008716853,0.010554455065560001,0.164361963920366,0.164361963920366
Nadig_cellline_holdout_1_HepG2,HepG2::DHX37,context_unseen,HepG2,DHX37,1.0,0.5,3.709101476789435,2.132118576454713,0.4645913220623735,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1273756799986322,0.1043785661458969,5.209101476789435,0.2477966836771295,False,0.0186142249948164,0.0272803064755179,0.25,124,50,0.09404327825505222,0.005517414635422741,0.5230297947102122,0.5230297947102122
Nadig_cellline_holdout_1_HepG2,HepG2::NAA38,context_and_perturbation_unseen,HepG2,NAA38,1.0,1.0,2.3134706892464743,-0.9574091179437892,0.436140054631451,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1160272296484037,0.0626768842339515,4.313470689246474,0.2330381645875677,False,0.0864998714794464,0.0887573134973532,0.65234375,96,50,0.12628207722843807,0.009072094100745788,0.126528017767641,0.12652801776764103
Nadig_cellline_holdout_1_HepG2,HepG2::NAA50,context_unseen,HepG2,NAA50,1.0,0.5,-1.1231214571899188,-0.1340381100120949,0.335854438819855,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0880828795409669,0.073790542781353,0.3768785428100811,0.1966968834629864,False,0.0154446303735261,0.0215080118398515,0.140625,65,50,0.1451166460917987,0.019238835221948292,0.6186098709278948,0.6186098709278948
Nadig_cellline_holdout_1_HepG2,HepG2::BPTF,context_unseen,HepG2,BPTF,1.0,1.0,-0.0929089449333483,-0.1368035635365395,0.4177640055534898,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0964599629715428,0.0737532153725624,1.907091055066652,0.207591176684485,False,0.0163428888353793,0.0246496774978106,0.1953125,242,50,0.0680322784509798,0.006922758122697934,0.22327401021044127,0.2232740102104412
Nadig_cellline_holdout_1_HepG2,HepG2::MNAT1,context_unseen,HepG2,MNAT1,1.0,0.5,0.941127615765726,1.130062287732892,0.3977947851721907,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1048681413193949,0.0908530578017234,2.4411276157657262,0.21852590846068,False,0.0191742575625676,0.0278015422371968,0.2578125,69,50,0.13592076038951856,0.008636200833498406,0.6519923822012004,0.6519923822012004
Nadig_cellline_holdout_1_HepG2,HepG2::COPS2,context_unseen,HepG2,COPS2,1.0,1.0,0.1390055376726041,1.9159280052111105,0.469554831799475,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0983457554138162,0.1014604791998863,2.1390055376726043,0.2100436263934166,False,0.037676564526847,0.0422558222837192,0.51171875,78,50,0.12307429187533529,0.009413225150191102,0.293885798926733,0.29388579892673294
Nadig_cellline_holdout_1_HepG2,HepG2::GINS1,context_unseen,HepG2,GINS1,1.0,1.0,0.3805543084747231,0.1811507295260412,0.4326282060064618,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.10030988823252,0.0780448839068412,2.380554308474723,0.2125979567913719,False,0.036351907592922,0.0368090509419475,0.4453125,86,50,0.11671741962373133,0.007285863517635154,0.19947651086748977,0.1994765108674897
