metric,n_strata,macro_estimate
directional_risk_vs_model_direction_error,2,0.38520087873233466
directional_risk_vs_split_half_direction_noise,2,-0.13018630626013852
high_repro_directional_risk_vs_model_direction_error,2,0.32397030326036913
partial_directional_risk_vs_model_error_control_noise_ncells,2,0.5318594291110714
