input_batch,pair_group,directional_pair,source_dataset,target_dataset,n_tasks,score_name,spearman_vs_error,top20_error_enrichment,deployable
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_low_source_support,,1.166307330743764,True
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_predicted_magnitude,0.5878787878787878,1.2655787254401203,True
E57,dixit_timecourse,Dixit_13d_target -> Dixit_7d_target,Dixit_13d_target,Dixit_7d_target,10,risk_without_predicted_magnitude,,1.166307330743764,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_cross_dataset,-0.12727272727272726,0.953841422831428,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_disagreement,,0.8646773139819174,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_low_context_similarity,,0.8646773139819174,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_low_source_support,,0.8646773139819174,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_predicted_magnitude,-0.12727272727272726,0.953841422831428,True
E57,dixit_timecourse,Dixit_7d_target -> Dixit_13d_target,Dixit_7d_target,Dixit_13d_target,10,risk_without_predicted_magnitude,,0.8646773139819174,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_cross_dataset,0.11987830968463391,1.0245035033906817,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_disagreement,,0.8884702110105778,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_low_context_similarity,,0.8884702110105778,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_low_source_support,-0.14835850679913828,0.8925346270670016,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_predicted_magnitude,0.34809725229315186,1.0927324645246885,True
E57,hard_genetic_cross_study,Adamson_global -> Replogle_exp7_global,Adamson_global,Replogle_exp7_global,104,risk_without_predicted_magnitude,-0.14835850679913828,0.8925346270670016,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_cross_dataset,-0.05675287654025341,0.9947115843640317,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_disagreement,,0.9765530370167849,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_low_context_similarity,-0.08750652834420937,0.9765530370167849,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_low_source_support,-0.1341248563939908,0.9605347343409469,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_predicted_magnitude,0.1852017321297302,1.008704706626309,True
E57,hard_genetic_cross_study,Adamson_global -> TianInhibition_batch,Adamson_global,TianInhibition_batch,705,risk_without_predicted_magnitude,-0.12133622537938078,0.9605347343409469,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_cross_dataset,0.0801619296629538,1.169477740842287,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_disagreement,,1.0747236416039785,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_low_context_similarity,,1.0747236416039785,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_low_source_support,-0.17126976771553504,1.1304769486802528,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_predicted_magnitude,0.18002814108842796,1.1200316618972577,True
E57,hard_genetic_cross_study,Replogle_exp7_global -> Adamson_global,Replogle_exp7_global,Adamson_global,76,risk_without_predicted_magnitude,-0.17126976771553504,1.1304769486802528,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_cross_dataset,0.2967112736021604,1.2118587135201406,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_disagreement,0.2966406196496417,1.2118587135201406,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_low_context_similarity,,1.0216598344669077,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_low_source_support,-0.28987107179848937,1.0216598344669077,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_predicted_magnitude,0.2967112736021604,1.2118587135201406,True
E57,hard_genetic_cross_study,TianInhibition_batch -> Adamson_global,TianInhibition_batch,Adamson_global,76,risk_without_predicted_magnitude,0.10326075160603819,1.1694536866639378,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_cross_dataset,-0.059028371550719,1.2819230439637517,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_disagreement,-0.023989711072005655,1.4357557668743968,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_low_context_similarity,-0.06868719176804323,0.4208229487639452,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_low_source_support,0.0681921848426308,0.8565349738947743,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_predicted_magnitude,0.08351895749610704,1.2886403040658705,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_invivo_celltype,Lara_exvivo_celltype,Lara_invivo_celltype,249,risk_without_predicted_magnitude,-0.10860785075787019,1.1818973092367318,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_cross_dataset,0.15913724530525863,1.1515410505511658,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_disagreement,0.21772885280721746,1.2608260022607394,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_low_context_similarity,-0.3644879844188993,0.7340811104463372,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_low_source_support,0.25237582782244766,1.2237798919502187,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_predicted_magnitude,-0.08425519760916586,0.9414379099583521,True
E57,lara_bone_marrow_cross_condition,Lara_exvivo_celltype -> Lara_leukemia_celltype,Lara_exvivo_celltype,Lara_leukemia_celltype,147,risk_without_predicted_magnitude,0.2137889520737906,1.3329179113547058,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_cross_dataset,0.38355831315512967,1.5257798813833408,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_disagreement,0.45282835542797567,1.33398812498268,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_low_context_similarity,-0.04485841826985303,1.059648790719395,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_low_source_support,-0.26304357369099807,0.5501532500279769,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_predicted_magnitude,0.7701436657053854,2.071182396584174,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_exvivo_celltype,Lara_invivo_celltype,Lara_exvivo_celltype,288,risk_without_predicted_magnitude,-0.007753215311356452,1.0672789904845996,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_cross_dataset,0.20475731668895716,1.399040606166146,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_disagreement,0.2776659534669866,1.3966275842727394,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_low_context_similarity,-0.2891424439580377,0.7605968740833197,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_low_source_support,-0.0780854970772212,0.9015008022069576,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_predicted_magnitude,0.472104803781885,1.6538670911242008,True
E57,lara_bone_marrow_cross_condition,Lara_invivo_celltype -> Lara_leukemia_celltype,Lara_invivo_celltype,Lara_leukemia_celltype,147,risk_without_predicted_magnitude,0.0031909845185110076,1.1398704155155355,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_cross_dataset,0.5472076204943958,1.888038364647547,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_disagreement,0.03620705799053703,1.3477658179817902,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_low_context_similarity,-0.05356614692008427,1.0064118189273,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_low_source_support,0.4891423052339381,1.2505084934337893,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_predicted_magnitude,0.8855801771823547,2.187640401335519,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_exvivo_celltype,Lara_leukemia_celltype,Lara_exvivo_celltype,288,risk_without_predicted_magnitude,0.28316621763594324,1.2808110980102807,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_cross_dataset,0.5378725223474543,1.8616774491866284,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_disagreement,0.49312289768363315,1.389116137250273,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_low_context_similarity,-0.2769531893758119,0.4878850314496761,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_low_source_support,0.3927035442866683,1.2332778077382323,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_predicted_magnitude,0.9017868132086536,2.121940070238107,True
E57,lara_bone_marrow_cross_condition,Lara_leukemia_celltype -> Lara_invivo_celltype,Lara_leukemia_celltype,Lara_invivo_celltype,249,risk_without_predicted_magnitude,0.304565302303922,0.9785924439707283,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_cross_dataset,0.09162285705924897,1.041953986915373,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_disagreement,,0.8792752062024648,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_low_context_similarity,,0.8792752062024648,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_low_source_support,-0.2588615227317351,0.9034096203076305,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_predicted_magnitude,0.37221478633211785,1.0921383333950299,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp7_global,Replogle_exp6_global,Replogle_exp7_global,104,risk_without_predicted_magnitude,-0.2588615227317351,0.9034096203076305,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_cross_dataset,0.14577444754821098,1.057965118184956,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_disagreement,,0.9327274842354211,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_low_context_similarity,,0.9327274842354211,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_low_source_support,-0.35306801940355187,0.9327274842354211,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_predicted_magnitude,0.3537817425008373,1.081320515958503,True
E57,replogle_small_cross_experiment,Replogle_exp6_global -> Replogle_exp8_global,Replogle_exp6_global,Replogle_exp8_global,61,risk_without_predicted_magnitude,-0.35306801940355187,0.9327274842354211,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_cross_dataset,0.07098397816214003,1.1396350773482478,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_disagreement,,1.0313616962371004,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_low_context_similarity,,1.0313616962371004,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_low_source_support,-0.2410140062932527,1.033567021000392,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_predicted_magnitude,0.24586395579538875,1.20601252793234,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp6_global,Replogle_exp7_global,Replogle_exp6_global,69,risk_without_predicted_magnitude,-0.2410140062932527,1.033567021000392,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_cross_dataset,0.1282811317860035,1.1105191880362983,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_disagreement,,0.8665996313941021,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_low_context_similarity,,0.8665996313941021,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_low_source_support,-0.11070728765335507,0.8553438264646505,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_predicted_magnitude,0.1477350695106856,1.1622229409844762,True
E57,replogle_small_cross_experiment,Replogle_exp7_global -> Replogle_exp8_global,Replogle_exp7_global,Replogle_exp8_global,61,risk_without_predicted_magnitude,-0.11070728765335507,0.8553438264646505,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_cross_dataset,-0.12340443359155216,1.0047509929235872,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_disagreement,,0.9806338645507406,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_low_context_similarity,,0.9806338645507406,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_low_source_support,-0.23907235203705737,0.9806338645507406,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_predicted_magnitude,0.2384854009877797,1.0967803239258103,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp6_global,Replogle_exp8_global,Replogle_exp6_global,69,risk_without_predicted_magnitude,-0.23907235203705737,0.9806338645507406,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_cross_dataset,-0.2003416197561968,0.9247916161621378,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_disagreement,,0.88590285399402,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_low_context_similarity,,0.88590285399402,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_low_source_support,-0.2937219657765941,0.9164784922556828,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_predicted_magnitude,0.3705780445867317,1.1528106633420272,True
E57,replogle_small_cross_experiment,Replogle_exp8_global -> Replogle_exp7_global,Replogle_exp8_global,Replogle_exp7_global,104,risk_without_predicted_magnitude,-0.2937219657765941,0.9164784922556828,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_cross_dataset,-0.655612168542959,0.971238451042824,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_disagreement,,1.0130225291680974,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_low_context_similarity,-0.655612168542959,0.971238451042824,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_low_source_support,,1.0130225291680974,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_predicted_magnitude,,1.0130225291680974,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> SciPlex4_cellline,SciPlex2_cellline,SciPlex4_cellline,14,risk_without_predicted_magnitude,-0.655612168542959,0.971238451042824,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_cross_dataset,-0.3494282789073061,0.9880625791777962,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_disagreement,,0.9945520328311659,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_low_context_similarity,-0.3494282789073061,0.9880625791777962,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_low_source_support,,0.9945520328311659,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_predicted_magnitude,,0.9945520328311659,True
E57,sciplex_series_cross_dataset,SciPlex2_cellline -> sciplex3_small_cellline,SciPlex2_cellline,sciplex3_small_cellline,27,risk_without_predicted_magnitude,-0.3494282789073061,0.9880625791777962,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_cross_dataset,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_disagreement,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_low_context_similarity,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_low_source_support,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_predicted_magnitude,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> SciPlex2_cellline,SciPlex4_cellline,SciPlex2_cellline,4,risk_without_predicted_magnitude,,,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_cross_dataset,-0.30283784171966527,0.7570849391022161,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_disagreement,,1.0243949185799974,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_low_context_similarity,-0.30283784171966527,0.7570849391022161,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_low_source_support,,1.0243949185799974,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_predicted_magnitude,,1.0243949185799974,True
E57,sciplex_series_cross_dataset,SciPlex4_cellline -> sciplex3_small_cellline,SciPlex4_cellline,sciplex3_small_cellline,27,risk_without_predicted_magnitude,-0.30283784171966527,0.7570849391022161,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_cross_dataset,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_disagreement,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_low_context_similarity,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_low_source_support,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_predicted_magnitude,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex2_cellline,sciplex3_small_cellline,SciPlex2_cellline,4,risk_without_predicted_magnitude,,,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_cross_dataset,-0.12403473458920847,0.9681225693421981,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_disagreement,0.12403473458920847,0.9791253243202822,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_low_context_similarity,-0.12403473458920847,0.9681225693421981,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_low_source_support,,0.9681225693421981,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_predicted_magnitude,-0.12403473458920847,0.9681225693421981,True
E57,sciplex_series_cross_dataset,sciplex3_small_cellline -> SciPlex4_cellline,sciplex3_small_cellline,SciPlex4_cellline,14,risk_without_predicted_magnitude,0.12403473458920847,0.9791253243202822,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_cross_dataset,0.025109656633986455,1.011610661263511,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_disagreement,0.20726627219032082,1.0539598467418645,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_low_context_similarity,-0.06571970757670342,0.9774728956629631,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_low_source_support,-0.1967023951228684,0.9560787048027987,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_predicted_magnitude,0.22514859042320742,1.0571006945883177,True
E57,tian_crispra_crispri,TianActivation_batch -> TianInhibition_batch,TianActivation_batch,TianInhibition_batch,705,risk_without_predicted_magnitude,-0.04810882703038909,0.9828278494983853,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_cross_dataset,0.10769267923125256,1.0239118441720625,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_disagreement,0.29746537612846574,1.1113954603594487,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_low_context_similarity,-0.04809049517190124,0.9637281042097778,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_low_source_support,-0.28698821277702047,0.9496083134637897,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_predicted_magnitude,0.31969590797968456,1.1083099300964951,True
E57,tian_crispra_crispri,TianInhibition_batch -> TianActivation_batch,TianInhibition_batch,TianActivation_batch,184,risk_without_predicted_magnitude,-0.04390634320288523,0.9264343815402813,True
