seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,5.6816645860671997,5.5846290588378906
3407,scGPT,2,2.0232347268611193,0.061381550505757332
3407,scGPT,3,0.075475643388926983,0.033376275561749935
3407,scGPT,4,0.032106419093906879,0.023163752630352974
3407,scGPT,5,0.021390898618847132,0.034293592907488346
3407,scGPT,6,0.020912852836772799,0.022317130118608475
3407,scGPT,7,0.019529558718204498,0.02246144600212574
3407,scGPT,8,0.021860057022422552,0.038638336583971977
3407,scGPT,9,0.027355977799743414,0.0300074378028512
3407,GEARS,1,0.025348382536321878,0.025563357397913933
3407,GEARS,2,0.021294857375323772,0.02513634879142046
3407,GEARS,3,0.019765347708016634,0.024743040092289448
3407,GEARS,4,0.018283197656273842,0.024441820569336414
3407,GEARS,5,0.01674341456964612,0.024170057848095894
3407,GEARS,6,0.01613378175534308,0.023985344916582108
3407,GEARS,7,0.015179148409515619,0.023890288546681404
3407,GEARS,8,0.014551697298884392,0.023700888268649578
3407,GEARS,9,0.013838439481332898,0.02323969267308712
3407,GEARS,10,0.013036025688052177,0.022570503875613213
3407,GEARS,11,0.012932065641507506,0.021850712597370148
3407,GEARS,12,0.011984950164332986,0.021195655688643456
3407,GEARS,13,0.01186460186727345,0.020896810106933117
3407,GEARS,14,0.01131620816886425,0.020780949853360653
3407,GEARS,15,0.011252595810219646,0.020974357612431049
3407,GEARS,16,0.011012940667569637,0.021205590106546879
3407,GEARS,17,0.010146457701921463,0.021274160593748093
3407,GEARS,18,0.010218458250164986,0.021243984811007977
3407,GEARS,19,0.010867442935705185,0.021210672333836555
3407,GEARS,20,0.010906935902312398,0.021462353877723217
3408,scGPT,1,3.1151916980743408,0.59691882133483887
3408,scGPT,2,0.48572887666523457,0.072890255600214005
3408,scGPT,3,0.12873692251741886,0.049650466069579124
3408,scGPT,4,0.066847533918917179,0.047140132635831833
3408,scGPT,5,0.032831641845405102,0.022324454970657825
3408,scGPT,6,0.023620362859219313,0.022005239501595497
3408,scGPT,7,0.020801241509616375,0.034167058765888214
3408,scGPT,8,0.023422347847372293,0.021672267466783524
3408,scGPT,9,0.020567386411130428,0.022469225339591503
3408,scGPT,10,0.020538311451673508,0.02656937949359417
3408,GEARS,1,0.024484798777848482,0.02410933468490839
3408,GEARS,2,0.020264314953237772,0.023706486448645592
3408,GEARS,3,0.018924291245639324,0.023349265567958355
3408,GEARS,4,0.017264461144804955,0.023054337128996849
3408,GEARS,5,0.016617142595350742,0.022868739441037178
3408,GEARS,6,0.015230366960167885,0.02280505932867527
3408,GEARS,7,0.01432499079965055,0.022797812707722187
3408,GEARS,8,0.014798558549955487,0.022475920617580414
3408,GEARS,9,0.013497825711965561,0.022046479396522045
3408,GEARS,10,0.012774227652698755,0.021684871055185795
3408,GEARS,11,0.011971867177635431,0.021021418273448944
3408,GEARS,12,0.011747564654797316,0.020351904444396496
3408,GEARS,13,0.010997291887179017,0.020244983956217766
3408,GEARS,14,0.011451704427599907,0.020484310574829578
3408,GEARS,15,0.010762985562905669,0.020688856951892376
3408,GEARS,16,0.01045614667236805,0.021129279397428036
3408,GEARS,17,0.010435667354613543,0.021131241694092751
3408,GEARS,18,0.010594679042696953,0.02104936633259058
3408,GEARS,19,0.010380538646131754,0.02140384167432785
3409,scGPT,1,5.5991415977478027,5.5108401775360107
3409,scGPT,2,1.9243850223720074,0.065036159008741379
3409,scGPT,3,0.11361972661688924,0.14086903259158134
3409,scGPT,4,0.094144771806895733,0.066728953272104263
3409,scGPT,5,0.053065095096826553,0.077588379383087158
3409,GEARS,1,0.024661382660269737,0.025511639192700386
3409,GEARS,2,0.021728998515754938,0.025101130828261375
3409,GEARS,3,0.019042064435780048,0.024686751887202263
3409,GEARS,4,0.018479970283806324,0.024325949139893055
3409,GEARS,5,0.017863770015537739,0.024079051800072193
3409,GEARS,6,0.016097117215394974,0.023898787796497345
3409,GEARS,7,0.015687797218561172,0.023669678717851639
3409,GEARS,8,0.014855579240247607,0.02332320436835289
3409,GEARS,9,0.013766470830887556,0.02285725437104702
3409,GEARS,10,0.013201955007389188,0.02214211318641901
3409,GEARS,11,0.012414830969646573,0.021591433323919773
3409,GEARS,12,0.012096071848645806,0.021367000415921211
3409,GEARS,13,0.011407920159399509,0.02128276415169239
3409,GEARS,14,0.010760526871308684,0.020923051051795483
3409,GEARS,15,0.010803189827129245,0.020849589258432388
3409,GEARS,16,0.010928311152383685,0.020947644487023354
3409,GEARS,17,0.010931747499853373,0.020900079980492592
3409,GEARS,18,0.010663368506357074,0.021220287308096886
3409,GEARS,19,0.010754712391644716,0.021813239902257919
3409,GEARS,20,0.0099470918066799641,0.022083476185798645
3409,GEARS,21,0.010861086426302791,0.022177577018737793
3410,scGPT,1,4.6876322031021118,4.5995407104492188
3410,scGPT,2,1.8341386318206787,0.20590542256832123
3410,scGPT,3,0.33591359294950962,0.044464197009801865
3410,scGPT,4,0.067646452225744724,0.025775207206606865
3410,scGPT,5,0.023547440767288208,0.024456586688756943
