perturbation,guide_id,n_guide_cells,target_split,cell_count_quartile,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,selection_used_expression_matrix_or_truth_effect,effect_asset_key,pretruth_x_access,family_diversity_lower,family_radius,family_diameter,worst_member_lower,two_architecture_mean_lower,registered_family_centroid_magnitude,scgpt_seed_spread,gears_seed_spread,constant_centroid_base,calibration_or_evaluation_truth_present,registered_family_size,learned_or_adaptive_upper_fitted
IGF2BP3,IGF2BP3_2,11,supervised_train,Q1_low,32d051c2631ec7a5a4244152d169dafbaf7aa2dfed95ac532a6144e0e196729c,E182::IGF2BP3::IGF2BP3_2,IGF2BP3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::IGF2BP3::IGF2BP3_2,SEEN_TARGET_EFFECT_AVAILABLE,0.075940933242846925,0.17825167478234666,0.21867494909051405,0.10933747454525702,0.039610390441694836,0.046235850173097073,0.083670049905776978,0.037355154752731323,0,False,10,False
ILF3,ILF3_1,26,prospective_evaluation,Q2,ff19a9585b178866c39d6d5d9da75e5813ca4c0b4393c015f44077c5d843b211,E182::ILF3::ILF3_1,ILF3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.07226363982984782,0.17988117368872533,0.21856985561811496,0.10928492780905748,0.033355675014686913,0.034227066384545084,0.083652868866920471,0.034943707287311554,0,False,10,False
ILF3,ILF3_2,16,prospective_evaluation,Q2,ff19a9585b178866c39d6d5d9da75e5813ca4c0b4393c015f44077c5d843b211,E182::ILF3::ILF3_2,ILF3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.07226363982984782,0.17988117368872533,0.21856985561811496,0.10928492780905748,0.033355675014686913,0.034227066384545084,0.083652868866920471,0.034943707287311554,0,False,10,False
KHDRBS1,KHDRBS1_1,12,supervised_train,Q2,4ae38d9a0437a2f4999f00491f5ee2e0c7fca9f1566ef0cfd45aad51e17ba39f,E182::KHDRBS1::KHDRBS1_1,KHDRBS1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::KHDRBS1::KHDRBS1_1,SEEN_TARGET_EFFECT_AVAILABLE,0.086142151669032288,0.19333850150658696,0.26177944917848911,0.13088972458924455,0.056576475660204753,0.044091414674189262,0.083690926432609558,0.037881061434745789,0,False,10,False
KHDRBS1,KHDRBS1_2,29,supervised_train,Q2,4ae38d9a0437a2f4999f00491f5ee2e0c7fca9f1566ef0cfd45aad51e17ba39f,E182::KHDRBS1::KHDRBS1_2,KHDRBS1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::KHDRBS1::KHDRBS1_2,SEEN_TARGET_EFFECT_AVAILABLE,0.086142151669032288,0.19333850150658696,0.26177944917848911,0.13088972458924455,0.056576475660204753,0.044091414674189262,0.083690926432609558,0.037881061434745789,0,False,10,False
KHDRBS2,KHDRBS2_1,8,conformal_calibration,Q1_low,bb73ee158aeefcaac09ba61765bfaea09ed61cfffe65e9adfc838118c423283d,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073218572915661959,0.18016078587383991,0.21874213212558971,0.10937106606279486,0.033364694967889942,0.033366673680033467,0.083681516349315643,0.038638286292552948,0,False,10,False
KHDRBS2,KHDRBS2_2,14,conformal_calibration,Q1_low,bb73ee158aeefcaac09ba61765bfaea09ed61cfffe65e9adfc838118c423283d,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073218572915661959,0.18016078587383991,0.21874213212558971,0.10937106606279486,0.033364694967889942,0.033366673680033467,0.083681516349315643,0.038638286292552948,0,False,10,False
KHSRP,KHSRP_1,15,prospective_evaluation,Q1_low,e15bf64d78ca441c7cc03094f60d44c0b24bf03b69486431d6b1d111fc87f2dd,E182::KHSRP::KHSRP_1,KHSRP,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073523117208147123,0.17736530842243059,0.21856137963682679,0.10928068981841339,0.032396217735406706,0.038229565155156207,0.083670534193515778,0.041370384395122528,0,False,10,False
KHSRP,KHSRP_2,11,prospective_evaluation,Q1_low,e15bf64d78ca441c7cc03094f60d44c0b24bf03b69486431d6b1d111fc87f2dd,E182::KHSRP::KHSRP_2,KHSRP,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073523117208147123,0.17736530842243059,0.21856137963682679,0.10928068981841339,0.032396217735406706,0.038229565155156207,0.083670534193515778,0.041370384395122528,0,False,10,False
LARP4,LARP4_1,20,model_validation,Q1_low,77286f73f9195f1c71acb7d8f07100f11e59cd7dfaa0ba241aa54be13d8890f2,E182::LARP4::LARP4_1,LARP4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::LARP4::LARP4_1,SEEN_TARGET_EFFECT_AVAILABLE,0.072489097661856919,0.17928120089641489,0.21868402268638756,0.10934201134319378,0.032580728986521777,0.034511061660468537,0.083675399422645569,0.037212349474430084,0,False,10,False
LARP4,LARP4_2,10,model_validation,Q1_low,77286f73f9195f1c71acb7d8f07100f11e59cd7dfaa0ba241aa54be13d8890f2,E182::LARP4::LARP4_2,LARP4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::LARP4::LARP4_2,SEEN_TARGET_EFFECT_AVAILABLE,0.072516825582329164,0.17926356839256091,0.21868402268638756,0.10934201134319378,0.032615499183208885,0.034591396006394479,0.083675399422645569,0.037259448319673538,0,False,10,False
LIN28B,LIN28B_1,8,conformal_calibration,Q1_low,aea4b48146ed69cb1d01220d9fc509e309e6d6eac9cb7f98063699bb08a87feb,E182::LIN28B::LIN28B_1,LIN28B,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073298449350649053,0.17811885406248007,0.21850873316087699,0.10925436658043849,0.032616436735407997,0.036885649115292768,0.083662733435630798,0.04022696241736412,0,False,10,False
LIN28B,LIN28B_2,13,conformal_calibration,Q1_low,aea4b48146ed69cb1d01220d9fc509e309e6d6eac9cb7f98063699bb08a87feb,E182::LIN28B::LIN28B_2,LIN28B,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073298449350649053,0.17811885406248007,0.21850873316087699,0.10925436658043849,0.032616436735407997,0.036885649115292768,0.083662733435630798,0.04022696241736412,0,False,10,False
METAP2,METAP2_1,12,model_validation,Q3,62e37605bb8fc6e9e24ee5ed3ef370f5856f1bdc4d33915f20dc0739dc9ab616,E182::METAP2::METAP2_1,METAP2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::METAP2::METAP2_1,SEEN_TARGET_EFFECT_AVAILABLE,0.072415562730642882,0.18181083813274737,0.21866104711275963,0.10933052355637982,0.036309468674677103,0.033119364948539856,0.083671480417251587,0.029160857200622559,0,False,10,False
METAP2,METAP2_2,36,model_validation,Q3,62e37605bb8fc6e9e24ee5ed3ef370f5856f1bdc4d33915f20dc0739dc9ab616,E182::METAP2::METAP2_2,METAP2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::METAP2::METAP2_2,SEEN_TARGET_EFFECT_AVAILABLE,0.072415562730642882,0.18181083813274737,0.21866104711275963,0.10933052355637982,0.036309468674677103,0.033119364948539856,0.083671480417251587,0.029160857200622559,0,False,10,False
MSI1,MSI1_1,53,prospective_evaluation,Q4_high,e4e4581a845cb21d0b3b668698ec24783335269f1206cabeb230c0d9a64f7ff9,E182::MSI1::MSI1_1,MSI1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071897703962530132,0.18024534566216083,0.21878861168829067,0.10939430584414533,0.03360884238599058,0.033181216035675525,0.083661995828151703,0.032865200191736221,0,False,10,False
MSI1,MSI1_2,44,prospective_evaluation,Q4_high,e4e4581a845cb21d0b3b668698ec24783335269f1206cabeb230c0d9a64f7ff9,E182::MSI1::MSI1_2,MSI1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071897703962530132,0.18024534566216083,0.21878861168829067,0.10939430584414533,0.03360884238599058,0.033181216035675525,0.083661995828151703,0.032865200191736221,0,False,10,False
MTPAP,MTPAP_1,23,prospective_evaluation,Q2,bbc70a4417a20855ab7169a790e3ce8e5edb991bd2258c53c232e5b23ed2975d,E182::MTPAP::MTPAP_1,MTPAP,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072601596580233588,0.17852798366288661,0.21849011830782941,0.10924505915391471,0.032735800369083426,0.036203136800182091,0.083661049604415894,0.037410516291856766,0,False,10,False
MTPAP,MTPAP_2,18,prospective_evaluation,Q2,bbc70a4417a20855ab7169a790e3ce8e5edb991bd2258c53c232e5b23ed2975d,E182::MTPAP::MTPAP_2,MTPAP,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072601596580233588,0.17852798366288661,0.21849011830782941,0.10924505915391471,0.032735800369083426,0.036203136800182091,0.083661049604415894,0.037410516291856766,0,False,10,False
NCBP2,NCBP2_1,12,model_validation,Q2,596ddb0aba6a35892088d2010624f0ab1957b592464b89b7c117772ebdc49afa,E182::NCBP2::NCBP2_1,NCBP2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::NCBP2::NCBP2_1,SEEN_TARGET_EFFECT_AVAILABLE,0.071983322352369317,0.17949919928354369,0.21863786860089077,0.10931893430044538,0.033273726160967611,0.034357664660843674,0.083657547831535339,0.033916514366865158,0,False,10,False
NCBP2,NCBP2_2,25,model_validation,Q2,596ddb0aba6a35892088d2010624f0ab1957b592464b89b7c117772ebdc49afa,E182::NCBP2::NCBP2_2,NCBP2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::NCBP2::NCBP2_2,SEEN_TARGET_EFFECT_AVAILABLE,0.071983322352369317,0.17949919928354369,0.21863786860089077,0.10931893430044538,0.033273726160967611,0.034357664660843674,0.083657547831535339,0.033916514366865158,0,False,10,False
NONO,NONO_1,27,supervised_train,Q1_low,5337fd9510e79ec7655e88c83e672e645f2fd6a07712ff416df83b8f2b4e1d1f,E182::NONO::NONO_1,NONO,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::NONO::NONO_1,SEEN_TARGET_EFFECT_AVAILABLE,0.077180787560319791,0.18112451878750599,0.23134015469370017,0.11567007734685009,0.040670146057739186,0.042162519913708132,0.08368876576423645,0.040022704750299454,0,False,10,False
NONO,NONO_2,5,supervised_train,Q1_low,5337fd9510e79ec7655e88c83e672e645f2fd6a07712ff416df83b8f2b4e1d1f,E182::NONO::NONO_2,NONO,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::NONO::NONO_2,SEEN_TARGET_EFFECT_AVAILABLE,0.077180787560319791,0.18112451878750599,0.23134015469370017,0.11567007734685009,0.040670146057739186,0.042162519913708132,0.08368876576423645,0.040022704750299454,0,False,10,False
PABPC3,PABPC3_1,10,conformal_calibration,Q3,874b1bf596da174448de7de189471ab899a85ffa942e94623602fb23f7c9d486,E182::PABPC3::PABPC3_1,PABPC3,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072885103564073059,0.18046190553958882,0.21871519115079149,0.10935759557539575,0.033738180638944959,0.033501104472419357,0.083661146461963654,0.036725465208292007,0,False,10,False
PABPC3,PABPC3_2,44,conformal_calibration,Q3,874b1bf596da174448de7de189471ab899a85ffa942e94623602fb23f7c9d486,E182::PABPC3::PABPC3_2,PABPC3,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072885103564073059,0.18046190553958882,0.21871519115079149,0.10935759557539575,0.033738180638944959,0.033501104472419357,0.083661146461963654,0.036725465208292007,0,False,10,False
PABPC4,PABPC4_1,14,conformal_calibration,Q2,6c8e55f79ff1a4a806d723985c98632784cc15180f874c0da44b6d1e0d5ae39a,E182::PABPC4::PABPC4_1,PABPC4,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072007679925013723,0.18146704064265204,0.21863641818402083,0.10931820909201041,0.035558880459171285,0.033285427644704407,0.083696499466896057,0.028917806223034859,0,False,10,False
PABPC4,PABPC4_2,22,conformal_calibration,Q2,6c8e55f79ff1a4a806d723985c98632784cc15180f874c0da44b6d1e0d5ae39a,E182::PABPC4::PABPC4_2,PABPC4,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072071286557152364,0.18145119662596113,0.21863641818402083,0.10931820909201041,0.035619980587334614,0.0333833625539336,0.083696499466896057,0.029083847999572754,0,False,10,False
PCBP1,PCBP1_1,15,prospective_evaluation,Q1_low,c7a175969b268ca5e293fa6ded8f550e124c95257c9bafcd65ff12c26f7257dc,E182::PCBP1::PCBP1_1,PCBP1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072161053292121899,0.18206205195324199,0.21865300074577076,0.10932650037288538,0.036422046053552974,0.033018021186342561,0.083708800375461578,0.027461620047688484,0,False,10,False
PCBP1,PCBP1_2,16,prospective_evaluation,Q1_low,c7a175969b268ca5e293fa6ded8f550e124c95257c9bafcd65ff12c26f7257dc,E182::PCBP1::PCBP1_2,PCBP1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072161053292121899,0.18206205195324199,0.21865300074577076,0.10932650037288538,0.036422046053552974,0.033018021186342561,0.083708800375461578,0.027461620047688484,0,False,10,False
PPIL4,PPIL4_1,40,supervised_train,Q4_high,1d3f06a5b3cd7274766cfaa21992c207bee74aa4acf53151813f870a34db2dcf,E182::PPIL4::PPIL4_1,PPIL4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PPIL4::PPIL4_1,SEEN_TARGET_EFFECT_AVAILABLE,0.073177400918802135,0.18359485839928086,0.2186846588695863,0.10934232943479315,0.038651208437677505,0.032788559248521122,0.083682425320148468,0.026819461956620216,0,False,10,False
PPIL4,PPIL4_2,19,supervised_train,Q4_high,1d3f06a5b3cd7274766cfaa21992c207bee74aa4acf53151813f870a34db2dcf,E182::PPIL4::PPIL4_2,PPIL4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PPIL4::PPIL4_2,SEEN_TARGET_EFFECT_AVAILABLE,0.073177400918802135,0.18359485839928086,0.2186846588695863,0.10934232943479315,0.038651208437677505,0.032788559248521122,0.083682425320148468,0.026819461956620216,0,False,10,False
PTBP1,PTBP1_1,6,supervised_train,Q1_low,105c79092a3f8e5af00081645138acd1e3d5ee1db0ebd54c168261091f88fdb9,E182::PTBP1::PTBP1_1,PTBP1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PTBP1::PTBP1_1,SEEN_TARGET_EFFECT_AVAILABLE,0.078937177095454225,0.18383928262337898,0.23433095790032588,0.11716547895016294,0.045542300116101692,0.043853601073612719,0.083692006766796112,0.036188416182994843,0,False,10,False
PTBP1,PTBP1_2,22,supervised_train,Q1_low,105c79092a3f8e5af00081645138acd1e3d5ee1db0ebd54c168261091f88fdb9,E182::PTBP1::PTBP1_2,PTBP1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PTBP1::PTBP1_2,SEEN_TARGET_EFFECT_AVAILABLE,0.078937177095454225,0.18383928262337898,0.23433095790032588,0.11716547895016294,0.045542300116101692,0.043853601073612719,0.083692006766796112,0.036188416182994843,0,False,10,False
PUM2,PUM2_1,13,supervised_train,Q2,02496da381c8abba9de957a2c1a1f87ddf3de2194781a36f5a80746fb209330d,E182::PUM2::PUM2_1,PUM2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PUM2::PUM2_1,SEEN_TARGET_EFFECT_AVAILABLE,0.07390650547006751,0.18030755699962214,0.21857887874434082,0.10928943937217041,0.036685489549242035,0.037631077654280823,0.083674989640712738,0.035088315606117249,0,False,10,False
PUM2,PUM2_2,26,supervised_train,Q2,02496da381c8abba9de957a2c1a1f87ddf3de2194781a36f5a80746fb209330d,E182::PUM2::PUM2_2,PUM2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::PUM2::PUM2_2,SEEN_TARGET_EFFECT_AVAILABLE,0.07390650547006751,0.18030755699962214,0.21857887874434082,0.10928943937217041,0.036685489549242035,0.037631077654280823,0.083674989640712738,0.035088315606117249,0,False,10,False
QKI,QKI_1,58,conformal_calibration,Q4_high,b114e77afc5ccb330d9867c61c8c648b8b56023c90b9838e68a02578060a1d72,E182::QKI::QKI_1,QKI,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071653286769479588,0.17865017477599757,0.218671465194369,0.1093357325971845,0.032595462999262241,0.035685158956594881,0.083689279854297638,0.033757422119379044,0,False,10,False
QKI,QKI_2,24,conformal_calibration,Q4_high,b114e77afc5ccb330d9867c61c8c648b8b56023c90b9838e68a02578060a1d72,E182::QKI::QKI_2,QKI,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071653286769479588,0.17865017477599757,0.218671465194369,0.1093357325971845,0.032595462999262241,0.035685158956594881,0.083689279854297638,0.033757422119379044,0,False,10,False
RALY,RALY_1,15,supervised_train,Q1_low,01f34e604ce783e5de2d98b3d0d13f11a9766b6844c1207d7cf56e13154c531e,E182::RALY::RALY_1,RALY,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RALY::RALY_1,SEEN_TARGET_EFFECT_AVAILABLE,0.076889496612498984,0.18061620952400181,0.22107341415583212,0.11053670707791606,0.040993380854438453,0.042971477647393182,0.083658881485462189,0.03826572373509407,0,False,10,False
RALY,RALY_2,13,supervised_train,Q1_low,01f34e604ce783e5de2d98b3d0d13f11a9766b6844c1207d7cf56e13154c531e,E182::RALY::RALY_2,RALY,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RALY::RALY_2,SEEN_TARGET_EFFECT_AVAILABLE,0.076889496612498984,0.18061620952400181,0.22107341415583212,0.11053670707791606,0.040993380854438453,0.042971477647393182,0.083658881485462189,0.03826572373509407,0,False,10,False
RBFOX2,RBFOX2_1,17,conformal_calibration,Q2,923309c96cd91c9ef0f4a1518b59f793ce1a8fb2e8e7d524281c23400f1bd9f7,E182::RBFOX2::RBFOX2_1,RBFOX2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072850320674716779,0.18031954551341639,0.21865078060339704,0.10932539030169852,0.033518229869987204,0.033326766449824949,0.083717845380306244,0.036860790103673935,0,False,10,False
RBFOX2,RBFOX2_2,19,conformal_calibration,Q2,923309c96cd91c9ef0f4a1518b59f793ce1a8fb2e8e7d524281c23400f1bd9f7,E182::RBFOX2::RBFOX2_2,RBFOX2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.072850320674716779,0.18031954551341639,0.21865078060339704,0.10932539030169852,0.033518229869987204,0.033326766449824949,0.083717845380306244,0.036860790103673935,0,False,10,False
RBM15,RBM15_1,75,conformal_calibration,Q4_high,67e2080f9363f5662c34f60bf169f3dd5616e48254e8c132a663b0418b94553d,E182::RBM15::RBM15_1,RBM15,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073440084080912044,0.1804075771640577,0.21864316848594184,0.10932158424297092,0.035130824285724546,0.035152294731254634,0.083653807640075684,0.036339819431304932,0,False,10,False
RBM15,RBM15_2,43,conformal_calibration,Q4_high,67e2080f9363f5662c34f60bf169f3dd5616e48254e8c132a663b0418b94553d,E182::RBM15::RBM15_2,RBM15,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.073501050493677861,0.18039986399109428,0.21864316848594184,0.10932158424297092,0.035187238914722613,0.035231055141107047,0.083653807640075684,0.036476917564868927,0,False,10,False
RBM27,RBM27_1,31,supervised_train,Q4_high,4a79a3a3ddbe89bd6c379bac16f0679d42d11189802850180a646b8723344298,E182::RBM27::RBM27_1,RBM27,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM27::RBM27_1,SEEN_TARGET_EFFECT_AVAILABLE,0.072770557793926133,0.18168042730392181,0.21865145818401491,0.10932572909200745,0.036601914118908764,0.033486403619911793,0.083664365112781525,0.030199045315384865,0,False,10,False
RBM27,RBM27_2,35,supervised_train,Q4_high,4a79a3a3ddbe89bd6c379bac16f0679d42d11189802850180a646b8723344298,E182::RBM27::RBM27_2,RBM27,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM27::RBM27_2,SEEN_TARGET_EFFECT_AVAILABLE,0.072770557793926133,0.18168042730392181,0.21865145818401491,0.10932572909200745,0.036601914118908764,0.033486403619911793,0.083664365112781525,0.030199045315384865,0,False,10,False
RBM4,RBM4_1,15,supervised_train,Q2,25fdd9eade4f05a1a1da99074ed93b62e43c075a393e2d18691ba39c5e3cf51f,E182::RBM4::RBM4_1,RBM4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM4::RBM4_1,SEEN_TARGET_EFFECT_AVAILABLE,0.071957145172716841,0.17931878575991456,0.21876874143127498,0.10938437071563749,0.034682184936474236,0.037258439299011313,0.083680681884288788,0.030781436711549759,0,False,10,False
RBM4,RBM4_2,27,supervised_train,Q2,25fdd9eade4f05a1a1da99074ed93b62e43c075a393e2d18691ba39c5e3cf51f,E182::RBM4::RBM4_2,RBM4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM4::RBM4_2,SEEN_TARGET_EFFECT_AVAILABLE,0.071957145172716841,0.17931878575991456,0.21876874143127498,0.10938437071563749,0.034682184936474236,0.037258439299011313,0.083680681884288788,0.030781436711549759,0,False,10,False
RBM42,RBM42_1,21,supervised_train,Q2,02a262d5715f8c6e102b5613c03c7d25c7ef1c890c41c470a3195bd82ef88ee9,E182::RBM42::RBM42_1,RBM42,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM42::RBM42_1,SEEN_TARGET_EFFECT_AVAILABLE,0.074327629037148804,0.1787283829236983,0.21860466102318479,0.1093023305115924,0.037899412119926965,0.042238608907549866,0.083700589835643768,0.034215111285448074,0,False,10,False
RBM42,RBM42_2,19,supervised_train,Q2,02a262d5715f8c6e102b5613c03c7d25c7ef1c890c41c470a3195bd82ef88ee9,E182::RBM42::RBM42_2,RBM42,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM42::RBM42_2,SEEN_TARGET_EFFECT_AVAILABLE,0.074327629037148804,0.1787283829236983,0.21860466102318479,0.1093023305115924,0.037899412119926965,0.042238608907549866,0.083700589835643768,0.034215111285448074,0,False,10,False
RBM45,RBM45_1,10,supervised_train,Q1_low,43331ea39dc6edd5100befb75dc696853e7e8f35e6bb6d0387a9b8f1c3228f4e,E182::RBM45::RBM45_1,RBM45,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM45::RBM45_1,SEEN_TARGET_EFFECT_AVAILABLE,0.079653226618998388,0.18025574242050729,0.22672798151356691,0.11336399075678345,0.046717399759565972,0.051651351449868543,0.083705201745033264,0.036299888044595718,0,False,10,False
RBM45,RBM45_2,12,supervised_train,Q1_low,43331ea39dc6edd5100befb75dc696853e7e8f35e6bb6d0387a9b8f1c3228f4e,E182::RBM45::RBM45_2,RBM45,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBM45::RBM45_2,SEEN_TARGET_EFFECT_AVAILABLE,0.079653226618998388,0.18025574242050729,0.22672798151356691,0.11336399075678345,0.046717399759565972,0.051651351449868543,0.083705201745033264,0.036299888044595718,0,False,10,False
RBMS1,RBMS1_1,30,model_validation,Q4_high,5c5defab2da11acafe17d5887b64248ee8bd1ba027d62cfa206b32ce981b2fc3,E182::RBMS1::RBMS1_1,RBMS1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBMS1::RBMS1_1,SEEN_TARGET_EFFECT_AVAILABLE,0.072838579488864935,0.17784896540920278,0.21852015126980281,0.10926007563490141,0.032196474477075805,0.03710047325960477,0.083653926849365234,0.039239160716533661,0,False,10,False
RBMS1,RBMS1_2,61,model_validation,Q4_high,5c5defab2da11acafe17d5887b64248ee8bd1ba027d62cfa206b32ce981b2fc3,E182::RBMS1::RBMS1_2,RBMS1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_negative_guide_controls,False,E182::RBMS1::RBMS1_2,SEEN_TARGET_EFFECT_AVAILABLE,0.072838579488864935,0.17784896540920278,0.21852015126980281,0.10926007563490141,0.032196474477075805,0.03710047325960477,0.083653926849365234,0.039239160716533661,0,False,10,False
SART3,SART3_1,23,supervised_train,Q3,27a993549c33b80fc1adaf870d87dcef261073776cd577f3835f5b0734a5bf8a,E182::SART3::SART3_1,SART3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SART3::SART3_1,SEEN_TARGET_EFFECT_AVAILABLE,0.07151094325398305,0.18091218358071956,0.21871640839664352,0.10935820419832176,0.034939308688234048,0.033401042623331365,0.083692938089370728,0.027957307174801826,0,False,10,False
SART3,SART3_2,32,supervised_train,Q3,27a993549c33b80fc1adaf870d87dcef261073776cd577f3835f5b0734a5bf8a,E182::SART3::SART3_2,SART3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_negative_guide_controls,False,E182::SART3::SART3_2,SEEN_TARGET_EFFECT_AVAILABLE,0.07151094325398305,0.18091218358071956,0.21871640839664352,0.10935820419832176,0.034939308688234048,0.033401042623331365,0.083692938089370728,0.027957307174801826,0,False,10,False
SERBP1,SERBP1_1,59,prospective_evaluation,Q4_high,d450f8dac202c8f4ac1ca05eddc2cec98237d757fcc6eb18c2f576a0aaf497f2,E182::SERBP1::SERBP1_1,SERBP1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071938068658865567,0.18052901687075354,0.22078309236304378,0.11039154618152189,0.034228211948441972,0.033975645253451495,0.083701193332672119,0.031640809029340744,0,False,10,False
SERBP1,SERBP1_2,33,prospective_evaluation,Q4_high,d450f8dac202c8f4ac1ca05eddc2cec98237d757fcc6eb18c2f576a0aaf497f2,E182::SERBP1::SERBP1_2,SERBP1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_negative_guide_controls,False,,QUERY_ONLY,0.071938068658865567,0.18052901687075354,0.22078309236304378,0.11039154618152189,0.034228211948441972,0.033975645253451495,0.083701193332672119,0.031640809029340744,0,False,10,False
