panel_id,support,e189_setting,n_tasks,family_rms_error_mean,family_worst_error_mean,centroid_error_mean,diversity_lower_bound_mean,diameter_half_lower_bound_mean,zero_effect_error_mean,fraction_members_beating_zero_mean,diversity_to_family_rms_spearman,diameter_half_to_worst_spearman,magnitude_to_family_rms_spearman,rms_lower_violations,worst_lower_violations,max_rms_identity_residual
H01,1,double_unseen,120,0.08929252035977706,0.10151759387680578,0.08192107402751564,0.034348197,0.03739096825058284,0.08080170267442055,0.2541666666666666,-0.10383359955552468,-0.11165358705465656,-0.13174526008750606,0,0,2.2552397276054403e-10
H01,1,random_missing_pair,120,0.13199086823543846,0.14197240614241444,0.1265193001957522,0.034678873,0.038171700112222894,0.12776188356561127,0.35555555555555557,0.21993888464476696,0.1986735189943746,0.20985485103132157,0,0,3.683630067641275e-10
H01,1,unseen_context_row,360,0.09757538917680042,0.10984528261936513,0.09062894137656201,0.0346661,0.03816837225635324,0.09004445100590759,0.2606481481481482,-0.012249580115072902,0.05692739398709352,-0.04751914238021383,0,0,2.8627088199950634e-10
H01,1,unseen_perturbation_column,240,0.1409433511313121,0.15031001505822014,0.1359084738702352,0.0343548,0.03738887477652174,0.13688756281764325,0.37569444444444444,0.003921075018663517,0.09392784596954806,0.08408913349190088,0,0,2.3764174048729325e-10
H01,2,double_unseen,120,0.08567767834247704,0.09382584494240127,0.08038626556973828,0.028716806,0.0276880815510167,0.08080170267442055,0.29305555555555557,0.04244739218001249,0.21682061254253762,0.051128550593791226,0,0,1.7726600222423006e-10
H01,2,random_missing_pair,120,0.1284700162220284,0.13462704453385563,0.12452353716078321,0.029008623,0.028024185428120137,0.12776188356561127,0.47777777777777775,0.06399749982637683,0.030272935620529205,0.09950691020209736,0,0,2.3743479578286486e-10
H01,2,unseen_context_row,360,0.0938139117216246,0.10083526022184885,0.0888701075954801,0.028921844,0.027969476386921748,0.09004445100590759,0.350925925925926,0.13222067042698374,0.20983083717209752,0.017446893880354013,0,0,2.0544430739954933e-10
H01,2,unseen_perturbation_column,240,0.13722087319709728,0.1435328862681067,0.13360729905742924,0.028780727,0.02772130774505055,0.13688756281764325,0.5354166666666667,-0.08957273563777148,-0.12394399208319587,0.08825326828590772,0,0,1.6238838052018423e-10
H01,3,double_unseen,120,0.08464153157380604,0.09247471525704612,0.07969879766352816,0.027559329,0.02770128147544671,0.08080170267442055,0.45138888888888895,0.06377526217098409,0.21393152302243207,-0.0551704979512466,0,0,1.626601431672925e-10
H01,3,random_missing_pair,120,0.12832919149678396,0.13452562290709918,0.12469269103968629,0.027882216,0.028242101101783632,0.12776188356561127,0.5847222222222221,0.21852906451836931,0.16246267101882073,0.1759636085839294,0,0,1.9452271737829818e-10
H01,3,unseen_context_row,360,0.09302557257801382,0.10049981988970365,0.08839281990006125,0.027840823,0.02823768554369836,0.09004445100590759,0.4689814814814815,0.12587597126521036,0.18919667590027697,0.053298765165369064,0,0,2.3223894508872522e-10
H01,3,unseen_perturbation_column,240,0.13717472384220783,0.14308143431156747,0.13383883236775435,0.02759068,0.02770739590257,0.13688756281764325,0.6229166666666667,-0.060253650236983265,-0.14596520772930083,-0.0105895935693328,0,0,1.9545340346205364e-10
H01,5,double_unseen,120,0.08464768852161984,0.09195473603804735,0.08006096113142308,0.026541065,0.029183548552976057,0.08080170267442055,0.42361111111111105,0.1281547329675672,0.32952288353357867,0.09854156538648516,0,0,1.1541247558338741e-10
H01,5,random_missing_pair,120,0.12891382882264496,0.13560657627519032,0.1251550152911559,0.02822249,0.03122882371894223,0.12776188356561127,0.5555555555555556,0.17736648378359604,0.14814223209945132,0.30809083964164174,0,0,2.405865090482351e-10
H01,5,unseen_context_row,360,0.09371313902853513,0.10206193598491378,0.08893025219853853,0.028201612,0.03123115119945047,0.09004445100590759,0.4305555555555556,0.20271478432189546,0.2921797236089784,0.13437886609207375,0,0,3.726536353804155e-10
H01,5,unseen_perturbation_column,240,0.13765990906414058,0.1431589531021134,0.134582628641925,0.026558213,0.0291850205061579,0.13688756281764325,0.5854166666666667,0.10786558794423512,0.056821298980885074,0.039735932915502,0,0,1.54034018179372e-10
H02,1,double_unseen,120,0.10138260628322178,0.11100760954822937,0.09571920370984222,0.031531826,0.031191796850214462,0.09471597405584817,0.20416666666666666,-0.011875824710049306,0.09446489339537467,0.08468643655809431,0,0,2.387345260715379e-10
H02,1,random_missing_pair,120,0.11501966326193801,0.12330489308034322,0.10972994620897604,0.03179251,0.03139998255957093,0.11098467156888255,0.3388888888888889,0.22306410167372734,0.16434474616292796,0.11739704146121258,0,0,3.126659382790553e-10
H02,1,unseen_context_row,360,0.10786528491250098,0.11669922682890607,0.10236736714890687,0.03171538,0.03138988644864303,0.10211308978060103,0.2611111111111111,0.027999444440157714,0.11364105175708661,0.057553170420553655,0,0,3.7956756487877996e-10
