seed,model,epoch,train_mse,validation_mse
3410,scGPT,1,0.23442682158201933,0.0091949213917056714
3410,scGPT,2,0.015922467286388079,0.009375806292518973
3410,scGPT,3,0.015821948259448011,0.0092051973100751635
3410,scGPT,4,0.016090401168912648,0.0088485811992237966
3410,scGPT,5,0.015699161558101575,0.0090897684295972187
3410,scGPT,6,0.01589018835996588,0.0093903985961029928
3410,scGPT,7,0.015875025629065932,0.0089134754147380587
3410,GEARS,1,0.018211030882472792,0.009179404005408287
3410,GEARS,2,0.015564196153233449,0.0094285209973653163
3410,GEARS,3,0.015262597799301147,0.0094069847837090492
3410,GEARS,4,0.015086698594192665,0.0093040323661019407
3410,GEARS,5,0.014854510594159365,0.0094473230031629409
3410,GEARS,6,0.014684606747080883,0.0095870677692194775
3410,GEARS,7,0.014657220236646633,0.0096972614216307793
3411,scGPT,1,0.30144878532737496,0.0094518484702954698
3411,scGPT,2,0.015992209097991386,0.0092771785333752629
3411,scGPT,3,0.01609607197654744,0.0088565887262423825
3411,scGPT,4,0.015982070891186594,0.0089011184250315026
3411,scGPT,5,0.015721126956244311,0.0088575217717637624
3411,scGPT,6,0.015752714173868299,0.009947968507185578
3411,GEARS,1,0.018079088038454452,0.0093136695368836332
3411,GEARS,2,0.015602298794935148,0.0093269521060089268
3411,GEARS,3,0.01518159224651754,0.009246833203360439
3411,GEARS,4,0.015077692285800973,0.0091755612442890808
3411,GEARS,5,0.014793743270759781,0.0093492216275384028
3411,GEARS,6,0.01469095516949892,0.0092649407840023432
3411,GEARS,7,0.014601168641820549,0.0093822744830201078
3411,GEARS,8,0.01439737407490611,0.0093721820041537292
3411,GEARS,9,0.014353788659597437,0.0093695103656500581
3411,GEARS,10,0.014280710214128097,0.0095405986222128081
