quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.7857142857142858
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.11904761904761905
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,-0.30952380952380953
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.880952380952381
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.8095238095238096
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,8,-0.30952380952380953
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,28,0.7186644772851669
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,28,0.23152709359605914
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,28,0.10837438423645321
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,28,0.8795840175150519
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,28,0.8024083196496988
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,28,0.10837438423645321
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,12,0.1258741258741259
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,12,0.6853146853146854
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,12,0.6923076923076924
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,12,0.2657342657342658
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,12,0.5034965034965035
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,12,0.6923076923076924
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,11,0.7181818181818183
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,11,0.7636363636363637
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,11,0.46363636363636374
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,11,0.4727272727272727
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,11,0.7636363636363637
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,11,0.8454545454545455
