seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.71716376325046571,0.081893946975469589
3407,scGPT,2,0.075072114666302994,0.084177086502313619
3407,scGPT,3,0.066565936914196724,0.091977162659168249
3407,scGPT,4,0.070414800886754642,0.081395961344242096
3407,scGPT,5,0.066603286260807956,0.081330619007349017
3407,scGPT,6,0.068145256903436452,0.081631079316139221
3407,scGPT,7,0.066550899434972693,0.08307719677686691
3407,scGPT,8,0.065698275825491662,0.08230050653219223
3407,GEARS,1,0.069037921588729928,0.08458233773708343
3407,GEARS,2,0.062970917257997722,0.082390361279249189
3407,GEARS,3,0.059458858023087181,0.08194917365908623
3407,GEARS,4,0.058808407159867113,0.081917214393615725
3407,GEARS,5,0.058656886082004617,0.082762770354747772
3407,GEARS,6,0.057615247727544221,0.08077563792467117
3407,GEARS,7,0.057466869139009051,0.083271637558937073
3407,GEARS,8,0.058817198155102904,0.081561970710754397
3407,GEARS,9,0.056920665005842842,0.080164255946874624
3407,GEARS,10,0.057804681498695304,0.081655016541481024
3407,GEARS,11,0.057004461547842729,0.081580895185470584
3407,GEARS,12,0.056739844243835519,0.082424295693635935
3407,GEARS,13,0.056948258645004697,0.084752375632524496
3407,GEARS,14,0.057603919947588886,0.081914542615413671
3407,GEARS,15,0.057006077633963689,0.084060323983430857
3408,scGPT,1,0.41514335821072262,0.084576793760061261
3408,scGPT,2,0.068158305629535954,0.090816729515790937
3408,scGPT,3,0.070496498296658203,0.093314221501350408
3408,scGPT,4,0.07454055313158918,0.10471343547105789
3408,GEARS,1,0.068302449942738916,0.085376103222370145
3408,GEARS,2,0.062856864460088591,0.082028426975011823
3408,GEARS,3,0.060330952621168561,0.081029856204986567
3408,GEARS,4,0.059465538296434611,0.081118381768465045
3408,GEARS,5,0.058715161901933176,0.079465449601411817
3408,GEARS,6,0.058513747045287383,0.083147899806499476
3408,GEARS,7,0.058330632884193351,0.082839807868003851
3408,GEARS,8,0.057154587159554161,0.081588457524776462
3408,GEARS,9,0.056398863869684714,0.081634555757045743
3408,GEARS,10,0.057465166405395222,0.082919292151927948
3408,GEARS,11,0.056443278436307552,0.083038376271724695
3409,scGPT,1,0.7148477182620101,0.081581570953130719
3409,scGPT,2,0.078342138203205888,0.082021550834178919
3409,scGPT,3,0.069485180079936981,0.10697074234485626
3409,scGPT,4,0.079117014038342023,0.087481136620044711
3409,GEARS,1,0.068465616140100688,0.083439734578132627
3409,GEARS,2,0.063448929952250585,0.081522850692272192
3409,GEARS,3,0.060226760666679452,0.084625422209501269
3409,GEARS,4,0.059002153161499232,0.083225485682487485
3409,GEARS,5,0.058509708416682703,0.080887679755687711
3409,GEARS,6,0.058026247830302628,0.083911146223545077
3409,GEARS,7,0.057503902111892345,0.083637776970863345
3409,GEARS,8,0.057961122719226058,0.083040937036275866
3409,GEARS,9,0.057739896216878188,0.083954060822725302
3409,GEARS,10,0.05677528099881278,0.084426712244749069
3409,GEARS,11,0.057079783744282193,0.086031393706798548
3410,scGPT,1,0.69175757936857363,0.092489768564701078
3410,scGPT,2,0.071658949885103435,0.082347568869590757
3410,scGPT,3,0.069002001235882446,0.091358380019664759
3410,scGPT,4,0.073305427752159258,0.082465825974941259
3410,scGPT,5,0.070785164143200269,0.081306759268045425
3410,scGPT,6,0.06929399252489761,0.090739448368549344
3410,scGPT,7,0.066372425605853394,0.081476288288831716
3410,scGPT,8,0.066321129738180731,0.082811348140239716
3410,GEARS,1,0.067999312723124469,0.085737742483615875
3410,GEARS,2,0.06461926963594225,0.080440974235534674
3410,GEARS,3,0.060713424174873916,0.081975396722555161
3410,GEARS,4,0.059610103843388731,0.082444068044424057
3410,GEARS,5,0.057964975497236955,0.083123464882373807
3410,GEARS,6,0.058028425331468937,0.080783761292696002
3410,GEARS,7,0.057094024287329778,0.081945144385099408
3410,GEARS,8,0.058296822425391942,0.082855483889579779
3411,scGPT,1,0.90784769243112318,0.083299564570188528
3411,scGPT,2,0.069257416934878732,0.085044020414352411
3411,scGPT,3,0.06950864609744814,0.088450405001640323
3411,scGPT,4,0.070411298148058077,0.08158383443951607
3411,scGPT,5,0.066505366729365453,0.082380054891109472
3411,scGPT,6,0.072331246264554838,0.089770355820655817
3411,scGPT,7,0.069889946116341486,0.081889906525611872
3411,GEARS,1,0.069464776802946021,0.084185969829559323
3411,GEARS,2,0.062113775561253227,0.085395359992980951
3411,GEARS,3,0.060483514020840325,0.08383893892168999
3411,GEARS,4,0.059445563289854259,0.083639149367809293
3411,GEARS,5,0.058961478372414909,0.0800153598189354
3411,GEARS,6,0.058463215138073323,0.083652652055025103
3411,GEARS,7,0.058396622676540305,0.081899906694889071
3411,GEARS,8,0.057931110400844504,0.080796885490417483
3411,GEARS,9,0.057087312004080522,0.080372493714094162
3411,GEARS,10,0.057672233493239793,0.080669251829385752
3411,GEARS,11,0.057282480238764373,0.082133850455284124
