dataset,fold_id,score,endpoint,n_tasks,spearman
Frangieh,frangieh_context_holdout_1_Co-culture,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,279,0.02278343224038281
Frangieh,frangieh_context_holdout_1_Co-culture,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,279,0.2619263114853739
Frangieh,frangieh_context_holdout_1_Co-culture,directional_risk_frozen,progeny_activity_cosine_error_mean,279,0.07007371061676006
Frangieh,frangieh_context_holdout_1_Co-culture,directional_risk_frozen,progeny_activity_rmse_mean,279,0.04248085402645625
Frangieh,frangieh_context_holdout_1_Co-culture,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,279,0.0566737393495342
Frangieh,frangieh_context_holdout_1_Co-culture,baseline_predicted_magnitude,progeny_activity_rmse_mean,279,0.1275160516747892
Frangieh,frangieh_context_holdout_1_Co-culture,risk_model_disagreement,progeny_activity_cosine_error_mean,279,0.051703521975046685
Frangieh,frangieh_context_holdout_1_Co-culture,risk_model_disagreement,progeny_activity_rmse_mean,279,0.10748101979246097
Frangieh,frangieh_context_holdout_2_Control,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,279,0.2741327675187039
Frangieh,frangieh_context_holdout_2_Control,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,279,0.3363541424924577
Frangieh,frangieh_context_holdout_2_Control,directional_risk_frozen,progeny_activity_cosine_error_mean,279,-0.21047475383748301
Frangieh,frangieh_context_holdout_2_Control,directional_risk_frozen,progeny_activity_rmse_mean,279,-0.19785609300577972
Frangieh,frangieh_context_holdout_2_Control,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,279,0.11329940655770315
Frangieh,frangieh_context_holdout_2_Control,baseline_predicted_magnitude,progeny_activity_rmse_mean,279,0.1501967089922532
Frangieh,frangieh_context_holdout_2_Control,risk_model_disagreement,progeny_activity_cosine_error_mean,279,0.0705621677772989
Frangieh,frangieh_context_holdout_2_Control,risk_model_disagreement,progeny_activity_rmse_mean,279,0.07471294853518108
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,279,0.2733957971792902
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,279,-0.07078154227741686
Frangieh,frangieh_context_holdout_3_IFNγ,directional_risk_frozen,progeny_activity_cosine_error_mean,279,-0.24339201449899986
Frangieh,frangieh_context_holdout_3_IFNγ,directional_risk_frozen,progeny_activity_rmse_mean,279,0.07060029395838167
Frangieh,frangieh_context_holdout_3_IFNγ,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,279,0.003940810485252352
Frangieh,frangieh_context_holdout_3_IFNγ,baseline_predicted_magnitude,progeny_activity_rmse_mean,279,0.06234735713733161
Frangieh,frangieh_context_holdout_3_IFNγ,risk_model_disagreement,progeny_activity_cosine_error_mean,279,0.03615522328680834
Frangieh,frangieh_context_holdout_3_IFNγ,risk_model_disagreement,progeny_activity_rmse_mean,279,0.04847495275668866
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,69,-0.041797588600657666
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,69,0.45217391304347837
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,directional_risk_frozen,progeny_activity_cosine_error_mean,69,0.07142857142857144
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,directional_risk_frozen,progeny_activity_rmse_mean,69,0.3435513335769091
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,69,-0.027986846912678113
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,baseline_predicted_magnitude,progeny_activity_rmse_mean,69,0.3360613810741688
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,risk_model_disagreement,progeny_activity_cosine_error_mean,69,-0.033394227256119846
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,risk_model_disagreement,progeny_activity_rmse_mean,69,0.2759956156375594
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,69,0.13240774570697847
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,69,0.11837778589696751
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,directional_risk_frozen,progeny_activity_cosine_error_mean,69,0.021483375959079284
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,directional_risk_frozen,progeny_activity_rmse_mean,69,0.4000000000000001
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,69,0.06806722689075631
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,baseline_predicted_magnitude,progeny_activity_rmse_mean,69,0.061271465107782246
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,risk_model_disagreement,progeny_activity_cosine_error_mean,69,0.05188162221410304
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,risk_model_disagreement,progeny_activity_rmse_mean,69,0.033613445378151266
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,69,0.11435878699305811
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,69,0.4305078553160395
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),directional_risk_frozen,progeny_activity_cosine_error_mean,69,0.09853854585312388
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),directional_risk_frozen,progeny_activity_rmse_mean,69,-0.3381804895871393
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),baseline_predicted_magnitude,progeny_activity_cosine_error_mean,69,-0.0288271830471319
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),baseline_predicted_magnitude,progeny_activity_rmse_mean,69,0.20211910851297044
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),risk_model_disagreement,progeny_activity_cosine_error_mean,69,0.001534526854219949
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),risk_model_disagreement,progeny_activity_rmse_mean,69,0.206065034709536
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,69,0.016697113628059923
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,69,0.2963463646328097
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,directional_risk_frozen,progeny_activity_cosine_error_mean,69,0.21110705151625872
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,directional_risk_frozen,progeny_activity_rmse_mean,69,0.4630252100840337
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,69,-0.3151991231275119
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,baseline_predicted_magnitude,progeny_activity_rmse_mean,69,-0.06609426379247352
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,risk_model_disagreement,progeny_activity_cosine_error_mean,69,-0.10288637194008039
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,risk_model_disagreement,progeny_activity_rmse_mean,69,0.026817683595177208
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,69,-0.11772013153087324
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,69,0.03514797223237121
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,directional_risk_frozen,progeny_activity_cosine_error_mean,69,0.5521008403361345
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,directional_risk_frozen,progeny_activity_rmse_mean,69,-0.03883814395323347
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,69,-0.5643039824625503
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,baseline_predicted_magnitude,progeny_activity_rmse_mean,69,0.06748264523200585
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,risk_model_disagreement,progeny_activity_cosine_error_mean,69,-0.4624040920716113
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,risk_model_disagreement,progeny_activity_rmse_mean,69,0.06061381074168799
Liang,Liang_context_holdout_1_DM2_1,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.16856892010535557
Liang,Liang_context_holdout_1_DM2_1,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.26735885788449054
Liang,Liang_context_holdout_1_DM2_1,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.13291598274611593
Liang,Liang_context_holdout_1_DM2_1,directional_risk_frozen,progeny_activity_rmse_mean,68,0.3043478260869565
Liang,Liang_context_holdout_1_DM2_1,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.39160972630453866
Liang,Liang_context_holdout_1_DM2_1,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,-0.021529182730847043
Liang,Liang_context_holdout_1_DM2_1,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.4192464786044204
Liang,Liang_context_holdout_1_DM2_1,risk_model_disagreement,progeny_activity_rmse_mean,68,0.06000687101576516
Liang,Liang_context_holdout_2_DM2_2,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.08882696491964728
Liang,Liang_context_holdout_2_DM2_2,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.29957628736114816
Liang,Liang_context_holdout_2_DM2_2,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.08649845402145283
Liang,Liang_context_holdout_2_DM2_2,directional_risk_frozen,progeny_activity_rmse_mean,68,0.2536549986639691
Liang,Liang_context_holdout_2_DM2_2,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,0.018055502538458598
Liang,Liang_context_holdout_2_DM2_2,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.20739015917853185
Liang,Liang_context_holdout_2_DM2_2,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.035347558880787874
Liang,Liang_context_holdout_2_DM2_2,risk_model_disagreement,progeny_activity_rmse_mean,68,0.24010382868267358
Liang,Liang_context_holdout_3_DM2_3,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,-0.1229911821964347
Liang,Liang_context_holdout_3_DM2_3,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.24812001374203152
Liang,Liang_context_holdout_3_DM2_3,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.050654655113180895
Liang,Liang_context_holdout_3_DM2_3,directional_risk_frozen,progeny_activity_rmse_mean,68,0.1868152841928465
Liang,Liang_context_holdout_3_DM2_3,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.11802878192159406
Liang,Liang_context_holdout_3_DM2_3,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.026071687597816542
Liang,Liang_context_holdout_3_DM2_3,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.16711837233270985
Liang,Liang_context_holdout_3_DM2_3,risk_model_disagreement,progeny_activity_rmse_mean,68,0.08836889720196968
Liang,Liang_context_holdout_4_DM2_4,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.38877158155801694
Liang,Liang_context_holdout_4_DM2_4,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.10578088730509541
Liang,Liang_context_holdout_4_DM2_4,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.3902355231515059
Liang,Liang_context_holdout_4_DM2_4,directional_risk_frozen,progeny_activity_rmse_mean,68,0.23537046226667172
Liang,Liang_context_holdout_4_DM2_4,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,0.12009008665114325
Liang,Liang_context_holdout_4_DM2_4,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.33778676947742103
Liang,Liang_context_holdout_4_DM2_4,risk_model_disagreement,progeny_activity_cosine_error_mean,68,0.10562278123449248
Liang,Liang_context_holdout_4_DM2_4,risk_model_disagreement,progeny_activity_rmse_mean,68,0.34572660991716603
Liang,Liang_context_holdout_5_DM2_5,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.20574874985685382
Liang,Liang_context_holdout_5_DM2_5,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.19674008474252774
Liang,Liang_context_holdout_5_DM2_5,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.2462877428713211
Liang,Liang_context_holdout_5_DM2_5,directional_risk_frozen,progeny_activity_rmse_mean,68,0.21968164293621406
Liang,Liang_context_holdout_5_DM2_5,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.14612360193915333
Liang,Liang_context_holdout_5_DM2_5,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.07309997327938314
Liang,Liang_context_holdout_5_DM2_5,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.1325342596480513
Liang,Liang_context_holdout_5_DM2_5,risk_model_disagreement,progeny_activity_rmse_mean,68,0.025575447570332477
Liang,Liang_context_holdout_6_DM2_6,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,-0.08310111844867732
Liang,Liang_context_holdout_6_DM2_6,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,-0.21853647364202006
Liang,Liang_context_holdout_6_DM2_6,directional_risk_frozen,progeny_activity_cosine_error_mean,68,-0.1009657594381036
Liang,Liang_context_holdout_6_DM2_6,directional_risk_frozen,progeny_activity_rmse_mean,68,-0.05160896285834255
Liang,Liang_context_holdout_6_DM2_6,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.012978585334198569
Liang,Liang_context_holdout_6_DM2_6,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,-0.4875749131579951
Liang,Liang_context_holdout_6_DM2_6,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.06050311104324922
Liang,Liang_context_holdout_6_DM2_6,risk_model_disagreement,progeny_activity_rmse_mean,68,-0.38470053822956823
Liang,Liang_context_holdout_7_EM2_1,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,-0.04905141810130931
Liang,Liang_context_holdout_7_EM2_1,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.15780432873993203
Liang,Liang_context_holdout_7_EM2_1,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.012558689926327441
Liang,Liang_context_holdout_7_EM2_1,directional_risk_frozen,progeny_activity_rmse_mean,68,0.12383097301217695
Liang,Liang_context_holdout_7_EM2_1,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.44184448600984844
Liang,Liang_context_holdout_7_EM2_1,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.05725846470969957
Liang,Liang_context_holdout_7_EM2_1,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.44627247394739844
Liang,Liang_context_holdout_7_EM2_1,risk_model_disagreement,progeny_activity_rmse_mean,68,-0.004160781768904836
Liang,Liang_context_holdout_8_EM2_2,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.2190327136695041
Liang,Liang_context_holdout_8_EM2_2,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.27339008283391225
Liang,Liang_context_holdout_8_EM2_2,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.24617322594190172
Liang,Liang_context_holdout_8_EM2_2,directional_risk_frozen,progeny_activity_rmse_mean,68,0.2132305225789212
Liang,Liang_context_holdout_8_EM2_2,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,0.0779096843149979
Liang,Liang_context_holdout_8_EM2_2,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,-0.06951177615757528
Liang,Liang_context_holdout_8_EM2_2,risk_model_disagreement,progeny_activity_cosine_error_mean,68,0.09646142688094056
Liang,Liang_context_holdout_8_EM2_2,risk_model_disagreement,progeny_activity_rmse_mean,68,-0.06958812077718822
Liang,Liang_context_holdout_9_EM2_3,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,68,0.05722029239989311
Liang,Liang_context_holdout_9_EM2_3,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,68,0.06981715463602702
Liang,Liang_context_holdout_9_EM2_3,directional_risk_frozen,progeny_activity_cosine_error_mean,68,0.20265679276253007
Liang,Liang_context_holdout_9_EM2_3,directional_risk_frozen,progeny_activity_rmse_mean,68,-0.05657136313318318
Liang,Liang_context_holdout_9_EM2_3,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,68,-0.12738099782417833
Liang,Liang_context_holdout_9_EM2_3,baseline_predicted_magnitude,progeny_activity_rmse_mean,68,0.03420238958659388
Liang,Liang_context_holdout_9_EM2_3,risk_model_disagreement,progeny_activity_cosine_error_mean,68,-0.17356949269000263
Liang,Liang_context_holdout_9_EM2_3,risk_model_disagreement,progeny_activity_rmse_mean,68,0.08989578959422835
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,128,-0.11162164058913945
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,128,0.12279153170570513
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,directional_risk_frozen,progeny_activity_cosine_error_mean,128,0.04191678445399416
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,directional_risk_frozen,progeny_activity_rmse_mean,128,0.20826776385025492
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,128,-0.2522660684856253
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,baseline_predicted_magnitude,progeny_activity_rmse_mean,128,0.3574780260025636
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,risk_model_disagreement,progeny_activity_cosine_error_mean,128,-0.023221479582494046
Nadig_two_cellline,Nadig_cellline_holdout_1_HepG2,risk_model_disagreement,progeny_activity_rmse_mean,128,0.12483977293535982
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,128,-0.29293206762321533
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,128,0.2408338913814104
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,directional_risk_frozen,progeny_activity_cosine_error_mean,128,-0.18828935554526666
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,directional_risk_frozen,progeny_activity_rmse_mean,128,0.3413391933733722
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,baseline_predicted_magnitude,progeny_activity_cosine_error_mean,128,-0.39253914118293354
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,baseline_predicted_magnitude,progeny_activity_rmse_mean,128,0.3695694469877312
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,risk_model_disagreement,progeny_activity_cosine_error_mean,128,-0.21311344076176522
Nadig_two_cellline,Nadig_cellline_holdout_2_Jurkat,risk_model_disagreement,progeny_activity_rmse_mean,128,0.32340688518586336
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,51,-0.08604794538872174
Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,51,0.24963827319528661
