score,endpoint,spearman
baseline_predicted_magnitude,progeny_activity_cosine_error_mean,-0.11251856206896473
baseline_predicted_magnitude,progeny_activity_rmse_mean,0.07433582856223207
directional_risk_frozen,progeny_activity_cosine_error_mean,0.004805094582561438
directional_risk_frozen,progeny_activity_rmse_mean,0.07925039597319734
risk_model_disagreement,progeny_activity_cosine_error_mean,-0.07590028383970626
risk_model_disagreement,progeny_activity_rmse_mean,0.039809489871477186
safeconf_calibrated_pair_risk,progeny_activity_cosine_error_mean,0.017050968940530258
safeconf_calibrated_pair_risk,progeny_activity_rmse_mean,0.11679637967104772
