predictor,outcome,n_tasks,spearman,ci95_lower,ci95_upper,bootstrap_valid
diversity_lower_bound,family_rms_error,263,0.39483037497724166,0.28347463620030167,0.4969178242217155,5000
predicted_magnitude,family_rms_error,263,0.09545414965842793,-0.025581560469716443,0.2186941917780811,5000
model_baseline_gap,family_rms_error,263,-0.0063795737539678555,-0.13317774642550412,0.1185432893423746,5000
negative_string_train_neighbor_count,family_rms_error,263,-0.08222030550153736,-0.20519576746300325,0.0387728360017045,5000
negative_go_train_neighbor_count,family_rms_error,263,-0.10183273593825327,-0.22003977630923607,0.01653562816089725,5000
graph_isolated_risk,family_rms_error,263,-0.10671762409227449,-0.19614121074342564,-0.0028826018186212127,4961
