predictor,outcome,budget,n_tasks,n_selected,high_error_capture,random_expected_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility,utility_ci95_lower,utility_ci95_upper,utility_bootstrap_valid
diversity_lower_bound,family_rms_error,0.2,263,53,0.2641509433962264,0.20152091254752852,0.04038035472856644,0.03603629830043158,1.120546688561595,0.0568835908874254,0.20837508803637278,0.10327718072724493,0.37552029403205167,5000
predicted_magnitude,family_rms_error,0.2,263,53,0.22641509433962265,0.20152091254752852,0.03686492183371265,0.03603629830043158,1.0229941357009786,0.0568835908874254,0.03974729715253447,-0.08300499108310914,0.22549296744552683,5000
model_baseline_gap,family_rms_error,0.2,263,53,0.20754716981132076,0.20152091254752852,0.035723462311115915,0.03603629830043158,0.9913188644763795,0.0568835908874254,-0.015006072755501745,-0.1278389815952861,0.17806917106613793,5000
negative_string_train_neighbor_count,family_rms_error,0.2,263,53,0.18867924528301888,0.20152091254752852,0.03429471917131645,0.03603629830043158,0.9516715308937747,0.0568835908874254,-0.08353982282580243,-0.24075208779469515,0.04182719890397548,5000
negative_go_train_neighbor_count,family_rms_error,0.2,263,53,0.11320754716981132,0.20152091254752852,0.03283286509152847,0.03603629830043158,0.9111053754135245,0.0568835908874254,-0.1536618338105765,-0.25775366175021536,0.002398503560052443,5000
graph_isolated_risk,family_rms_error,0.2,263,53,0.05660377358490566,0.20152091254752852,0.030824796624708328,0.03603629830043158,0.8553818810057737,0.0568835908874254,-0.2499845797230568,-0.1789516445650047,0.12215026418229713,5000
