dataset_name,historical_residual_risk,perturbation_effect_stability,perturbation_effect_variance
CuiHacohen2023,0.0,0.0,0.0
Frangieh,0.0,0.5519747235387046,0.5519747235387046
LaraAstiasoHuntly2023_exvivo,0.0,0.0086687306501548,0.0086687306501548
LaraAstiasoHuntly2023_invivo,0.0,0.022340425531914895,0.022340425531914895
McFarlandTsherniak2020,0.0,0.0,0.0
SantinhaPlatt2023,0.0,0.0014652014652014652,0.0014652014652014652
SrivatsanTrapnell2020_sciplex3,0.0,0.5567375886524822,0.5567375886524822
