unit_id,study_id,batch_id,n_tasks,pretruth_evaluation_status,postgate_interpretation_status,metric_status,endpoint_truth_nondegenerate,predictor_viability_fraction_vs_simple,candidate_aurc_tie_average,candidate_aurc_best_legal_tie_order,candidate_aurc_worst_legal_tie_order,candidate_aurc_mergesort_input_order,candidate_aurc_partial_identification_width,candidate_max_pointwise_risk_width,magnitude_aurc_tie_average,magnitude_aurc_best_legal_tie_order,magnitude_aurc_worst_legal_tie_order,magnitude_aurc_mergesort_input_order,magnitude_aurc_partial_identification_width,magnitude_max_pointwise_risk_width,delta_tie_average_aurc_candidate_minus_magnitude,postgate_historical_diagnostic_only
E153::Frangieh,Frangieh,frangieh_context_holdout_1_Co-culture,279,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.052741240217864305,0.052741240217864305,0.052741240217864305,0.052741240217864298,0,0,0.05251363531172016,0.052506248369639873,0.052520271604023644,0.052506248369639873,1.4023234383771233e-05,0.00016896262819621893,0.00022760490614414514,True
E153::Frangieh,Frangieh,frangieh_context_holdout_2_Control,279,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.052987797271511351,0.052987797271511351,0.052987797271511351,0.052987797271511351,0,0,0.053750876928388702,0.053748722548189243,0.053753031308588148,0.053748722548189243,4.3087603989050427e-06,6.8940166382383539e-05,-0.00076307965687735096,True
E153::Frangieh,Frangieh,frangieh_context_holdout_3_IFNγ,279,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.053156129058818044,0.050812991689853593,0.05571813497335066,0.05290751158878499,0.0049051432834970668,0.0080002385275081758,0.053361751778368306,0.053360671048773949,0.053362832507962664,0.053360671048773949,2.1614591887153534e-06,3.458334701927912e-05,-0.00020562271955026218,True
E153::Lara_exvivo,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,69,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.092321694793019049,0.092321694793019049,0.092321694793019049,0.092321694793019049,0,0,0.097309247674227342,0.097309247674227342,0.097309247674227342,0.097309247674227356,0,0,-0.0049875528812082931,True
E153::Lara_exvivo,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,69,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.10487196184552762,0.10487196184552762,0.10487196184552762,0.10487196184552762,0,0,0.10642347172568289,0.10642347172568289,0.10642347172568289,0.10642347172568289,0,0,-0.0015515098801552746,True
E153::Lara_exvivo,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),69,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.10067648682208437,0.10067648682208437,0.10067648682208437,0.10067648682208437,0,0,0.10605678135677449,0.10605678135677449,0.10605678135677449,0.10605678135677449,0,0,-0.0053802945346901193,True
E153::Lara_exvivo,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,69,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.086684181719824629,0.086684181719824629,0.086684181719824629,0.086684181719824629,0,0,0.095250870500070237,0.095250870500070237,0.095250870500070237,0.095250870500070223,0,0,-0.0085666887802456071,True
E153::Lara_exvivo,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,69,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.094325205751059321,0.094325205751059321,0.094325205751059321,0.094325205751059321,0,0,0.098107973244166188,0.098107973244166188,0.098107973244166188,0.098107973244166216,0,0,-0.0037827674931068672,True
E153::Liang,Liang,Liang_context_holdout_1_DM2_1,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.074729170876940143,0.07471024966591501,0.074751044892698668,0.074751044892698668,4.0795226783657546e-05,0.00065272362853878441,0.079932003874627289,0.079908145865269023,0.079955861883985554,0.079955861883985554,4.7716018716531527e-05,0.0007634562994646571,-0.0052028329976871457,True
E153::Liang,Liang,Liang_context_holdout_2_DM2_2,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.077971416456601203,0.077966107992532674,0.077974346449645904,0.077966107992532674,8.2384571132299023e-06,0.00013181531381155354,0.078842534347310186,0.078831114006101363,0.07885395468851901,0.078853954688519023,2.2840682417646363e-05,0.00036545091868238344,-0.00087111789070898338,True
E153::Liang,Liang,Liang_context_holdout_3_DM2_3,68,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.078606812558875971,0.078606812558875971,0.078606812558875971,0.078606812558875971,0,0,0.079556138391132236,0.079552232878069562,0.079560043904194938,0.079552232878069562,7.8110261253760971e-06,0.00012497641800587878,-0.00094932583225626477,True
E153::Liang,Liang,Liang_context_holdout_4_DM2_4,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.082924407465150077,0.080363358197219459,0.08545436110521322,0.082603283977491407,0.0050910029079937608,0.0097202349689266693,0.078909833554408004,0.078909833554408004,0.078909833554408004,0.078909833554408004,0,0,0.0040145739107420725,True
E153::Liang,Liang,Liang_context_holdout_5_DM2_5,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.07821770492497454,0.078199361540499113,0.078236048309449982,0.078222658121250593,3.6686768950869308e-05,0.00037274529202395434,0.082222630150887224,0.082222630150887224,0.082222630150887224,0.082222630150887197,0,0,-0.0040049252259126839,True
E153::Liang,Liang,Liang_context_holdout_6_DM2_6,68,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.085736328921987459,0.085736328921987459,0.085736328921987459,0.085736328921987459,0,0,0.087577912126433358,0.087577912126433358,0.087577912126433358,0.087577912126433372,0,0,-0.0018415832044458985,True
E153::Liang,Liang,Liang_context_holdout_7_EM2_1,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.082464268531127621,0.082458457975275387,0.082470079086979856,0.082458457975275387,1.1621111704468445e-05,0.00018593778727148125,0.086117165461181353,0.086117165461181353,0.086117165461181353,0.086117165461181353,0,0,-0.0036528969300537312,True
E153::Liang,Liang,Liang_context_holdout_8_EM2_2,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.082948102207266616,0.08284257044912105,0.083062998356960266,0.082966663244536942,0.00022042790783921573,0.0011530659630615697,0.086236303762141156,0.08622462467293579,0.08624798285134648,0.086224624672935804,2.33581784106901e-05,0.00037373085457047261,-0.0032882015548745397,True
E153::Liang,Liang,Liang_context_holdout_9_EM2_3,68,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,TIE_AWARE_HISTORICAL_DIAGNOSTIC,True,,0.079006666053966501,0.078913477115107905,0.079092703291034697,0.079054124205686846,0.00017922617592679158,0.00068170910220913261,0.079854161402218377,0.079771702429388691,0.079926060204381644,0.07986737720602656,0.00015435777499295256,0.0017944042753039596,-0.00084749534825187545,True
