metric,bootstrap_draws,ci_low_2.5pct,median,ci_high_97.5pct,fraction_above_zero
directional__error_centered_pearson_mean,3000,0.3055663200966462,0.3433706834230337,0.38005111702359123,1.0
delta_directional_minus_magnitude__error_centered_pearson_mean,3000,0.23870165442912097,0.2967690091663324,0.3504083516896396,1.0
delta_directional_minus_safeconf__error_centered_pearson_mean,3000,0.3383560181779956,0.3836678774447802,0.42806063411023243,1.0
directional__error_centered_cosine_mean,3000,0.29661182165587824,0.3337213740131989,0.3696935252257436,1.0
delta_directional_minus_magnitude__error_centered_cosine_mean,3000,0.23884481421881465,0.29673031971258107,0.35005935000717026,1.0
delta_directional_minus_safeconf__error_centered_cosine_mean,3000,0.3238761789837649,0.36820350915771005,0.4128134416530831,1.0
directional__direction_error_rank_target,3000,0.30359880317025434,0.34148955423642324,0.37756580249303795,1.0
delta_directional_minus_magnitude__direction_error_rank_target,3000,0.24187138271467787,0.29976088856904476,0.35359743508601776,1.0
delta_directional_minus_safeconf__direction_error_rank_target,3000,0.3375034584074018,0.3818979071558005,0.4253616559493182,1.0
