model,heldout_dataset,fold_id,endpoint,n_tasks,spearman
hist_leaf7_l2_10,Liang,Liang_context_holdout_9_EM2_3,error_centered_cosine_mean,68,0.3260034681874732
hist_leaf7_l2_10,Liang,Liang_context_holdout_9_EM2_3,direction_error_rank_target,68,0.32489828404096843
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_pearson_mean,51,0.5908227013065869
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_cosine_mean,51,0.5770205472089682
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,direction_error_rank_target,51,0.581650708197517
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_pearson_mean,51,-0.13191239080183065
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_cosine_mean,51,-0.09901348578881833
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,direction_error_rank_target,51,-0.11632643931081717
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_pearson_mean,51,0.3086984120096969
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_cosine_mean,51,0.3060735024808063
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,direction_error_rank_target,51,0.30889708719407133
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_pearson_mean,51,0.603051066298
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_cosine_mean,51,0.6214295930144831
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_4_Neurons_L_5,direction_error_rank_target,51,0.6127345924602955
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_pearson_mean,51,0.09706321562949001
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_cosine_mean,51,0.1424046338396294
hist_leaf7_l2_10,Santinha,Santinha_context_holdout_5_Neurons_L_6,direction_error_rank_target,51,0.12193631864036598
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_pearson_mean,43,0.26021294342856954
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_cosine_mean,43,0.37197009847043927
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_1_D1_nostim,direction_error_rank_target,43,0.2981343078281812
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_pearson_mean,43,0.8707314978183126
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_cosine_mean,43,0.8707314978183126
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_2_D1_stim,direction_error_rank_target,43,0.8708630183232268
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_pearson_mean,43,0.2612503775294473
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_cosine_mean,43,0.26653578979160375
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_3_D2_nostim,direction_error_rank_target,43,0.2709867546812691
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_pearson_mean,43,-0.045456261594672344
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_cosine_mean,43,-0.024993393003050743
hist_leaf7_l2_10,Shifrut,Shifrut_context_holdout_4_D2_stim,direction_error_rank_target,43,-0.022771903907831993
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_pearson_mean,183,0.6727602240336851
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_cosine_mean,183,0.3565558203036173
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,direction_error_rank_target,183,0.5700699182352683
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_pearson_mean,183,0.6681013485733063
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_cosine_mean,183,0.43017428835207855
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,direction_error_rank_target,183,0.5714218815210104
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_pearson_mean,183,-0.31828105605603313
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_cosine_mean,183,-0.2163480610232184
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,direction_error_rank_target,183,-0.2853488230761212
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_pearson_mean,183,0.012100710346660794
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_cosine_mean,183,0.13999187356303586
hist_leaf7_l2_10,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,direction_error_rank_target,183,0.0842869955494185
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,error_centered_pearson_mean,279,0.7138063451746895
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,error_centered_cosine_mean,279,0.7062336159706555
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,direction_error_rank_target,279,0.710318075497672
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,error_centered_pearson_mean,279,-0.6524928479623401
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,error_centered_cosine_mean,279,-0.6534779459749416
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,direction_error_rank_target,279,-0.6530440681374834
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,error_centered_pearson_mean,279,0.6507831444770171
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,error_centered_cosine_mean,279,0.6390682470233253
rf_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,direction_error_rank_target,279,0.6462594242072934
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,error_centered_pearson_mean,69,0.1755405923704013
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,error_centered_cosine_mean,69,0.20920841527192977
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,direction_error_rank_target,69,0.19173713699569261
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,error_centered_pearson_mean,69,0.3970807291547976
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,error_centered_cosine_mean,69,0.3984710422210357
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,direction_error_rank_target,69,0.3971006006345461
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),error_centered_pearson_mean,69,0.7872811840448953
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),error_centered_cosine_mean,69,0.7796124448582205
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),direction_error_rank_target,69,0.7815649691322735
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,error_centered_pearson_mean,69,0.502395633781774
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,error_centered_cosine_mean,69,0.4953191238537104
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,direction_error_rank_target,69,0.49765017491878943
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,error_centered_pearson_mean,69,0.4629831263417603
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,error_centered_cosine_mean,69,0.45844855759120706
rf_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,direction_error_rank_target,69,0.4627328418765627
rf_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,error_centered_pearson_mean,68,0.05309464452082746
rf_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,error_centered_cosine_mean,68,0.05501162840396455
rf_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,direction_error_rank_target,68,0.051975531257583384
rf_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,error_centered_pearson_mean,68,-0.3538556323180979
rf_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,error_centered_cosine_mean,68,-0.3533030104370724
rf_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,direction_error_rank_target,68,-0.3557247584270104
rf_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,error_centered_pearson_mean,68,0.22884297434526255
rf_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,error_centered_cosine_mean,68,0.2278860329120215
rf_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,direction_error_rank_target,68,0.23111309678453942
rf_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,error_centered_pearson_mean,68,0.054001066700514494
rf_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,error_centered_cosine_mean,68,0.06664339093536832
rf_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,direction_error_rank_target,68,0.061328181181348695
rf_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,error_centered_pearson_mean,68,-0.09658241532449609
rf_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,error_centered_cosine_mean,68,-0.08069056770337382
rf_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,direction_error_rank_target,68,-0.08784559640789157
rf_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,error_centered_pearson_mean,68,-0.014773910460568643
rf_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,error_centered_cosine_mean,68,-0.017954804282169674
rf_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,direction_error_rank_target,68,-0.015666140041997255
rf_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,error_centered_pearson_mean,68,0.34393518739181916
rf_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,error_centered_cosine_mean,68,0.35402722736549413
rf_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,direction_error_rank_target,68,0.3491388358848594
rf_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,error_centered_pearson_mean,68,0.4222072697212445
rf_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,error_centered_cosine_mean,68,0.41688857988279554
rf_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,direction_error_rank_target,68,0.4187699076612078
rf_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,error_centered_pearson_mean,68,0.3125948047446746
rf_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,error_centered_cosine_mean,68,0.31080931666942246
rf_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,direction_error_rank_target,68,0.31055760834338475
rf_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_pearson_mean,51,0.6594998682621069
rf_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_cosine_mean,51,0.6530270830073724
rf_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,direction_error_rank_target,51,0.6543190351000028
rf_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_pearson_mean,51,-0.11403609337379556
rf_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_cosine_mean,51,-0.075103564472857
rf_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,direction_error_rank_target,51,-0.0954515640096839
rf_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_pearson_mean,51,0.43936705079033994
rf_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_cosine_mean,51,0.43782541201563696
rf_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,direction_error_rank_target,51,0.4440370487882355
rf_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_pearson_mean,51,0.6047164563707711
rf_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_cosine_mean,51,0.6287059565112283
rf_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,direction_error_rank_target,51,0.6188126846828709
rf_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_pearson_mean,51,0.005711186062195255
rf_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_cosine_mean,51,0.0687608671138905
rf_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,direction_error_rank_target,51,0.03928551405074584
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_pearson_mean,43,0.27905748016302834
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_cosine_mean,43,0.38864135126358434
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,direction_error_rank_target,43,0.32038981733792066
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_pearson_mean,43,0.858722094548692
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_cosine_mean,43,0.8569778034443362
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,direction_error_rank_target,43,0.8579795237950776
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_pearson_mean,43,0.23936854943779917
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_cosine_mean,43,0.24019942796219665
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,direction_error_rank_target,43,0.24506063396394773
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_pearson_mean,43,-0.05944782776894723
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_cosine_mean,43,-0.04449144924512061
rf_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,direction_error_rank_target,43,-0.040687571299469656
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_pearson_mean,183,0.6898047784626314
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_cosine_mean,183,0.3811352320403579
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,direction_error_rank_target,183,0.5929200095899322
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_pearson_mean,183,0.6803290399109528
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_cosine_mean,183,0.437852711773071
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,direction_error_rank_target,183,0.5816070820551862
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_pearson_mean,183,-0.37929707097528104
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_cosine_mean,183,-0.2800800483835555
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,direction_error_rank_target,183,-0.34919036302826495
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_pearson_mean,183,0.055206403327889536
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_cosine_mean,183,0.18365142766666004
rf_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,direction_error_rank_target,183,0.13009933668131685
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,error_centered_pearson_mean,279,0.6970094951178489
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,error_centered_cosine_mean,279,0.6931631565897742
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_1_Co-culture,direction_error_rank_target,279,0.6950744947538541
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,error_centered_pearson_mean,279,0.6439234286791573
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,error_centered_cosine_mean,279,0.6407092113986848
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_2_Control,direction_error_rank_target,279,0.6424095932612753
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,error_centered_pearson_mean,279,0.5874186404591183
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,error_centered_cosine_mean,279,0.5722229102901356
extra_depth3_leaf30,Frangieh,frangieh_context_holdout_3_IFNγ,direction_error_rank_target,279,0.5808105142077788
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,error_centered_pearson_mean,69,0.16221550894061887
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,error_centered_cosine_mean,69,0.20371504941647173
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,direction_error_rank_target,69,0.18153157463526484
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,error_centered_pearson_mean,69,0.4613670697408519
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,error_centered_cosine_mean,69,0.46890078749810415
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,direction_error_rank_target,69,0.4651404903522631
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),error_centered_pearson_mean,69,0.762654924077377
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),error_centered_cosine_mean,69,0.7510793200265202
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),direction_error_rank_target,69,0.754837727357165
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,error_centered_pearson_mean,69,0.5033185723979821
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,error_centered_cosine_mean,69,0.48997182686234597
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,direction_error_rank_target,69,0.49620586876449224
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,error_centered_pearson_mean,69,0.39606496706005445
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,error_centered_cosine_mean,69,0.3793146318725107
extra_depth3_leaf30,Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,direction_error_rank_target,69,0.38959059863825274
extra_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,error_centered_pearson_mean,68,0.010653170614006731
extra_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,error_centered_cosine_mean,68,0.011294927879910752
extra_depth3_leaf30,Liang,Liang_context_holdout_1_DM2_1,direction_error_rank_target,68,0.007124049555150864
extra_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,error_centered_pearson_mean,68,-0.13291747238212734
extra_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,error_centered_cosine_mean,68,-0.12863926449681196
extra_depth3_leaf30,Liang,Liang_context_holdout_2_DM2_2,direction_error_rank_target,68,-0.13317055862575908
extra_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,error_centered_pearson_mean,68,0.05988448055123588
extra_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,error_centered_cosine_mean,68,0.055671309549869756
extra_depth3_leaf30,Liang,Liang_context_holdout_3_DM2_3,direction_error_rank_target,68,0.05953814618298299
extra_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,error_centered_pearson_mean,68,-0.059680479744149376
extra_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,error_centered_cosine_mean,68,-0.03628726440944428
extra_depth3_leaf30,Liang,Liang_context_holdout_4_DM2_4,direction_error_rank_target,68,-0.04767548267674518
extra_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,error_centered_pearson_mean,68,-0.13705732622269162
extra_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,error_centered_cosine_mean,68,-0.12038166394577314
extra_depth3_leaf30,Liang,Liang_context_holdout_5_DM2_5,direction_error_rank_target,68,-0.12848899493818672
extra_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,error_centered_pearson_mean,68,-0.1109967555551145
extra_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,error_centered_cosine_mean,68,-0.11126477117735865
extra_depth3_leaf30,Liang,Liang_context_holdout_6_DM2_6,direction_error_rank_target,68,-0.11059360368416653
extra_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,error_centered_pearson_mean,68,0.5173576093426664
extra_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,error_centered_cosine_mean,68,0.5198933935479774
extra_depth3_leaf30,Liang,Liang_context_holdout_7_EM2_1,direction_error_rank_target,68,0.5215419153739055
extra_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,error_centered_pearson_mean,68,0.4991220277996757
extra_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,error_centered_cosine_mean,68,0.48908254913070687
extra_depth3_leaf30,Liang,Liang_context_holdout_8_EM2_2,direction_error_rank_target,68,0.4946937708191204
extra_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,error_centered_pearson_mean,68,0.4089821602870854
extra_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,error_centered_cosine_mean,68,0.41436652999476303
extra_depth3_leaf30,Liang,Liang_context_holdout_9_EM2_3,direction_error_rank_target,68,0.40990837568409655
extra_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_pearson_mean,51,0.6821000400946142
extra_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,error_centered_cosine_mean,51,0.6702874125009114
extra_depth3_leaf30,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,direction_error_rank_target,51,0.6744849618182085
extra_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_pearson_mean,51,-0.15201502691093774
extra_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,error_centered_cosine_mean,51,-0.11644378214999783
extra_depth3_leaf30,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,direction_error_rank_target,51,-0.13792635208219628
extra_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_pearson_mean,51,0.38566872465258656
extra_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,error_centered_cosine_mean,51,0.39526517648666504
extra_depth3_leaf30,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,direction_error_rank_target,51,0.3945307258976145
extra_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_pearson_mean,51,0.5631957184267914
extra_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,error_centered_cosine_mean,51,0.5902454242916985
extra_depth3_leaf30,Santinha,Santinha_context_holdout_4_Neurons_L_5,direction_error_rank_target,51,0.578164405710877
extra_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_pearson_mean,51,0.0325402630084879
extra_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,error_centered_cosine_mean,51,0.09916169284480714
extra_depth3_leaf30,Santinha,Santinha_context_holdout_5_Neurons_L_6,direction_error_rank_target,51,0.06645668808734846
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_pearson_mean,43,0.20539928393048434
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,error_centered_cosine_mean,43,0.34147630953443026
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_1_D1_nostim,direction_error_rank_target,43,0.26192544939596885
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_pearson_mean,43,0.8408725363645921
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,error_centered_cosine_mean,43,0.8385296414672972
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_2_D1_stim,direction_error_rank_target,43,0.8398279224018907
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_pearson_mean,43,0.1382279726952264
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,error_centered_cosine_mean,43,0.14948259998024754
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_3_D2_nostim,direction_error_rank_target,43,0.15110876150081562
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_pearson_mean,43,-0.16589896596418086
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,error_centered_cosine_mean,43,-0.1259533341958369
extra_depth3_leaf30,Shifrut,Shifrut_context_holdout_4_D2_stim,direction_error_rank_target,43,-0.13705200591783842
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_pearson_mean,183,0.7060822063849519
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,error_centered_cosine_mean,183,0.40318796912108723
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,direction_error_rank_target,183,0.6149991435176927
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_pearson_mean,183,0.6878495628741143
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,error_centered_cosine_mean,183,0.4254368267311998
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,direction_error_rank_target,183,0.578390153868782
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_pearson_mean,183,-0.3282640543434975
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,error_centered_cosine_mean,183,-0.23264170004449114
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,direction_error_rank_target,183,-0.29862803471936283
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_pearson_mean,183,0.03166152783926382
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,error_centered_cosine_mean,183,0.14734091237399793
extra_depth3_leaf30,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,direction_error_rank_target,183,0.0986015209042982
