study,outcome,n_tasks,median_error,mean_upper,median_upper,mean_width_above_lower,median_width_above_lower,mean_width_over_median_error
E176 四供体,ensemble_rmse,1920,0.0950910291141164,0.2025879286379367,0.2203153468831243,0.2025879286379367,0.2203153468831243,2.130463099677004
E176 四供体,pair_mean_rmse,1920,0.0963199977585186,0.20288570220712127,0.22273978958785895,0.18790319328781027,0.1928914071729706,1.9508222348478201
E177 独立研究,ensemble_rmse,400,0.2161285738795562,0.5010886158386357,0.5004733409278208,0.5010886158386357,0.5004733409278208,2.3184746322246204
E177 独立研究,pair_mean_rmse,400,0.21684602901810185,0.5016833974851341,0.500847216291544,0.4832274862390058,0.4839047627208801,2.2284359479724065
