estimand,analysis,effect,removed_dataset,k,pooled_z,se_mkh,ci95_low_z,ci95_high_z,tau2_reml,Q,I2_percent,prediction_low_z,prediction_high_z,pooled_rho_equivalent,prediction_low_rho_equivalent,prediction_high_rho_equivalent
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Frangieh,7,0.14443068273901283,0.03482210091332226,0.059224071332438205,0.22963729414558745,0.004473240652535707,13.817934059528008,56.57816881921821,-0.049402427067179955,0.3382637925452056,0.14343470704977557,-0.04936227574617154,0.3259265005170434
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Lara_exvivo,7,0.12512940035124337,0.029832321857915876,0.05213233844993763,0.1981264622525491,0.0027325977446059496,10.539821070540098,43.07303738987916,-0.02958813486043471,0.27984693556292145,0.12448039906793104,-0.02957950349590745,0.2727634100173803
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Liang,7,0.1401080808217679,0.03257743364253212,0.06039397236196693,0.21982218928156888,0.004067067430003733,13.950626640060104,56.991179286738124,-0.04397782676281303,0.32419398840634883,0.139198436098255,-0.04394949691822849,0.3132942100871445
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Nadig_two_cellline,7,0.1618909944722263,0.021062133176361537,0.11035381119259342,0.21342817775185918,0.0,3.7896483009342004,0.0,0.10774905750931833,0.21603293143513425,0.16049134861571945,0.1073340010989259,0.21273373872227944
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Replogle_two_cellline,7,0.12855552697061295,0.031365146688716095,0.051807777825092854,0.20530327611613305,0.003302931257609194,11.738320789846084,48.88536352499296,-0.039747980370082064,0.296859034311308,0.1278519854631699,-0.039727060953088,0.2884355756182231
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Santinha,7,0.1370949760242738,0.030732750704820296,0.06189464410636483,0.2122953079421828,0.003631171531774275,13.712954399116171,56.245752553609364,-0.036788754105356175,0.3109787061539038,0.13624248299703295,-0.03677216629967532,0.3013272008769436
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Shifrut,7,0.1418983668518508,0.03234032248543526,0.06276444849238885,0.22103228521131277,0.0040163591352392015,13.940374873361861,56.9595505536571,-0.04099732211920504,0.32479405582290666,0.14095359391060894,-0.04097436838571281,0.31383527714502624
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_disagreement,Tian_CRISPRi,7,0.13802171848179118,0.03475014871420639,0.05299116776394912,0.22305226919963322,0.004462529929274761,13.693407161349938,56.18329368796407,-0.055543311625352226,0.33158674858893455,0.1371519081620038,-0.05548626388281607,0.3199458197132618
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,Frangieh,7,0.05230953351680442,0.05913614927656078,-0.0923914109790907,0.19701047801269955,0.018678856526510315,28.94318097032751,79.26972848578328,-0.33049093440090543,0.4351100014345142,0.05226187437574547,-0.3189618343109538,0.40958294791348643
fold_macro_perturbation_cluster,safeconf_minus_comparator,safeconf_minus_magnitude,Lara_exvivo,7,0.030885660597161958,0.04670846178013734,-0.0834058280814084,0.1451771492757323,0.009999257278772305,18.527242869244954,67.61525693626037,-0.25282247843155303,0.31459379962587697,0.03087584348510918,-0.24756999419291126,0.3046104599531372
