level,group_id,n_bootstrap_requested,n_bootstrap_valid,aligned_rho_bootstrap_mean,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_control_magnitude_bootstrap_mean,partial_rho_control_magnitude_ci_low,partial_rho_control_magnitude_ci_high,rc80_improvement_pct_bootstrap_mean,rc80_improvement_pct_ci_low,rc80_improvement_pct_ci_high,excess_aurc_bootstrap_mean,excess_aurc_ci_low,excess_aurc_ci_high,aurc_reduction_vs_random_pct_bootstrap_mean,aurc_reduction_vs_random_pct_ci_low,aurc_reduction_vs_random_pct_ci_high
overall,overall,1000,1000,0.4049154134690418,0.3878565333752936,0.42221967669240773,0.47010849812300287,0.45737159388187226,0.4816416506382205,4.408155861198186,4.081619868378655,4.732019693404066,0.05069667120684546,0.049160581002778356,0.052178367356363206,5.823291412177786,5.456001413070218,6.177116559974812
predictor,V0DrugMeanAcrossDose,1000,1000,0.3327154648397969,0.3130884845951712,0.35356020084701256,0.32004830800385003,0.3023352406367301,0.33597977161860887,4.339495855610666,3.914768301299902,4.76794440284688,0.05255995127617625,0.05077920390289999,0.05428189238182462,5.789736164741731,5.330939864394607,6.2134100012422016
predictor,V0ExactDoseMean,1000,1000,0.4716610989462732,0.4541615671847047,0.4894888059163293,0.6105390598524305,0.59625342893355,0.624906775860032,4.03970559164778,3.732626369133628,4.353077265414404,0.047166022772969454,0.045616565516820605,0.04876839882659832,5.967929745283061,5.640978099311292,6.31982169031072
