panel,system,arm,score_name,outcome_name,normalized_aurc,coverage,n_retained,selective_error,normalized_selective_error
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.7,17,0.24959298963721707,1.0679625153942012
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.75,19,0.23371421032859527,1.0000201380202474
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.8,20,0.23174415503684762,0.9915906336183066
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.85,21,0.24286380391342619,1.0391695668319036
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.9,22,0.23933232214995684,1.024059005623172
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,0.95,23,0.23271791833268374,0.995757187736398
P1,PRESCRIBE,paper_effect_pearson_primary,predicted_magnitude,one_minus_pearson_effect_accuracy,1.0029308211560908,1.0,25,0.2337095038818741,1.0
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.5,12,0.06152966866890586,1.1296086964047927
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.55,14,0.05601055467767372,1.0282845824315319
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.6,15,0.05653486028313634,1.0379101855644097
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.65,16,0.054271135595627094,0.9963509971501722
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.7,17,0.053715337834813984,0.986147236953848
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.75,19,0.05203807755912602,0.9553548105595727
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.8,20,0.05239007873460647,0.9618171172413633
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.85,21,0.05138804382156755,0.9434209942594433
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.9,22,0.05118707525120537,0.9397314596057342
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,0.95,23,0.05260667391121385,0.9657935370789476
P1,PRESCRIBE,rmse_sensitivity,predicted_magnitude,rmse_mean_profile,0.9879615269047419,1.0,25,0.05446989640283084,0.9999999999999999
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.5,12,0.047410124136755834,0.8703913035952072
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.55,14,0.04739076670791419,0.8700359251179198
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.6,15,0.053204373766978556,0.9767665679682379
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.65,16,0.052124995272606583,0.9569505123916042
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.7,17,0.053157137597308404,0.9758993702537275
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.75,19,0.05196887921345858,0.9540844144281815
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.8,20,0.05493494831025597,1.0085377784452874
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.85,21,0.05543427985338935,1.017704888649437
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.9,22,0.05560407093302767,1.0208220430934742
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,0.95,23,0.05419367543705129,0.9949289243413136
P1,PRESCRIBE,rmse_sensitivity,risk_aleatoric,rmse_mean_profile,0.9710926076486787,1.0,25,0.05446989640283084,0.9999999999999999
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.5,12,0.047410124136755834,0.8703913035952072
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.55,14,0.055227698359106236,1.0139123076473486
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.6,15,0.056498188649614624,1.0372369396810228
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.65,16,0.054233563831076,0.9956612259732044
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.7,17,0.05315713759730841,0.9758993702537276
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.75,19,0.05674583347220166,1.0417833926567286
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.8,20,0.05493494831025597,1.0085377784452874
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.85,21,0.05543427985338935,1.017704888649437
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.9,22,0.055679220706224414,1.0222017000812713
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,0.95,23,0.05583097996271172,1.0249878125307053
P1,PRESCRIBE,rmse_sensitivity,risk_combined,rmse_mean_profile,1.0073121067716337,1.0,25,0.05446989640283084,0.9999999999999999
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.5,12,0.047410124136755834,0.8703913035952072
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.55,14,0.055227698359106236,1.0139123076473486
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.6,15,0.056498188649614624,1.0372369396810228
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.65,16,0.054233563831076,0.9956612259732044
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.7,17,0.05315713759730841,0.9758993702537276
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.75,19,0.056745833472201676,1.0417833926567288
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.8,20,0.054934948310255985,1.0085377784452876
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.85,21,0.055434279853389355,1.0177048886494373
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.9,22,0.05567922070622442,1.0222017000812713
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,0.95,23,0.05583097996271173,1.0249878125307055
P1,PRESCRIBE,rmse_sensitivity,risk_epistemic,rmse_mean_profile,1.0073121067716337,1.0,25,0.05446989640283084,0.9999999999999999
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.5,12,0.047725539916281236,0.8867809076280335
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.55,14,0.04693591336899712,0.8721089783525111
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.6,15,0.04779834802532689,0.8881337438900316
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.65,16,0.04855133087838324,0.902124802326101
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.7,17,0.047621305617079945,0.8848441461662704
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.75,19,0.04801050072551583,0.8920757205415123
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.8,20,0.048006150114615925,0.8919948825103591
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.85,21,0.04898533061248254,0.9101888845510485
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.9,22,0.05152339950664466,0.9573483518202653
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,0.95,23,0.052043370016281384,0.9670098437862926
P2,GEARS-UQ,same_prediction_family_rms,native_logvar_mean,family_rms_error,0.9109219807758409,1.0,25,0.05381886270413488,1.0000000000000002
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.5,12,0.0431677598169041,0.8020934974827618
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.55,14,0.047633522523568075,0.8850711466243679
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.6,15,0.049029217059984524,0.9110043318737325
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.65,16,0.050190024107610545,0.9325731088656856
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.7,17,0.0501021423491654,0.9309401914454816
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.75,19,0.051607312532558944,0.9589075268324835
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.8,20,0.05142312133130689,0.9554850984867818
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.85,21,0.05112582647296375,0.9499611085062151
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.9,22,0.051687503507296735,0.9603975429849733
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,0.95,23,0.052043370016281384,0.9670098437862926
P2,GEARS-UQ,same_prediction_family_rms,predicted_magnitude,family_rms_error,0.9352396648147394,1.0,25,0.053818862704134864,1.0
P2,GEARS-UQ,same_prediction_family_rms,seed_disagreement,family_rms_error,0.9914057759542093,0.5,12,0.05148661868647627,0.9566649330648266
P2,GEARS-UQ,same_prediction_family_rms,seed_disagreement,family_rms_error,0.9914057759542093,0.55,14,0.05350122233732304,0.9940979732597095
P2,GEARS-UQ,same_prediction_family_rms,seed_disagreement,family_rms_error,0.9914057759542093,0.6,15,0.05392596972909775,1.0019901391367503
P2,GEARS-UQ,same_prediction_family_rms,seed_disagreement,family_rms_error,0.9914057759542093,0.65,16,0.053078281428999785,0.9862393733734887
