culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00056170793895792535,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00010016523902103017,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00059660880539486353,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.079890728326245469,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.074640514071851294,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.10391454366171023,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00026740486199141152,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.043187329405239588,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00068268156433505273,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00022024666169152856,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00069554058028291419,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.079919390553412836,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.074584776488719015,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.10401187783690602,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00029905240916382165,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.043179508606657251,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00075462045659752748,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0002505336485495076,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00058660417648669192,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.079826077536840914,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.074597790106729747,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.10398610302874713,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.0003116407544600814,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.043187419826244779,True
