seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,2,0.0084267534936467801,129,,
3407,GEARS,1,0.0087549142849942044,,882,4581
3408,scGPT,2,0.0084076132625341415,129,,
3408,GEARS,1,0.0087108052335679535,,882,4581
3409,scGPT,7,0.0084108903693656135,129,,
3409,GEARS,1,0.008756863403444488,,882,4581
