target,history_mode,fraction,seed,k_sources,scope,method,budget,spearman,n_tasks,coverage,utility,capture,remaining_relative_error
K562,fraction,0.25,11,2,primary,m_plus_history,0.1,0.9104050418301979,566,0.9522968197879859,0.9520303647919905,0.17469958237978725,0.9177210930708063
K562,fraction,0.25,11,2,primary,m_plus_history,0.2,0.9104050418301979,566,0.9522968197879859,0.9455961050127936,0.3104362881368143,0.8634802232623077
K562,fraction,0.25,11,2,primary,m_plus_history,0.3,0.9104050418301979,566,0.9522968197879859,0.9414045608719409,0.42981635719269606,0.8149594490629648
K562,fraction,0.25,11,2,all,magnitude,0.1,0.900131032822169,580,0.9517241379310345,0.9609857583039885,0.17872579205105382,0.9125268977210513
K562,fraction,0.25,11,2,all,magnitude,0.2,0.900131032822169,580,0.9517241379310345,0.9330814158108366,0.311050208148966,0.8611872398137925
K562,fraction,0.25,11,2,all,magnitude,0.3,0.900131032822169,580,0.9517241379310345,0.9314668231235753,0.4314812090480798,0.8121697013598861
K562,fraction,0.25,11,2,all,disagreement,0.1,0.5355092797746026,580,0.9517241379310345,0.4508587715970891,0.13693521323332467,0.9589608741851948
K562,fraction,0.25,11,2,all,disagreement,0.2,0.5355092797746026,580,0.9517241379310345,0.4826523495050408,0.25744262287074454,0.9281967214115693
K562,fraction,0.25,11,2,all,disagreement,0.3,0.5355092797746026,580,0.9517241379310345,0.515330005529611,0.37274141225832785,0.8960836967738174
K562,fraction,0.25,11,2,all,history_risk,0.1,0.5190176566804752,580,0.9517241379310345,0.5523118010103819,0.14524643952104432,0.9497261783099508
K562,fraction,0.25,11,2,all,history_risk,0.2,0.5190176566804752,580,0.9517241379310345,0.5999625392029275,0.27140423518366835,0.9107447060204146
K562,fraction,0.25,11,2,all,history_risk,0.3,0.5190176566804752,580,0.9517241379310345,0.6076505188793547,0.3857729152746766,0.8774672638933191
K562,fraction,0.25,11,2,all,m_plus_d,0.1,0.9083987667838475,580,0.9517241379310345,0.9134062892328929,0.17482799090715204,0.9168577878809423
K562,fraction,0.25,11,2,all,m_plus_d,0.2,0.9083987667838475,580,0.9517241379310345,0.9192296462476254,0.3094016468689308,0.8632479414138364
K562,fraction,0.25,11,2,all,m_plus_d,0.3,0.9083987667838475,580,0.9517241379310345,0.9334980490641323,0.43176792676671916,0.8117601046189726
K562,fraction,0.25,11,2,all,m_plus_history,0.1,0.9117427351664653,580,0.9517241379310345,0.9520773117829009,0.17799599506680422,0.9133377832591065
K562,fraction,0.25,11,2,all,m_plus_history,0.2,0.9117427351664653,580,0.9517241379310345,0.9432905473562618,0.3122652427257231,0.8596684465928462
K562,fraction,0.25,11,2,all,m_plus_history,0.3,0.9117427351664653,580,0.9517241379310345,0.9408334066199914,0.43280334923835384,0.8102809296594946
K562,fraction,0.25,11,3,primary,magnitude,0.1,0.8992579621117099,566,1.0,0.9485480829802301,0.17442893552854094,0.9180220481156106
K562,fraction,0.25,11,3,primary,magnitude,0.2,0.8992579621117099,566,1.0,0.9337696931035814,0.309072757502704,0.8651876532156406
K562,fraction,0.25,11,3,primary,magnitude,0.3,0.8992579621117099,566,1.0,0.9284130420476459,0.4280297491015706,0.8175130353750278
K562,fraction,0.25,11,3,primary,disagreement,0.1,0.5338684397879495,566,1.0,0.4711404345877028,0.13732427720882315,0.9592818449897959
K562,fraction,0.25,11,3,primary,disagreement,0.2,0.5338684397879495,566,1.0,0.46874366260095063,0.25545740543170825,0.9323254613399407
K562,fraction,0.25,11,3,primary,disagreement,0.3,0.5338684397879495,566,1.0,0.5270583998901305,0.3728350131521123,0.8964024812017787
