panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H03,5,scGPT,3407,5,0.01660129496746737,129.0,scGPT_seed3407,840,840,0.015538973733782768,True,0,,
H03,5,GEARS,3407,2,0.016823871243421152,,GEARS_seed3407,840,820,0.1248597800731659,True,0,1454.0,4877.0
H03,5,scGPT,3408,3,0.016670833503746468,129.0,scGPT_seed3408,840,840,0.01796586625277996,True,0,,
H03,5,GEARS,3408,2,0.0167556078294697,,GEARS_seed3408,840,817,0.10846242308616638,True,0,1454.0,4877.0
H03,5,scGPT,3409,2,0.016608572099357843,129.0,scGPT_seed3409,840,840,0.01526124868541956,True,0,,
H03,5,GEARS,3409,2,0.016834205664370373,,GEARS_seed3409,840,807,0.12617765367031097,True,0,1454.0,4877.0
