source_fraction,repeat_seed,source_n_tasks_used,n_target_tasks,spearman_vs_error,top20_error_enrichment,top20_k,mean_error_combined_rmse,mean_source_support,shared_perturbation_tasks,pair_group,source_dataset,target_dataset,directional_pair,n_common_genes,source_n_tasks_full,target_n_tasks_full
0.5,4,14,24,0.0836873714129612,1.277619191315037,5,0.11618228167243905,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.5,5,14,24,0.21173362275519694,1.2661654660302395,5,0.12137854953525933,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.5,6,14,24,0.1403935684359513,1.2770997862218707,5,0.11805884944953265,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.5,7,14,24,-0.053962348779942194,0.6160531724969747,5,0.11402939261279808,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,0,20,24,0.12713163526121976,1.2739136578355268,5,0.11881544271387016,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,1,20,24,0.10883931364090037,1.2991680494909368,5,0.11352742230445952,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,2,20,24,0.25654981072497945,1.261987479235029,5,0.12380761489747105,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,3,20,24,0.09877853674972469,1.2702936452284308,5,0.1191971967431444,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,4,20,24,0.16691743478541443,1.268359994095399,5,0.12038043804988514,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,5,20,24,0.180179367960146,1.269765394276889,5,0.12043265479661786,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,6,20,24,-0.053962348779942194,0.6260729122155291,5,0.11610392869858795,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.75,7,20,24,0.12713163526121976,1.269466803736165,5,0.1196359071832254,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
1.0,0,27,24,0.15365550161068287,1.2801813877637738,5,0.11768437055384844,0.0,0,hard_chemical_mixed,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,566,27,24
0.25,0,7,10,-0.7607934677334125,0.653258472520636,2,0.10396170999349075,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,1,7,10,-0.717845449393623,0.6602305892926926,2,0.10381368224197014,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,2,7,10,-0.717845449393623,0.6559583114713966,2,0.10717784886059596,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,3,7,10,-0.6442202750968412,0.7761364146949302,2,0.12535852772568346,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,4,7,10,-0.717845449393623,0.6979936142426523,2,0.10724750981476339,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,5,7,10,-0.717845449393623,0.6660211227846764,2,0.10277230371265796,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,6,7,10,-0.717845449393623,0.7226726053810371,2,0.11247120283232866,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.25,7,7,10,-0.6442202750968412,0.7403327624892747,2,0.11919923454728525,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,0,14,10,-0.717845449393623,0.6808963946594647,2,0.10833763388823132,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,1,14,10,-0.717845449393623,0.6413151145206487,2,0.10178070577531453,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,2,14,10,-0.717845449393623,0.6586876664965728,2,0.10359952712650022,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,3,14,10,-0.6442202750968412,0.7173996980385637,2,0.11397532456746122,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,4,14,10,-0.717845449393623,0.6597211938773985,2,0.10295572167158278,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,5,14,10,-0.717845449393623,0.7185166822885664,2,0.11125335459118169,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,6,14,10,-0.717845449393623,0.6798727739769876,2,0.10723301836590482,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.5,7,14,10,-0.717845449393623,0.6437648983409773,2,0.1022374021860764,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,0,20,10,-0.717845449393623,0.680012656010682,2,0.10677725788835242,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,1,20,10,-0.717845449393623,0.6498407422041947,2,0.10216535600548948,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,2,20,10,-0.717845449393623,0.7185754404409262,2,0.11298716688017992,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,3,20,10,-0.717845449393623,0.6871080316926828,2,0.107240536646807,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,4,20,10,-0.717845449393623,0.6950459946264745,2,0.10912903119194521,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,5,20,10,-0.717845449393623,0.6982032870445827,2,0.1092760956172609,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,6,20,10,-0.717845449393623,0.6622824096124235,2,0.10421430985567208,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
0.75,7,20,10,-0.717845449393623,0.6854054630232687,2,0.10753030527773526,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
1.0,0,27,10,-0.717845449393623,0.6801137625549276,2,0.10636048617935581,0.0,0,hard_chemical_boundary,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,453,27,10
