dataset_name,dataset_family,score_name,variant_kind,variant_description,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_ci_low,partial_rho_ci_high,n_bootstrap,interpretation_note
Frangieh,gene_main,loo_no_support_confidence,leave_one_out,remove support_count,1266,0.5360260076018827,-0.17261545144494592,0.7973336548301498,0.06490516274669315,3.528211992586771,0.05611442497642327,0.4945906619684367,0.5793401243334122,0.004357047891290017,0.12157623310098929,200,
Frangieh,gene_main,single_context_similarity_confidence,single_feature,context_similarity only,1266,0.2117626583164111,-0.3701249974790302,0.7973336548301498,-0.2597294237127362,1.0638699562439156,0.05611442497642327,0.16200942036071833,0.2606523993352062,-0.3053974955932487,-0.2120843807772965,200,
Frangieh,gene_main,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,1266,0.5978203359678955,0.2784798885879454,0.7973336548301498,0.5019014701169817,11.35358408874343,0.05611442497642327,0.5609508131109461,0.6393911108765373,0.45636780377903474,0.5405258123851828,200,
Frangieh,gene_main,single_support_count_confidence,single_feature,support_count only,1266,0.36903887380035855,0.6404268365996503,0.7973336548301498,0.606827762402012,1.575321002800909,0.05611442497642327,0.3170999938117599,0.42662981280242196,0.56822240959444,0.6372730656327176,200,
LaraAstiasoHuntly2023_exvivo,gene_main,protocol_full_confidence,full,full frozen v0.2 formula,662,0.56145999292136,0.15459431273607951,0.5127229698351297,0.4301180557525983,56.11989640564583,1.23504217944862,0.5107831604590977,0.6243518710250157,0.36368770338095924,0.48917536646497434,200,
LaraAstiasoHuntly2023_exvivo,gene_main,loo_no_context_confidence,leave_one_out,remove context_similarity,662,0.17184557151166988,0.22102790632340072,0.5127229698351297,0.22416107032480745,3.5781578751152376,1.23504217944862,0.09591513557321259,0.25184319743439765,0.15605266245303132,0.2882764660987594,200,
LaraAstiasoHuntly2023_exvivo,gene_main,loo_no_disagreement_confidence,leave_one_out,remove model_disagreement,662,0.41350244680158355,-0.02750132886226533,0.5127229698351297,0.2166279081359108,49.32262728888642,1.23504217944862,0.3309013168256161,0.4856102860952203,0.1532183951652754,0.2879227602560955,200,
LaraAstiasoHuntly2023_exvivo,gene_main,loo_no_support_confidence,leave_one_out,remove support_count,662,0.6467616337596913,0.2519616429275078,0.5127229698351297,0.5427171397087672,54.77311609006311,1.23504217944862,0.603605002831238,0.6929334352564961,0.4884623158194105,0.5981998299318959,200,
LaraAstiasoHuntly2023_exvivo,gene_main,single_context_similarity_confidence,single_feature,context_similarity only,662,0.4277466060451093,-0.05709549359980198,0.5127229698351297,0.19651426335379893,49.24840222694158,1.23504217944862,0.36023466167548157,0.4857770373883623,0.12331423395903988,0.2633522445059831,200,
LaraAstiasoHuntly2023_exvivo,gene_main,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,662,0.26607727182322144,0.4018950317850516,0.5127229698351297,0.3804095689820551,-1.7311105754777076,1.23504217944862,0.19456380650650265,0.336514934679163,0.3160320938301298,0.4310134403151073,200,
LaraAstiasoHuntly2023_exvivo,gene_main,single_support_count_confidence,single_feature,support_count only,662,0.06759796944685037,0.019809379008148643,0.5127229698351297,0.04936355268740156,5.6346961755230875,1.23504217944862,-0.013320449175561381,0.14270579604465192,-0.029797178335507137,0.11979676097948586,200,
LaraAstiasoHuntly2023_invivo,gene_main,protocol_full_confidence,full,full frozen v0.2 formula,780,0.4125607962236096,0.18463996368826918,0.6394552984193019,0.3577644552525397,12.826016448597693,4.889280440571608,0.3539528829758004,0.4794313025837849,0.2841599327903854,0.40705534838459956,200,
LaraAstiasoHuntly2023_invivo,gene_main,loo_no_context_confidence,leave_one_out,remove context_similarity,780,0.4993877358079286,0.06446675961806976,0.6394552984193019,0.3572803718047591,20.1419717753244,4.889280440571608,0.45027583486770295,0.5487825545783945,0.2963501281630074,0.41880573620712436,200,
LaraAstiasoHuntly2023_invivo,gene_main,loo_no_disagreement_confidence,leave_one_out,remove model_disagreement,780,0.1296151427641971,0.26807378315314256,0.6394552984193019,0.22078447336619933,-0.46443106546722024,4.889280440571608,0.06294593009694556,0.1905431465451939,0.16042874441268187,0.2783567629002501,200,
LaraAstiasoHuntly2023_invivo,gene_main,loo_no_support_confidence,leave_one_out,remove support_count,780,0.3261821212695234,0.19631841151483,0.6394552984193019,0.31116690041037187,14.10121170366087,4.889280440571608,0.2608334706135739,0.3997655369528576,0.2474217913525533,0.3620921557338813,200,
LaraAstiasoHuntly2023_invivo,gene_main,single_context_similarity_confidence,single_feature,context_similarity only,780,-0.19458449097204694,0.3066125223165771,0.6394552984193019,0.07698578649047112,-0.24400017208921157,4.889280440571608,-0.2609023915407233,-0.11519775150202556,0.022381747354268112,0.1456415675377044,200,
LaraAstiasoHuntly2023_invivo,gene_main,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,780,0.46601577809708367,0.08241974898141698,0.6394552984193019,0.34175125335948736,21.836138241906742,4.889280440571608,0.4177861039998397,0.5209953690837313,0.27710981200862583,0.4022293114493102,200,
LaraAstiasoHuntly2023_invivo,gene_main,single_support_count_confidence,single_feature,support_count only,780,0.24177234285061863,0.06728814831958212,0.6394552984193019,0.17399725320079226,13.687541437992477,4.889280440571608,0.18058196891005382,0.3078484081499296,0.09838694095792529,0.22634536810439843,200,
McFarlandTsherniak2020,chem_robust,protocol_full_confidence,full,full frozen v0.2 formula,2326,-0.08593379956770722,-0.11575848926018104,0.7954459780613539,-0.060923907709103685,3.9664157723553264,1.5409755797887161,-0.13359161975363792,-0.035714694695499025,-0.10524309667318574,-0.01852703769799651,200,
McFarlandTsherniak2020,chem_robust,loo_no_context_confidence,leave_one_out,remove context_similarity,2326,-0.08593379956770722,-0.11575848926018104,0.7954459780613539,-0.060923907709103685,3.9664157723553264,1.5409755797887161,-0.12732122045818026,-0.03998399668220428,-0.10045776518557886,-0.021724516215780178,200,not_applicable_same_as_full_for_chem_robust
McFarlandTsherniak2020,chem_robust,loo_no_disagreement_confidence,leave_one_out,remove model_disagreement,2326,-0.15802504954772298,-0.07931789022764457,0.7954459780613539,-0.09070988410951326,-1.6277212453100407,1.5409755797887161,-0.19486747725531506,-0.1213339539275353,-0.1337850390642778,-0.06355271452624171,200,
McFarlandTsherniak2020,chem_robust,loo_no_support_confidence,leave_one_out,remove support_count,2326,0.15366288136105113,-0.04510839738175022,0.7954459780613539,0.08433716319347763,5.564702263307464,1.5409755797887161,0.11211291787588902,0.19542312975536583,0.049047706648063634,0.1257946930476998,200,
McFarlandTsherniak2020,chem_robust,single_context_similarity_confidence,single_feature,context_similarity only,2326,-0.07714265351411591,0.20502806894793546,0.7954459780613539,0.12192646470608956,1.2177861007663209,1.5409755797887161,-0.11244015633911586,-0.047184228201700776,0.08250274496667989,0.16541373198559498,200,
McFarlandTsherniak2020,chem_robust,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,2326,0.15366288136105113,-0.04510839738175022,0.7954459780613539,0.08433716319347763,5.564702263307464,1.5409755797887161,0.1187875510911361,0.19603042714221264,0.04278890425890024,0.1228377781344539,200,
McFarlandTsherniak2020,chem_robust,single_support_count_confidence,single_feature,support_count only,2326,-0.15802504954772298,-0.07931789022764457,0.7954459780613539,-0.09070988410951326,-1.6277212453100407,1.5409755797887161,-0.19943137045844153,-0.12215809046807764,-0.12992249318130417,-0.057085927875903046,200,
SantinhaPlatt2023,chem_robust,protocol_full_confidence,full,full frozen v0.2 formula,566,0.2059353150212266,0.14189987043013755,0.824004132237498,0.22418522441283315,2.1512495908083538,0.37820565229836806,0.11404769380381008,0.2793145746867463,0.14762822463260283,0.2931615895884975,200,
SantinhaPlatt2023,chem_robust,loo_no_context_confidence,leave_one_out,remove context_similarity,566,0.2059353150212266,0.14189987043013755,0.824004132237498,0.22418522441283315,2.1512495908083538,0.37820565229836806,0.12128147149464903,0.2812931150778086,0.1455967481450881,0.289791444836256,200,not_applicable_same_as_full_for_chem_robust
SantinhaPlatt2023,chem_robust,loo_no_disagreement_confidence,leave_one_out,remove model_disagreement,566,0.11755022707602249,0.0882382789916241,0.824004132237498,0.10333856262267749,0.6523118900193955,0.37820565229836806,0.04167088261090029,0.19957805499749612,0.03762702016831354,0.1736514839876434,200,
SantinhaPlatt2023,chem_robust,loo_no_support_confidence,leave_one_out,remove support_count,566,0.17571309159270262,0.14065830910520924,0.824004132237498,0.22536307442068518,3.9146864579898084,0.37820565229836806,0.09661191157309779,0.2566858807657786,0.13908962461233854,0.28985685979751086,200,
SantinhaPlatt2023,chem_robust,single_context_similarity_confidence,single_feature,context_similarity only,566,0.1535121774000614,-0.079518715002053,0.824004132237498,0.017519342835844783,-8.094506654632767,0.37820565229836806,0.07667569164647213,0.22549274464163963,-0.05578903289170838,0.10608734780249192,200,
SantinhaPlatt2023,chem_robust,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,566,0.17571309159270262,0.14065830910520924,0.824004132237498,0.22536307442068518,3.9146864579898084,0.37820565229836806,0.09950688170282554,0.24391539475315543,0.1480968717494321,0.29366516511350016,200,
SantinhaPlatt2023,chem_robust,single_support_count_confidence,single_feature,support_count only,566,0.11755022707602249,0.0882382789916241,0.824004132237498,0.10333856262267749,0.6523118900193955,0.37820565229836806,0.03445488564342803,0.20542896577847486,0.011769642053816243,0.18874036348304912,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,protocol_full_confidence,full,full frozen v0.2 formula,1128,0.4277813904102051,0.38976400603014316,0.7403023289344336,0.628799252798449,15.096598555089129,0.05814300430013102,0.3694272042938878,0.46874951251570507,0.5928759083729249,0.6599260678922853,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,loo_no_context_confidence,leave_one_out,remove context_similarity,1128,0.4277813904102051,0.38976400603014316,0.7403023289344336,0.628799252798449,15.096598555089129,0.05814300430013102,0.37435986504544677,0.4720320686596245,0.5959583944532454,0.6599015100824677,200,not_applicable_same_as_full_for_chem_robust
SrivatsanTrapnell2020_sciplex3,chem_robust,loo_no_disagreement_confidence,leave_one_out,remove model_disagreement,1128,0.17651460700405305,0.1463681216108312,0.7403023289344336,0.2856894700899823,0.8604710600784831,0.05814300430013102,0.11317288878014378,0.22487479807067098,0.2427788530737231,0.3398637668823371,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,loo_no_support_confidence,leave_one_out,remove support_count,1128,0.47220413200475597,0.48648061620720123,0.7403023289344336,0.6891838127132267,16.463771125515983,0.05814300430013102,0.4225306925000624,0.5201712997355773,0.6610200143528996,0.7230169926636322,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,single_context_similarity_confidence,single_feature,context_similarity only,1128,0.12389586025994964,-0.309946095715533,0.7403023289344336,-0.15545080602526787,2.708877124413857,0.05814300430013102,0.06719824417720037,0.16862952492080494,-0.2004859310044136,-0.10942561198060054,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,single_negative_disagreement_confidence,single_feature,negative model_disagreement only,1128,0.47220413200475597,0.48648061620720123,0.7403023289344336,0.6891838127132267,16.463771125515983,0.05814300430013102,0.41432847321528093,0.5193152806221295,0.6578258258202481,0.7162623569126654,200,
SrivatsanTrapnell2020_sciplex3,chem_robust,single_support_count_confidence,single_feature,support_count only,1128,0.17651460700405305,0.1463681216108312,0.7403023289344336,0.2856894700899823,0.8604710600784831,0.05814300430013102,0.11932895144061488,0.2328808060772692,0.2327851582970743,0.3390992825934635,200,
