setting,n_tasks,nominal_coverage,e117_empirical_coverage,e114_empirical_coverage,mean_true_error,e117_mean_upper,e114_mean_upper,mean_upper_reduction_vs_e114
context_and_perturbation_unseen,90,0.9,0.8,0.9777777777777777,0.05550397376957398,0.05962025846129609,0.10733578997271481,0.047715531511418725
context_unseen_row,477,0.9,0.7044025157232704,0.9853249475890985,0.055765705472367075,0.060528535237516105,0.10307178246941637,0.04254324723190026
perturbation_unseen_column,180,0.9,0.7777777777777778,0.9611111111111111,0.05309764277208843,0.07566157110172138,0.09778853114150533,0.022126960039783955
random_missing_pair,90,0.9,0.6666666666666666,0.9888888888888889,0.050449658652116064,0.05481664269760755,0.09427017992405215,0.0394535372264446
all_test_settings_pooled,837,0.9,0.7264038231780168,0.9796893667861409,0.054592167416065845,0.06307110538937437,0.10144768594276175,0.038376580553387385
