estimand,setting,risk,endpoint,spearman,ci95_lower,ci95_upper,bootstrap_valid,bootstrap_requested,bootstrap_unit,seed,n_valid_tasks,n_gene_clusters,ci_eligible
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,-0.7103272408309088,-0.7723270866970581,-0.4991079394772108,5000,5000,target_gene,2308870672,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.8203599545208838,-0.8707680680118823,-0.6658794650644775,5000,5000,target_gene,1772455995,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.49125640204164245,-0.6078934583102047,-0.2926405813411703,5000,5000,target_gene,1807727158,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.7059496025140185,-0.7644985873629956,-0.5474502080657658,5000,5000,target_gene,2662626531,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.02423084334195817,-0.22428331647629954,0.31185738245190964,5000,5000,target_gene,2753805004,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.5410356243780199,-0.6513543440524224,-0.3124968800206656,5000,5000,target_gene,410209927,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.44228603209053746,0.16987924335844024,0.6455737395987001,5000,5000,target_gene,589647026,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.29880128264809924,0.007826230331720014,0.5364630857722721,5000,5000,target_gene,3959261118,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.3304107317965629,-0.02968715512188246,0.593642363076575,5000,5000,target_gene,2724664789,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_member_mean_effect_mse,0.4238823589099221,0.15424383794200763,0.62755811283622,5000,5000,target_gene,472495351,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diversity_lower_bound,family_centroid_effect_mse,0.29340845057365467,-0.004475669607956866,0.5315264857868508,5000,5000,target_gene,3405182236,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,-0.7017970638759811,-0.7626908212896629,-0.4831864433353027,5000,5000,target_gene,2407036799,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.8003122135442722,-0.8594070877435405,-0.622659033497589,5000,5000,target_gene,4057620570,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.49459458392645606,-0.5990225441619348,-0.3068759591849865,5000,5000,target_gene,2221770351,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6969509024501788,-0.7532019475336807,-0.5310064542907937,5000,5000,target_gene,2065120246,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.013020691027767978,-0.22373218194420974,0.3019457064742982,5000,5000,target_gene,4133896788,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.5140851887127285,-0.6287465408971008,-0.27859835158455215,5000,5000,target_gene,1751074964,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.4436476751125035,0.17221982602233143,0.6495130479828669,5000,5000,target_gene,4056891874,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.3006662494210907,0.009342266365882161,0.5376849072073657,5000,5000,target_gene,216859681,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.32425726254021575,-0.021022183077487374,0.5903705470327975,5000,5000,target_gene,3456573407,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_member_mean_effect_mse,0.4218172793915413,0.1390592445511334,0.6296422360633629,5000,5000,target_gene,3775498067,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,diameter_half_lower_bound,family_centroid_effect_mse,0.2914045709357856,-0.006104698891604552,0.526705979256618,5000,5000,target_gene,4023836681,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,-0.706484431528976,-0.7681913748815083,-0.4966332716662952,5000,5000,target_gene,1000458787,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.809768210703439,-0.8688033610745506,-0.643120745008048,5000,5000,target_gene,1320567691,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.48954313130383653,-0.6020464111164582,-0.2976258283604301,5000,5000,target_gene,3810400968,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6955720220654177,-0.7498788461637066,-0.5404769743639504,5000,5000,target_gene,2995180603,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.03108968415176223,-0.21734425768691365,0.3150668710229608,5000,5000,target_gene,3217960870,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.5142790004053314,-0.6348020500886669,-0.29682324763019596,5000,5000,target_gene,3230616797,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.4392446877326795,0.1592364297389088,0.6543236472092697,5000,5000,target_gene,1450141598,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.2954764995536935,0.007892077464565647,0.5386294695656377,5000,5000,target_gene,2121660729,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_systema_context_stratified_centroid_error,0.32361736062746055,-0.027027891319397018,0.5813699964774874,5000,5000,target_gene,2373892099,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_member_mean_effect_mse,0.41976338967379845,0.1447133371108445,0.6325334890960302,5000,5000,target_gene,2419847786,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,predicted_magnitude,family_centroid_effect_mse,0.28882791111445233,-0.0033214075876670936,0.5266371113274945,5000,5000,target_gene,540947455,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,-0.6799793100115806,-0.7593228173017739,-0.4606555873699397,5000,5000,target_gene,4209648485,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.8034142714631454,-0.8701372258147896,-0.6071553218763776,5000,5000,target_gene,2486774124,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.4812473079324575,-0.6056843890607001,-0.2893189470771346,5000,5000,target_gene,1207446566,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6678824186836657,-0.7560424395928952,-0.4966735586174241,5000,5000,target_gene,531574636,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.0563980484425998,-0.19300428832778332,0.3350815425808045,5000,5000,target_gene,1259776230,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.4820383291395783,-0.6284606433349664,-0.2483481252394058,5000,5000,target_gene,2172555270,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.4302450097949138,0.1589699429137918,0.653846298311331,5000,5000,target_gene,3224457917,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.2913184596249521,-0.00011177086602195742,0.5412889055390987,5000,5000,target_gene,404531917,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_systema_context_stratified_centroid_error,0.33587726175821503,-0.0048346632642288934,0.5828215789381072,5000,5000,target_gene,418424982,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_member_mean_effect_mse,0.41909429518231034,0.14086448847573269,0.6353035455728157,5000,5000,target_gene,860036428,692,47,True
task_weighted_gene_cluster_bootstrap,E190_K562,source_effect_magnitude,family_centroid_effect_mse,0.2917344431428234,0.011170784896836743,0.5295383620149963,5000,5000,target_gene,1541018279,692,47,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,0.045347066726377075,-0.23836316240283717,0.32995616900937513,5000,5000,target_gene,3362844360,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.036462158531124056,-0.3548155487622419,0.2829722125024795,5000,5000,target_gene,2719380045,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.02918047469771608,-0.3327762444466231,0.19027186995958745,5000,5000,target_gene,1460396270,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.05253022839229736,-0.3764473001347981,0.18981220160381693,5000,5000,target_gene,3669804508,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.3446932377966861,-0.027906864312391085,0.6090456215846495,5000,5000,target_gene,3661235040,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,0.21539632781012094,-0.1414152330733093,0.4989754249976735,5000,5000,target_gene,3642172062,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.2999328257948948,-0.07575081184966338,0.5809519394468496,5000,5000,target_gene,640049844,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.29122033139274517,-0.08499017786212433,0.5743278654952811,5000,5000,target_gene,15623899,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.2631716278821608,-0.09115121628983194,0.5619801129393618,5000,5000,target_gene,2698071217,164,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_member_mean_effect_mse,0.29975817286162115,-0.05299301507911463,0.581138226076261,5000,5000,target_gene,1782901121,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diversity_lower_bound,family_centroid_effect_mse,0.289384236453202,-0.06325820090596762,0.5661758990393602,5000,5000,target_gene,796843941,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,0.04042767577250336,-0.23370245894587496,0.3056079958565977,5000,5000,target_gene,1546370791,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.05173981191222571,-0.35657143269612995,0.25638388357137887,5000,5000,target_gene,2074186915,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.036889834303627404,-0.35374039095281806,0.1612701155876368,5000,5000,target_gene,250168740,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.06687416032243619,-0.379911946584394,0.16476652490507826,5000,5000,target_gene,1169787597,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.3424496193461711,-0.0310466610673578,0.6153527001299492,5000,5000,target_gene,2608661866,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,0.21192342140618003,-0.1405879138497251,0.49522858423668253,5000,5000,target_gene,2000178816,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.24369682042095836,-0.11476669318379631,0.540027551626344,5000,5000,target_gene,2970845346,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.2361598746081505,-0.11995609230248189,0.5425103089702867,5000,5000,target_gene,989491201,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.20118193739094492,-0.14316687876152487,0.510185738511453,5000,5000,target_gene,3710647612,164,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_member_mean_effect_mse,0.24755933721450962,-0.1074098089772456,0.5411611870450513,5000,5000,target_gene,543956213,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,diameter_half_lower_bound,family_centroid_effect_mse,0.23732646663681148,-0.11470456949010378,0.5306562911252999,5000,5000,target_gene,2262978547,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,0.06634348410210479,-0.25589249020386756,0.31225306523922447,5000,5000,target_gene,2468979314,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.02271383788625168,-0.38114716481610983,0.25971947789861055,5000,5000,target_gene,2437255166,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.12682489923869233,-0.36670851673887095,0.084123458254267,5000,5000,target_gene,983293957,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.13610837438423648,-0.3949106063922846,0.09136223311849134,5000,5000,target_gene,1807799127,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.29404836542767576,-0.057289685972134394,0.6120946021418768,5000,5000,target_gene,4279551774,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,0.19989028213166143,-0.14564208453475613,0.49703782167642924,5000,5000,target_gene,539668301,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.3504500671742051,-0.010565018893547651,0.6147647598434433,5000,5000,target_gene,3957546074,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.34072100313479625,-0.01288870195753022,0.6132860781210911,5000,5000,target_gene,1683629659,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_systema_context_stratified_centroid_error,0.2837678491586912,-0.0785397393631619,0.5612309780987383,5000,5000,target_gene,808743202,164,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_member_mean_effect_mse,0.3416726377071205,-0.005800927034284705,0.6088472967933247,5000,5000,target_gene,3903886943,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,predicted_magnitude,family_centroid_effect_mse,0.3318383340797134,-0.02457808710681736,0.6045332585551728,5000,5000,target_gene,3376023909,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,0.07417184204110061,-0.255015947553956,0.27643277686386336,5000,5000,target_gene,1521841284,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.036451693435727454,-0.4107825540279092,0.20452195214089788,5000,5000,target_gene,3083911599,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.13640641301599007,-0.3417872593101229,0.07944453044048484,5000,5000,target_gene,1318539214,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.1763808393470972,-0.40888239410894917,0.047272398515788586,5000,5000,target_gene,3714179972,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.2522993509399826,-0.10667132399910398,0.5828889071206814,5000,5000,target_gene,2764397869,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,0.17389480287824613,-0.19321216810074832,0.47887853646004036,5000,5000,target_gene,4186030758,175,21,True
