estimand,setting,risk,endpoint,spearman,ci95_lower,ci95_upper,bootstrap_valid,bootstrap_requested,bootstrap_unit,seed,n_valid_tasks,n_gene_clusters,ci_eligible
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.19075440354217332,-0.16783003206405078,0.492050492273423,5000,5000,target_gene,2305307923,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.18177573067468125,-0.17195283674669914,0.4793467978940367,5000,5000,target_gene,3494002140,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_systema_context_stratified_centroid_error,0.1612324990333155,-0.17706462713209212,0.4649511090653804,5000,5000,target_gene,1697281288,164,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_member_mean_effect_mse,0.18483268502291825,-0.14094796006730498,0.472515655222363,5000,5000,target_gene,869132926,175,21,True
task_weighted_gene_cluster_bootstrap,E192_RPE1,source_effect_magnitude,family_centroid_effect_mse,0.17485462323388712,-0.15843512379382102,0.4734519727023508,5000,5000,target_gene,2193733667,175,21,True
gene_equal,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,-0.6872109158186864,-0.8232420385942264,-0.48840428702445327,5000,5000,target_gene,2133029712,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.7616790009250693,-0.8815569527152814,-0.565488537766803,5000,5000,target_gene,1476910365,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6135522664199815,-0.7545312572823868,-0.41729234605264215,5000,5000,target_gene,1062545282,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.7454902867715079,-0.8633381713997087,-0.5553223421001922,5000,5000,target_gene,1498569903,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.34817298797409807,0.09545469767582693,0.5676914639483536,5000,5000,target_gene,2391574008,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.47201665124884373,-0.6611349112485618,-0.21975268061251016,5000,5000,target_gene,1379392281,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.4373265494912119,0.1432639570508176,0.6769194477327837,5000,5000,target_gene,1472949823,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.31336725254394077,0.0026507888652561287,0.5804511792929234,5000,5000,target_gene,1204234574,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.35379144879055024,0.03508596723994153,0.6109786055093185,5000,5000,target_gene,4073484481,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_member_mean_effect_mse,0.42946345975948197,0.1380515398570012,0.6746143205826894,5000,5000,target_gene,3368010542,47,47,True
gene_equal,E190_K562,diversity_lower_bound,family_centroid_effect_mse,0.3259713228492137,0.006368363753078932,0.58645728034747,5000,5000,target_gene,654849092,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_all,-0.6756475485661425,-0.8118362606413929,-0.4646360862405756,5000,5000,target_gene,4086418134,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_all,-0.7436401480111008,-0.8690366743146761,-0.5410083066683837,5000,5000,target_gene,2836304978,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6111239592969472,-0.7486024960009261,-0.4246230988515875,5000,5000,target_gene,246729975,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.7350832562442183,-0.8555235111425671,-0.5446504831033083,5000,5000,target_gene,2468808270,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.3464384828862165,0.08828976721675853,0.5612117393086034,5000,5000,target_gene,765633517,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.4584875115633673,-0.6609804681311185,-0.19311018744622302,5000,5000,target_gene,2485482710,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_member_mean_systema_pearson_error_source_train_reference_all,0.43906105457909345,0.1399874529961283,0.6742281179401027,5000,5000,target_gene,1703806312,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_systema_pearson_error_source_train_reference_all,0.3185707678075856,0.01267038441126961,0.5815769140868022,5000,5000,target_gene,976547919,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_systema_context_stratified_centroid_error,0.35084270489639796,0.036754953015183535,0.6194140182063548,5000,5000,target_gene,85612016,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_member_mean_effect_mse,0.4291165587419057,0.13430564187291744,0.669709942466356,5000,5000,target_gene,2302014071,47,47,True
gene_equal,E190_K562,diameter_half_lower_bound,family_centroid_effect_mse,0.3272432932469935,0.01916991417362673,0.588400369406047,5000,5000,target_gene,1031144739,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,-0.6847826086956521,-0.8169866287323758,-0.4776645462799516,5000,5000,target_gene,2682703384,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.7651480111008326,-0.8799329640905457,-0.5663228498658882,5000,5000,target_gene,2370263282,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.6158649398704903,-0.7467297617944337,-0.4279084239999424,5000,5000,target_gene,1829926045,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.7543940795559668,-0.8632835863504333,-0.5804189002152055,5000,5000,target_gene,1004416974,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.3617021276595745,0.09640367358001604,0.576706988445963,5000,5000,target_gene,889119,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.4643848288621647,-0.6531868604840549,-0.21516435445544152,5000,5000,target_gene,2187653522,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.4532839962997225,0.168469201386945,0.6719928732306842,5000,5000,target_gene,1905632440,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.3300185013876041,0.029358318362673483,0.5841946863403923,5000,5000,target_gene,4157652432,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_systema_context_stratified_centroid_error,0.3677257091531132,0.06158847289114002,0.633306634838099,5000,5000,target_gene,3004553895,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_member_mean_effect_mse,0.4401017576318224,0.1604522086095107,0.6722922867055997,5000,5000,target_gene,1752157143,47,47,True
gene_equal,E190_K562,predicted_magnitude,family_centroid_effect_mse,0.334990749306198,0.03910455884857102,0.5930655234522088,5000,5000,target_gene,2319323274,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_all,-0.6514801110083257,-0.8048370166483904,-0.4243158221967876,5000,5000,target_gene,1137142443,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_all,-0.7424838112858465,-0.8705500592013894,-0.5366962981209896,5000,5000,target_gene,4204924,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.595513413506013,-0.7484993236335529,-0.375471708040661,5000,5000,target_gene,2369344998,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_abs_effect_top20_proxy,-0.7265263644773359,-0.8516990956269269,-0.5298811817446087,5000,5000,target_gene,2103889870,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_inspired_transport_source_top20,0.3699121184088807,0.11601853042592083,0.5912504300357929,5000,5000,target_gene,808504122,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_inspired_transport_source_top20,-0.45004625346901017,-0.6465806378436209,-0.1844251884384831,5000,5000,target_gene,1084058418,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_member_mean_systema_pearson_error_source_train_reference_all,0.43825161887141534,0.15677275342465305,0.6749116957288724,5000,5000,target_gene,3505578727,47,47,True
gene_equal,E190_K562,source_effect_magnitude,family_centroid_systema_pearson_error_source_train_reference_all,0.31833950046253473,0.010879035332941116,0.5851725285129271,5000,5000,target_gene,2883360561,47,47,True
