dataset_name,perturbation,score_name,score_type,mean_score,mean_rmse,n
sciplex3_official_3cell,A366_0.001,learned_risk_score,risk,0.042108637960516004,0.03883406831391103,6
sciplex3_official_3cell,A366_0.001,simple_combined_confidence,confidence,1.3627307982972814,0.03883406831391103,6
sciplex3_official_3cell,AICAR_0.001,learned_risk_score,risk,0.03847544484545006,0.03755925117208389,6
sciplex3_official_3cell,AICAR_0.001,simple_combined_confidence,confidence,1.228806714226246,0.03755925117208389,6
sciplex3_official_3cell,AICAR_0.1,learned_risk_score,risk,0.03883621560345646,0.039011159545258245,6
sciplex3_official_3cell,AICAR_0.1,simple_combined_confidence,confidence,1.7388320325307765,0.039011159545258245,6
sciplex3_official_3cell,AICAR_1.0,learned_risk_score,risk,0.04210483479530011,0.039483518790549274,6
sciplex3_official_3cell,AICAR_1.0,simple_combined_confidence,confidence,1.0459112868896794,0.039483518790549274,6
sciplex3_official_3cell,Altretamine_0.001,learned_risk_score,risk,0.04262405746318432,0.04184653180499139,6
sciplex3_official_3cell,Altretamine_0.001,simple_combined_confidence,confidence,1.4302079761974664,0.04184653180499139,6
sciplex3_official_3cell,Altretamine_0.01,learned_risk_score,risk,0.03950717262163487,0.04081762672675395,6
sciplex3_official_3cell,Altretamine_0.01,simple_combined_confidence,confidence,1.336321836068529,0.04081762672675395,6
sciplex3_official_3cell,Altretamine_0.1,learned_risk_score,risk,0.040223807327091264,0.037143029183227795,6
sciplex3_official_3cell,Altretamine_0.1,simple_combined_confidence,confidence,1.7462592585469567,0.037143029183227795,6
sciplex3_official_3cell,Aminoglutethimide_0.001,learned_risk_score,risk,0.04225218919391693,0.0422337735769041,6
sciplex3_official_3cell,Aminoglutethimide_0.001,simple_combined_confidence,confidence,1.0813876125594042,0.0422337735769041,6
sciplex3_official_3cell,Aminoglutethimide_0.1,learned_risk_score,risk,0.04235792570960004,0.04232875588760666,6
sciplex3_official_3cell,Aminoglutethimide_0.1,simple_combined_confidence,confidence,0.9829431996727553,0.04232875588760666,6
sciplex3_official_3cell,Amisulpride_0.1,learned_risk_score,risk,0.03580892196509559,0.038919084945933755,6
sciplex3_official_3cell,Amisulpride_0.1,simple_combined_confidence,confidence,1.5798995376303895,0.038919084945933755,6
sciplex3_official_3cell,Andarine_0.01,learned_risk_score,risk,0.03948027620860689,0.04020506145016835,6
sciplex3_official_3cell,Andarine_0.01,simple_combined_confidence,confidence,1.5540617713466487,0.04020506145016835,6
sciplex3_official_3cell,Andarine_0.1,learned_risk_score,risk,0.037612480074423645,0.03677083574924368,6
