dataset_name,predictor_name,score_name,score_type,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_delta_vs_full
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,1.0,240,0.04515631458381961,0.042538027790654964,0.04515631458381961,0.0
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.9,216,0.04488913263248694,0.042605968440277704,0.04515631458381961,0.0002671819513326637
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.8,192,0.04497451159900736,0.04282636782039713,0.04515631458381961,0.00018180298481224738
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.7,168,0.04530591234933276,0.04296746755241373,0.04515631458381961,-0.00014959776551315418
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.6,144,0.04454980971156067,0.04302217961078224,0.04515631458381961,0.0006065048722589395
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.5,120,0.04474834184755143,0.04342593441795917,0.04515631458381961,0.00040797273626817787
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,1.0,240,0.04515631458381961,0.042538027790654964,0.04515631458381961,0.0
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.9,216,0.04562892082073992,0.04280471220846552,0.04515631458381961,-0.0004726062369203102
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.8,192,0.04670011880541639,0.0432856238988492,0.04515631458381961,-0.0015438042215967854
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.7,168,0.04755357142374582,0.04362954550212056,0.04515631458381961,-0.0023972568399262123
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.6,144,0.04756511832622158,0.043439829276044686,0.04515631458381961,-0.0024088037424019743
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.5,120,0.046981384063412526,0.043372328860795145,0.04515631458381961,-0.0018250694795929195
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,1.0,240,0.045156314583819614,0.042538027790654964,0.045156314583819614,0.0
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.9,216,0.044182061362403685,0.0420682939545772,0.045156314583819614,0.0009742532214159286
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.8,192,0.0435959473286354,0.041573409347353776,0.045156314583819614,0.001560367255184214
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.7,168,0.04254030256892283,0.04112044327024037,0.045156314583819614,0.002616012014896786
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.6,144,0.04127116462581882,0.040553593340210844,0.045156314583819614,0.003885149958000794
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.5,120,0.04073093223231215,0.04021998584244588,0.045156314583819614,0.0044253823515074606
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,1.0,240,0.045156314583819614,0.042538027790654964,0.045156314583819614,0.0
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.9,216,0.042951915660458424,0.04171706722380934,0.045156314583819614,0.0022043989233611894
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.8,192,0.04212864190450427,0.04112044327024037,0.045156314583819614,0.003027672679315342
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.7,168,0.041505177109574604,0.04061419614067589,0.045156314583819614,0.00365113747424501
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.6,144,0.04061439739882102,0.040523232640131024,0.045156314583819614,0.004541917184998592
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.5,120,0.03961510465725128,0.040210780839629215,0.045156314583819614,0.005541209926568334
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,1.0,240,0.04515631458381961,0.042538027790654964,0.04515631458381961,0.0
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.9,216,0.04592524925648383,0.04280471220846552,0.04515631458381961,-0.0007689346726642218
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.8,192,0.0469416228476127,0.043245501170878206,0.04515631458381961,-0.0017853082637930909
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.7,168,0.04751901320537494,0.04341165166313622,0.04515631458381961,-0.0023626986215553314
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.6,144,0.04864336214684018,0.04483766184948823,0.04515631458381961,-0.0034870475630205747
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.5,120,0.0487069849178725,0.04483766184948823,0.04515631458381961,-0.0035506703340528953
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,1.0,110,0.040213606125949576,0.03983989503110345,0.040213606125949576,0.0
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.9,99,0.04015963037214745,0.039816227414322974,0.040213606125949576,5.397575380212266e-05
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.8,88,0.0402818991332809,0.03998857511512337,0.040213606125949576,-6.829300733132704e-05
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.7,77,0.04055230710526991,0.04011358758236281,0.040213606125949576,-0.0003387009793203305
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.6,66,0.040935245645077833,0.040163251183930916,0.040213606125949576,-0.0007216395191282574
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.5,55,0.04154405809970303,0.040547505072436624,0.040213606125949576,-0.0013304519737534562
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,1.0,240,0.045156314583819614,0.042538027790654964,0.045156314583819614,0.0
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.9,216,0.0444788301522723,0.04246932410270467,0.045156314583819614,0.0006774844315473108
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.8,192,0.04494652400743431,0.04280471220846552,0.045156314583819614,0.00020979057638530196
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.7,168,0.04537121523239804,0.0433580461059722,0.045156314583819614,-0.00021490064857842411
