dataset_name,simple_combined_confidence_aligned_rho,simple_combined_confidence_risk_cov_80_improve_pct,learned_risk_score_aligned_rho,learned_risk_score_risk_cov_80_improve_pct,historical_residual_risk_aligned_rho,historical_residual_risk_risk_cov_80_improve_pct,model_disagreement_risk_aligned_rho,model_disagreement_risk_risk_cov_80_improve_pct
sciplex3_official_3cell,0.3656981663714967,6.90189466103624,0.5723391581874795,3.8284448019795194,-0.292099073847669,-3.529172229883156,0.5762297933533084,6.418621553985497
