perturbation,mse,pearson,mse_de,pearson_de
APOD+ctrl,0.001179358339868486,0.9965720937771392,0.0012244406389072537,0.9922958811205623
B2M+ctrl,0.0012258063070476055,0.9963856416920586,0.0024231066927313805,0.9938633070053805
BOLA2B+ctrl,0.0017314741853624582,0.9948547903194829,0.0021685613319277763,0.9923316597568139
CD63+ctrl,0.0013721771538257599,0.9960077701895862,0.009980983100831509,0.980486892356469
CDK4+ctrl,0.0013800736051052809,0.9959289791786373,0.008957924321293831,0.9858202307516942
DDR1+ctrl,0.0011620583245530725,0.9965852865409477,0.003018631599843502,0.9420069055851806
DDX39A+ctrl,0.0017231251113116741,0.9949224747741503,0.011845612898468971,0.9763229528274641
EEA1+ctrl,0.0014892256585881114,0.9956920148561749,0.0032856720499694347,0.9874923784308097
ENPP1+ctrl,0.001122336252592504,0.9966840257029735,0.0020389766432344913,0.9937053259554948
HLA-B+ctrl,0.0015270484145730734,0.9955009183114542,0.012087968178093433,0.9930677951438664
IRF4+ctrl,0.0013744255993515253,0.9959961052349324,0.002153319539502263,0.987740119335126
JAK1+ctrl,0.00380619615316391,0.9889702889235619,0.17354519665241241,0.9440096060224231
JAK2+ctrl,0.003244993509724736,0.9906290554066978,0.1498800814151764,0.9590824117935028
KLF4+ctrl,0.0013323022285476327,0.9960745432615348,0.0018105615163221955,0.9956225534375389
LRPAP1+ctrl,0.001287040184251964,0.9961960390008726,0.021219443529844284,0.964326284598167
NOLC1+ctrl,0.0022759621497243643,0.9932642399455661,0.001579902833327651,0.5530913752456462
NSG1+ctrl,0.0012495574774220586,0.9963050229268599,0.004160675220191479,0.9902763350559765
PSAP+ctrl,0.001279050367884338,0.9962611682196324,0.006105995737016201,0.9844959058718606
S100A6+ctrl,0.0013057530159130692,0.9961403737795671,0.0024555535055696964,0.9985374211816028
SAT1+ctrl,0.001397014013491571,0.9959001223437569,0.003286422695964575,0.9942305489252292
SDCBP+ctrl,0.0017449776642024517,0.9948519357766002,0.016113203018903732,0.9483108141868865
SET+ctrl,0.0017788640689104795,0.9947912622037447,0.02101987600326538,0.9751158019845027
SHMT2+ctrl,0.0015075362753123045,0.9955460595541729,0.008766330778598785,0.9737125358197343
STOM+ctrl,0.0011030787136405706,0.9967491174536823,0.00552884628996253,0.9824397449850315
