dataset_name,predictor_name,score_name,score_type,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_delta_vs_full
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,0.9,36,0.065197718587588,0.05176983728318223,0.06396651546652274,-0.0012312031210652552
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,0.8,32,0.06743138673133503,0.05683251721514382,0.06396651546652274,-0.0034648712648122915
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,0.7,28,0.0703781338680227,0.05815699654209568,0.06396651546652274,-0.006411618401499966
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,0.6,24,0.06600585951658246,0.05815699654209568,0.06396651546652274,-0.0020393440500597187
KaggleCrossPatient,ContextSimBaseline,context_similarity_score,confidence,0.5,20,0.06926075026244724,0.06936890546389032,0.06396651546652274,-0.005294234795924502
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,0.9,36,0.06583214493991069,0.05176983728318223,0.06396651546652274,-0.0018656294733879475
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,0.8,32,0.06491343049911658,0.05176983728318223,0.06396651546652274,-0.0009469150325938369
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,0.7,28,0.06358805557635319,0.05176983728318223,0.06396651546652274,0.00037845989016954684
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,0.6,24,0.06186451037552898,0.05176983728318223,0.06396651546652274,0.002102005090993758
KaggleCrossPatient,ContextSimBaseline,historical_residual_risk,risk,0.5,20,0.05967987427798597,0.05135624974842255,0.06396651546652274,0.00428664118853677
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,0.9,36,0.0628129586937448,0.051634974546243266,0.06396651546652274,0.0011535567727779389
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,0.8,32,0.06346208873215417,0.051276460092056456,0.06396651546652274,0.0005044267343685682
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,0.7,28,0.06455198688700269,0.050115745889261716,0.06396651546652274,-0.0005854714204799466
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,0.6,24,0.06755918030127116,0.05135624974842255,0.06396651546652274,-0.0035926648347484186
KaggleCrossPatient,ContextSimBaseline,learned_risk_score,risk,0.5,20,0.06665097064300107,0.05135624974842255,0.06396651546652274,-0.002684455176478334
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,0.9,36,0.05643376279653573,0.050115745889261716,0.06396651546652274,0.007532752669987007
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,0.8,32,0.05551353131941485,0.04916652615745652,0.06396651546652274,0.008452984147107892
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,0.7,28,0.055547338507541684,0.04820945375359938,0.06396651546652274,0.008419176958981055
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,0.6,24,0.05692826423334285,0.04820945375359938,0.06396651546652274,0.0070382512331798874
KaggleCrossPatient,ContextSimBaseline,model_disagreement_risk,risk,0.5,20,0.04841525702736617,0.04635711211288533,0.06396651546652274,0.01555125843915657
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,0.9,36,0.06601459087456649,0.054272129325953815,0.06396651546652274,-0.002048075408043748
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,0.8,32,0.0681870501872327,0.05683251721514382,0.06396651546652274,-0.004220534720709962
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,0.7,28,0.07124650480950971,0.05742302111490809,0.06396651546652274,-0.007279989342986973
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,0.6,24,0.07515499845002298,0.06292534761445798,0.06396651546652274,-0.01118848298350024
KaggleCrossPatient,ContextSimBaseline,ood_distance_risk,risk,0.5,20,0.08093912612427413,0.07098493052329084,0.06396651546652274,-0.016972610657751394
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,1.0,30,0.04803937931442872,0.04635711211288533,0.04803937931442872,0.0
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,0.9,27,0.048754751197835844,0.0473196116765734,0.04803937931442872,-0.0007153718834071246
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,0.8,24,0.049141308372223386,0.04820945375359938,0.04803937931442872,-0.0011019290577946664
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,0.7,21,0.050801570071595616,0.04923375648428769,0.04803937931442872,-0.0027621907571668963
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,0.6,18,0.05137039113385107,0.050115745889261716,0.04803937931442872,-0.003331011819422351
KaggleCrossPatient,ContextSimBaseline,perturbation_stability_score,confidence,0.5,15,0.05165322479015284,0.05099773529423574,0.04803937931442872,-0.0036138454757241173
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,0.9,36,0.0586599446941452,0.050115745889261716,0.06396651546652274,0.0053065707723775404
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,0.8,32,0.054964295925919116,0.04820945375359938,0.06396651546652274,0.009002219540603623
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,0.7,28,0.05596676227300198,0.04916652615745652,0.06396651546652274,0.00799975319352076
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,0.6,24,0.049388821563740665,0.04820945375359938,0.06396651546652274,0.014577693902782074
KaggleCrossPatient,ContextSimBaseline,prediction_magnitude_risk,risk,0.5,20,0.04895265414587393,0.045320610487473705,0.06396651546652274,0.01501386132064881
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,0.9,36,0.06437719153832121,0.051276460092056456,0.06396651546652274,-0.00041067607179846866
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,0.8,32,0.05945328990073144,0.04916652615745652,0.06396651546652274,0.004513225565791298
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,0.7,28,0.06139607379802572,0.04916652615745652,0.06396651546652274,0.0025704416684970213
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,0.6,24,0.06307857855832662,0.04916652615745652,0.06396651546652274,0.0008879369081961214
KaggleCrossPatient,ContextSimBaseline,random_score,confidence,0.5,20,0.06376907251012918,0.04916652615745652,0.06396651546652274,0.0001974429563935537
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,0.9,36,0.05867924417302704,0.050115745889261716,0.06396651546652274,0.005287271293495696
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,0.8,32,0.052467154172125455,0.04820945375359938,0.06396651546652274,0.011499361294397284
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,0.7,28,0.048555141639386026,0.04635711211288533,0.06396651546652274,0.015411373827136712
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,0.6,24,0.04685341811397823,0.045320610487473705,0.06396651546652274,0.017113097352544508
KaggleCrossPatient,ContextSimBaseline,simple_combined_confidence,confidence,0.5,20,0.04752778609790387,0.04724695418991132,0.06396651546652274,0.01643872936861887
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,1.0,40,0.06396651546652274,0.051634974546243266,0.06396651546652274,0.0
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,0.9,36,0.059751346607892136,0.050115745889261716,0.06396651546652274,0.004215168858630602
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,0.8,32,0.05199964281353531,0.04820945375359938,0.06396651546652274,0.011966872652987431
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,0.7,28,0.047903440985123856,0.04635711211288533,0.06396651546652274,0.016063074481398883
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,0.6,24,0.049487867415322795,0.04916652615745652,0.06396651546652274,0.014478648051199944
KaggleCrossPatient,ContextSimBaseline,support_count_score,confidence,0.5,20,0.05133968092311667,0.051276460092056456,0.06396651546652274,0.012626834543406067
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,1.0,40,0.061025649858955075,0.05066429198994264,0.061025649858955075,0.0
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,0.9,36,0.0621333021954869,0.051754463267366324,0.061025649858955075,-0.0011076523365318239
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,0.8,32,0.06419513119253911,0.05438500478573313,0.061025649858955075,-0.003169481333584037
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,0.7,28,0.06702351657159752,0.05945868831904497,0.061025649858955075,-0.0059978667126424495
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,0.6,24,0.062252374258200495,0.05945868831904497,0.061025649858955075,-0.00122672439924542
KaggleCrossPatient,V0StrongBaseline,context_similarity_score,confidence,0.5,20,0.0647321084412479,0.06460435715374467,0.061025649858955075,-0.003706458582292821
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,1.0,40,0.061025649858955075,0.05066429198994264,0.061025649858955075,0.0
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,0.9,36,0.06303051312151048,0.051754463267366324,0.061025649858955075,-0.0020048632625554036
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,0.8,32,0.062572378635155,0.051754463267366324,0.061025649858955075,-0.001546728776199921
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,0.7,28,0.06122441860650764,0.051754463267366324,0.061025649858955075,-0.00019876874755256346
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,0.6,24,0.06020221926440922,0.051754463267366324,0.061025649858955075,0.000823430594545857
KaggleCrossPatient,V0StrongBaseline,historical_residual_risk,risk,0.5,20,0.05801104135596308,0.05021007716917554,0.061025649858955075,0.0030146085029919972
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,1.0,40,0.061025649858955075,0.05066429198994264,0.061025649858955075,0.0
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,0.9,36,0.06278313730039174,0.05277287780627326,0.061025649858955075,-0.001757487441436667
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,0.8,32,0.06387894671985087,0.052043835013000625,0.061025649858955075,-0.0028532968608957904
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,0.7,28,0.06487807886445385,0.05021007716917554,0.061025649858955075,-0.0038524290054987725
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,0.6,24,0.06484413573563251,0.05021007716917554,0.061025649858955075,-0.0038184858766774354
KaggleCrossPatient,V0StrongBaseline,learned_risk_score,risk,0.5,20,0.0687847461736458,0.0554950327367989,0.061025649858955075,-0.007759096314690725
KaggleCrossPatient,V0StrongBaseline,model_disagreement_risk,risk,1.0,40,0.06102564985895507,0.05066429198994264,0.06102564985895507,0.0
KaggleCrossPatient,V0StrongBaseline,model_disagreement_risk,risk,0.9,36,0.05481843122045557,0.049393588301428176,0.06102564985895507,0.006207218638499497
KaggleCrossPatient,V0StrongBaseline,model_disagreement_risk,risk,0.8,32,0.05432842287199377,0.04850202161639473,0.06102564985895507,0.006697226986961298
KaggleCrossPatient,V0StrongBaseline,model_disagreement_risk,risk,0.7,28,0.054336259308374726,0.04651123737880719,0.06102564985895507,0.006689390550580342
KaggleCrossPatient,V0StrongBaseline,model_disagreement_risk,risk,0.6,24,0.055359572106516826,0.04651123737880719,0.06102564985895507,0.005666077752438242
