dataset_name,median,q1,q3,minimum,maximum,n_positive
CuiHacohen2023,0.5644500770798385,0.5644500770798385,0.5644500770798385,0.5644500770798385,0.5644500770798385,10
Frangieh,0.6780633929038952,0.6780633929038952,0.6780633929038952,0.6780633929038952,0.6780633929038952,10
LaraAstiasoHuntly2023_exvivo,0.8195612037720149,0.8195612037720149,0.8195612037720149,0.8195612037720149,0.8195612037720149,10
LaraAstiasoHuntly2023_invivo,0.724744937933092,0.724744937933092,0.724744937933092,0.724744937933092,0.724744937933092,10
McFarlandTsherniak2020,0.33054239630053095,0.33054239630053095,0.33054239630053095,0.33054239630053095,0.33054239630053095,10
SantinhaPlatt2023,0.3910595180936552,0.3910595180936552,0.3910595180936552,0.3910595180936552,0.3910595180936552,10
SrivatsanTrapnell2020_sciplex3,0.7092935822173035,0.7092935822173035,0.7092935822173035,0.7092935822173035,0.7092935822173035,10
