dataset_name,config_name,aligned_rho,partial_rho_control_magnitude,aurc,excess_aurc,aurc_reduction_vs_random_pct,top5_enrichment,top10_enrichment,top20_enrichment
CuiHacohen2023,config_A_shallow_fast,0.7131760255470649,0.5575638545373913,0.1493968070987432,0.025857524894510542,34.73891261883191,4.1040564373897706,3.5515873015873014,2.545737369248107
Frangieh,config_A_shallow_fast,0.81613168430175,0.634064718924894,0.048987588598430984,0.001745577347281528,16.07345405675601,8.654296875,5.87255859375,3.7283774567549135
LaraAstiasoHuntly2023_exvivo,config_A_shallow_fast,0.8121894709572256,0.8281289014148134,0.8522234020074317,0.28128876819057325,46.910256928771155,2.235294117647059,0.8898071625344353,2.0641420118343197
LaraAstiasoHuntly2023_invivo,config_A_shallow_fast,0.7317279470829394,0.7033543148331921,3.603378680695714,1.2910737196397384,43.17272197261198,3.116343490304709,1.5581717451523545,2.466666666666667
McFarlandTsherniak2020,config_A_shallow_fast,0.5105801184322556,0.3187981172534722,1.1764364451474556,0.30942658651546384,27.248096538857485,3.34099396725079,3.568266491343415,2.6563760614489125
SantinhaPlatt2023,config_A_shallow_fast,0.41056813828749034,0.3508047296204676,0.2991613679342159,0.08799978598128483,20.02732575455338,1.3928571428571428,1.0446428571428572,1.3537190082644626
SrivatsanTrapnell2020_sciplex3,config_A_shallow_fast,0.6102912320078102,0.6542303377925411,0.04595504200503864,0.007003725009223832,24.05597166754688,3.3531510107015463,4.686980609418282,2.8710157412483355
CuiHacohen2023,config_B_default,0.7270249686016184,0.5644500770798385,0.14816635696076652,0.024627074756533862,35.276410812615886,4.419753086419752,4.025132275132275,2.7247345280233644
Frangieh,config_B_default,0.8314118765600458,0.6780633929038952,0.04868504550161651,0.0014430342504670526,16.591777122681012,6.7998046875,6.336181640625,3.885361770723541
LaraAstiasoHuntly2023_exvivo,config_B_default,0.8074929437831578,0.8195612037720149,0.8504731364398651,0.2795385026230066,47.019290720931345,3.3529411764705888,0.8898071625344353,1.9876923076923079
LaraAstiasoHuntly2023_invivo,config_B_default,0.7603398293707899,0.724744937933092,3.4317567160431293,1.1194517549871534,45.87929543189548,2.0775623268698062,1.2984764542936287,2.6666666666666665
McFarlandTsherniak2020,config_B_default,0.5318423037938581,0.33054239630053095,1.1542938104460425,0.28728395181405075,28.617417277616674,3.675093363975869,3.3983490393746805,2.613531286264253
SantinhaPlatt2023,config_B_default,0.495642097437549,0.3910595180936552,0.28506150243521006,0.073899920482279,23.796542208679767,1.3928571428571428,1.0446428571428572,1.4439669421487602
SrivatsanTrapnell2020_sciplex3,config_B_default,0.6630812154376038,0.7092935822173035,0.04496364614521118,0.006012329149396374,25.69432497944589,6.035671819262783,4.686980609418282,3.4452188894980025
CuiHacohen2023,config_C_deeper_slow,0.735274421040472,0.5705491076328469,0.1473594783637133,0.02382019615948064,35.62888002297511,4.735449735449735,3.9462081128747792,2.684957381628863
Frangieh,config_C_deeper_slow,0.8380359921594726,0.7009645937991855,0.04860959494297697,0.0013675836918275175,16.721040574042387,8.0361328125,6.954345703125,3.9638539277078557
LaraAstiasoHuntly2023_exvivo,config_C_deeper_slow,0.8128399298936427,0.8234656038337483,0.8415416006985721,0.2706069668817136,47.57568583589747,3.3529411764705888,0.8898071625344353,2.0641420118343197
LaraAstiasoHuntly2023_invivo,config_C_deeper_slow,0.7670787082806635,0.7294824246192924,3.434351413806156,1.1220464527501801,45.838375610738055,2.0775623268698062,1.5581717451523545,2.6666666666666665
McFarlandTsherniak2020,config_C_deeper_slow,0.5390026069584456,0.3323460891259891,1.1492016017480942,0.2821917431161024,28.932324110982155,4.009192760700948,3.3133903133903133,2.677798449041242
SantinhaPlatt2023,config_C_deeper_slow,0.5206834277787477,0.39270903647058897,0.2832444890823344,0.07208290712940335,24.2822714255655,2.7857142857142856,1.0446428571428572,1.5342148760330578
SrivatsanTrapnell2020_sciplex3,config_C_deeper_slow,0.679245683713551,0.7210757618659517,0.044675144695278224,0.0057238276994634185,26.17109447701832,6.706302021403093,4.860572483841182,3.621896781267131
CuiHacohen2023,config_D_shallower,0.694281139750365,0.5432593300370354,0.15150576847287547,0.027966486268642815,33.817653890525975,3.4726631393298057,3.078042328042328,2.466183076459104
Frangieh,config_D_shallower,0.7578178671731388,0.4458128459305553,0.04944906793343861,0.0022070566822891546,15.28283815343278,4.3271484375,4.172607421875,3.296670593341187
LaraAstiasoHuntly2023_exvivo,config_D_shallower,0.8029096981005178,0.8158712225542611,0.8670212575683837,0.29608662375152517,45.98841607356164,0.0,0.8898071625344353,2.0641420118343197
LaraAstiasoHuntly2023_invivo,config_D_shallower,0.7286891269177568,0.703464766480112,3.6360234718343496,1.3237185107783738,42.65789553149448,4.1551246537396125,1.8178670360110802,2.533333333333333
McFarlandTsherniak2020,config_D_shallower,0.48907803602047,0.30162710739106696,1.191904994064268,0.3248951354322763,26.29150735622735,3.34099396725079,3.483307765359047,2.6563760614489125
SantinhaPlatt2023,config_D_shallower,0.3697613330492861,0.3526249253148204,0.30557626918509395,0.0944146872321629,18.3124759676451,1.3928571428571428,1.0446428571428572,1.2634710743801651
SrivatsanTrapnell2020_sciplex3,config_D_shallower,0.5643818511961721,0.5844132541317781,0.046770439607661876,0.00781912261184707,22.7084681960226,3.3531510107015463,3.8190212373037857,2.7385073224214893
CuiHacohen2023,config_E_deeper,0.7427116338808347,0.5765892003943055,0.14647431516455692,0.02293503296032426,36.01554633806281,5.366843033509699,4.182980599647266,2.8440659672068698
Frangieh,config_E_deeper,0.8663863389346503,0.7440138397536337,0.04837241110600986,0.001130399854860402,17.12738880958001,8.0361328125,6.954345703125,4.003100006200013
