fold_id,model,epoch,train_mse,validation_mse
E239_cellline_holdout_1_HepG2,scGPT,1,3.9603302001953127,0.9615008234977722
E239_cellline_holdout_1_HepG2,scGPT,2,0.30709130614995955,0.06832379847764969
E239_cellline_holdout_1_HepG2,scGPT,3,0.058313680812716484,0.03465444594621658
E239_cellline_holdout_1_HepG2,scGPT,4,0.045851105637848374,0.037660449743270874
E239_cellline_holdout_1_HepG2,scGPT,5,0.03336016982793808,0.04910381883382797
E239_cellline_holdout_1_HepG2,scGPT,6,0.03442210182547569,0.022310558706521988
E239_cellline_holdout_1_HepG2,scGPT,7,0.027122236788272858,0.02450260892510414
E239_cellline_holdout_1_HepG2,scGPT,8,0.02592829577624798,0.020011551678180695
E239_cellline_holdout_1_HepG2,scGPT,9,0.02647235170006752,0.021389104425907135
E239_cellline_holdout_1_HepG2,scGPT,10,0.028921715170145034,0.020188970491290092
E239_cellline_holdout_1_HepG2,GEARS,1,0.03472995199263096,0.02465934120118618
E239_cellline_holdout_1_HepG2,GEARS,2,0.029022866487503053,0.02407577447593212
E239_cellline_holdout_1_HepG2,GEARS,3,0.02415550909936428,0.02358120307326317
E239_cellline_holdout_1_HepG2,GEARS,4,0.021320291236042975,0.022344116121530533
E239_cellline_holdout_1_HepG2,GEARS,5,0.019275069795548917,0.021494224667549133
E239_cellline_holdout_1_HepG2,GEARS,6,0.01720312274992466,0.02121102809906006
E239_cellline_holdout_1_HepG2,GEARS,7,0.015858755074441434,0.020237375050783157
E239_cellline_holdout_1_HepG2,GEARS,8,0.013134265132248402,0.01992020756006241
E239_cellline_holdout_1_HepG2,GEARS,9,0.014301823452115059,0.019541535526514053
E239_cellline_holdout_1_HepG2,GEARS,10,0.011493164487183094,0.020015332847833633
E239_cellline_holdout_1_HepG2,GEARS,11,0.011108754016458989,0.020321298390626907
E239_cellline_holdout_1_HepG2,GEARS,12,0.010076883621513844,0.018593568354845047
E239_cellline_holdout_1_HepG2,GEARS,13,0.009458596166223288,0.019269471988081932
E239_cellline_holdout_1_HepG2,GEARS,14,0.008582594711333514,0.021181073039770126
E239_cellline_holdout_1_HepG2,GEARS,15,0.008167987782508134,0.020847205072641373
E239_cellline_holdout_1_HepG2,GEARS,16,0.008123221714049578,0.0203116275370121
E239_cellline_holdout_1_HepG2,GEARS,17,0.008052104525268078,0.0197773315012455
E239_cellline_holdout_1_HepG2,GEARS,18,0.008298646844923496,0.01954643242061138
E239_cellline_holdout_2_Jurkat,scGPT,1,3.9078113079071044,1.5455560684204102
E239_cellline_holdout_2_Jurkat,scGPT,2,0.5162713810801506,0.06412731856107712
E239_cellline_holdout_2_Jurkat,scGPT,3,0.04858211427927017,0.020190924406051636
E239_cellline_holdout_2_Jurkat,scGPT,4,0.024311901815235615,0.01997651718556881
E239_cellline_holdout_2_Jurkat,scGPT,5,0.023305536434054374,0.020045902580022812
E239_cellline_holdout_2_Jurkat,scGPT,6,0.023100265488028526,0.01895545981824398
E239_cellline_holdout_2_Jurkat,scGPT,7,0.024255096167325973,0.020780004560947418
E239_cellline_holdout_2_Jurkat,scGPT,8,0.02441248595714569,0.021146263927221298
E239_cellline_holdout_2_Jurkat,scGPT,9,0.02404748797416687,0.019699987024068832
E239_cellline_holdout_2_Jurkat,GEARS,1,0.03016302064061165,0.02308848313987255
E239_cellline_holdout_2_Jurkat,GEARS,2,0.025026592798531054,0.022463493049144745
E239_cellline_holdout_2_Jurkat,GEARS,3,0.02227664105594158,0.021817900240421295
E239_cellline_holdout_2_Jurkat,GEARS,4,0.019187606871128082,0.021340038627386093
E239_cellline_holdout_2_Jurkat,GEARS,5,0.01687226314097643,0.02011716179549694
E239_cellline_holdout_2_Jurkat,GEARS,6,0.015033653192222118,0.019372183829545975
E239_cellline_holdout_2_Jurkat,GEARS,7,0.013386993668973446,0.02038007602095604
E239_cellline_holdout_2_Jurkat,GEARS,8,0.012954415380954742,0.019298147410154343
E239_cellline_holdout_2_Jurkat,GEARS,9,0.011626741662621499,0.019500013440847397
E239_cellline_holdout_2_Jurkat,GEARS,10,0.00990034844726324,0.020069317892193794
E239_cellline_holdout_2_Jurkat,GEARS,11,0.008971828408539296,0.019650466740131378
E239_cellline_holdout_2_Jurkat,GEARS,12,0.007924688514322042,0.02135186456143856
E239_cellline_holdout_2_Jurkat,GEARS,13,0.008325797505676746,0.02286798320710659
E239_cellline_holdout_2_Jurkat,GEARS,14,0.008603820111602545,0.020280608907341957
