fold_id,setting,score,n_tasks,spearman
E239_cellline_holdout_1_HepG2,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,26,0.3852991452991453
E239_cellline_holdout_1_HepG2,context_and_perturbation_unseen,safeconf_frozen_pair_risk,26,0.26837606837606837
E239_cellline_holdout_1_HepG2,context_and_perturbation_unseen,risk_model_disagreement,26,0.26837606837606837
E239_cellline_holdout_1_HepG2,context_and_perturbation_unseen,baseline_predicted_magnitude,26,0.3852991452991453
E239_cellline_holdout_1_HepG2,context_unseen,safeconf_calibrated_pair_risk,102,0.6974402180366522
E239_cellline_holdout_1_HepG2,context_unseen,safeconf_frozen_pair_risk,102,0.6169274353090879
E239_cellline_holdout_1_HepG2,context_unseen,risk_model_disagreement,102,0.5744214055900164
E239_cellline_holdout_1_HepG2,context_unseen,baseline_predicted_magnitude,102,0.6974402180366522
E239_cellline_holdout_1_HepG2,perturbation_unseen,safeconf_calibrated_pair_risk,26,0.28820512820512817
E239_cellline_holdout_1_HepG2,perturbation_unseen,safeconf_frozen_pair_risk,26,0.22324786324786322
E239_cellline_holdout_1_HepG2,perturbation_unseen,risk_model_disagreement,26,0.22324786324786322
E239_cellline_holdout_1_HepG2,perturbation_unseen,baseline_predicted_magnitude,26,0.28820512820512817
E239_cellline_holdout_1_HepG2,random_seen_pair,safeconf_calibrated_pair_risk,12,0.3076923076923077
E239_cellline_holdout_1_HepG2,random_seen_pair,safeconf_frozen_pair_risk,12,0.2377622377622378
E239_cellline_holdout_1_HepG2,random_seen_pair,risk_model_disagreement,12,0.2377622377622378
E239_cellline_holdout_1_HepG2,random_seen_pair,baseline_predicted_magnitude,12,0.3076923076923077
E239_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,26,-0.1788034188034188
E239_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,safeconf_frozen_pair_risk,26,-0.16854700854700852
E239_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,risk_model_disagreement,26,-0.16854700854700852
E239_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,baseline_predicted_magnitude,26,-0.14735042735042733
E239_cellline_holdout_2_Jurkat,context_unseen,safeconf_calibrated_pair_risk,102,0.4339528755845316
E239_cellline_holdout_2_Jurkat,context_unseen,safeconf_frozen_pair_risk,102,0.46625125105314646
E239_cellline_holdout_2_Jurkat,context_unseen,risk_model_disagreement,102,0.430153066705871
E239_cellline_holdout_2_Jurkat,context_unseen,baseline_predicted_magnitude,102,0.4450469604356209
E239_cellline_holdout_2_Jurkat,perturbation_unseen,safeconf_calibrated_pair_risk,26,-0.20615384615384613
E239_cellline_holdout_2_Jurkat,perturbation_unseen,safeconf_frozen_pair_risk,26,-0.17675213675213672
E239_cellline_holdout_2_Jurkat,perturbation_unseen,risk_model_disagreement,26,-0.17675213675213672
E239_cellline_holdout_2_Jurkat,perturbation_unseen,baseline_predicted_magnitude,26,-0.20615384615384613
E239_cellline_holdout_2_Jurkat,random_seen_pair,safeconf_calibrated_pair_risk,12,-0.37762237762237766
E239_cellline_holdout_2_Jurkat,random_seen_pair,safeconf_frozen_pair_risk,12,-0.3706293706293707
E239_cellline_holdout_2_Jurkat,random_seen_pair,risk_model_disagreement,12,-0.3706293706293707
E239_cellline_holdout_2_Jurkat,random_seen_pair,baseline_predicted_magnitude,12,-0.37762237762237766
