main_source_n_genes,gears_processed_n_genes,source_gene_overlap,source_gene_union,source_gene_jaccard,main_prediction_array_dim,gears_prediction_array_dim,selected_gene_order_exported_in_outputs,verdict
5124,3000,3000,5124,0.585480093676815,5000,3000,False,source_h5ad_genes_overlap_but_prediction_arrays_not_directly_alignable_without_exported_selected_gene_order
