dataset_name,setting,heldout,task_id,context,perturbation,raw_perturbation,n_cells,support_count,context_similarity,predicted_l2,disagreement_rmse,error_v0_rmse,error_contextsim_rmse,error_mean_rmse,risk_disagreement,risk_predicted_magnitude,risk_inverse_support,risk_inverse_context_similarity,risk_safeconf_smoke,n_genes_setting
sciplex3_cell_line_gene1000,leave_context,MCF7,85,MCF7,Givinostat_100.0,Givinostat_100.0,300,2,0.4234588269809172,1.7111189682875483,0.0005920551734421194,0.06951355282086341,0.06965621649297422,0.0695842915212215,-0.9177185471402778,-0.8349707843571352,-0.0,-0.0,-1.752689331497413,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,86,MCF7,Givinostat_1000.0,Givinostat_1000.0,284,2,0.4234588269809172,2.7339982458925354,0.000931984216132339,0.09948380390331762,0.09969399695643481,0.09958786564996587,-0.11694741408336555,-0.12383221076939614,-0.0,-0.0,-0.2407796248527617,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,87,MCF7,Givinostat_10000.0,Givinostat_10000.0,300,2,0.4234588269809172,5.38372870368343,0.0017320426828562952,0.20514231061673538,0.20518028411283465,0.20515947105308846,1.7677509919135617,1.7183456291780939,-0.0,-0.0,3.4860966210916553,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,88,MCF7,Hesperadin_10.0,Hesperadin_10.0,231,2,0.4234588269809172,2.2997342297223127,0.0007759841757013268,0.0748785164866278,0.07519029416610293,0.07503356404478151,-0.48443684112448704,-0.42574652243955113,-0.0,-0.0,-0.9101833635640382,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,89,MCF7,Hesperadin_100.0,Hesperadin_100.0,128,2,0.4234588269809172,2.117198306682223,0.0006703452123875129,0.08079041714168407,0.08088268434598876,0.08083586915149138,-0.7332906362526967,-0.5526513672059732,-0.0,-0.0,-1.28594200345867,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,90,MCF7,Hesperadin_1000.0,Hesperadin_1000.0,132,2,0.4234588269809172,2.277840706907388,0.0007402026926817156,0.09340552779088221,0.09365379028381465,0.09352900919838354,-0.5687273109040353,-0.4409676036817783,-0.0,-0.0,-1.0096949145858136,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,91,MCF7,Hesperadin_10000.0,Hesperadin_10000.0,126,2,0.4234588269809172,2.8298650823138565,0.0010605158597145302,0.12522924300508487,0.12532531223576016,0.12527616486095178,0.18583468729411048,-0.05718250263702072,-0.0,-0.0,0.12865218465708977,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,92,MCF7,Quisinostat_10.0,Quisinostat_10.0,237,2,0.4234588269809172,4.324721663577665,0.0013910697991793754,0.17486153519878186,0.17496895347867208,0.1749138687162076,0.9645208817623832,0.9820898730897218,-0.0,-0.0,1.946610754852105,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,93,MCF7,Quisinostat_100.0,Quisinostat_100.0,248,2,0.4234588269809172,4.488171789817544,0.0014577977784528818,0.19472756374201328,0.194686040538077,0.19470543850730326,1.1217120389126083,1.0957256580467918,-0.0,-0.0,2.2174376969594,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,94,MCF7,Quisinostat_1000.0,Quisinostat_1000.0,236,2,0.4234588269809172,5.3933817069389915,0.0016183051231781216,0.2129404357304513,0.21309865111166137,0.21301802017752494,1.499819326487671,1.7250567075196854,-0.0,-0.0,3.224876034007356,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,95,MCF7,Quisinostat_10000.0,Quisinostat_10000.0,216,2,0.4234588269809172,5.96102427815808,0.0018481500419697215,0.22684314099617983,0.22698183781473064,0.22691061858878944,2.04126519587122,2.1197000806356163,-0.0,-0.0,4.160965276506836,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,96,MCF7,TAK901_10.0,TAK901_10.0,278,2,0.4234588269809172,1.0681792585851186,0.0004227938037440328,0.0498418080530298,0.04983860128082791,0.04983975646523633,-1.3164476987397784,-1.2819631499970507,-0.0,-0.0,-2.598410848736829,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,97,MCF7,TAK901_100.0,TAK901_100.0,250,2,0.4234588269809172,1.9926586248096012,0.0006541013684602899,0.07255126248818852,0.0727348759072632,0.07264239072792467,-0.7715562731157876,-0.6392353597269056,-0.0,-0.0,-1.410791632842693,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,98,MCF7,TAK901_1000.0,TAK901_1000.0,193,2,0.4234588269809172,2.16746047709389,0.0007769642605363267,0.08580058935521902,0.0857481788876245,0.08577350862390995,-0.482128054450646,-0.5177074897078702,-0.0,-0.0,-0.9998355441585162,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,99,MCF7,TAK901_10000.0,TAK901_10000.0,71,2,0.4234588269809172,2.597908260745279,0.0009181348591948127,0.11582611420686977,0.11572437948737938,0.11577434760815883,-0.1495723559218278,-0.21844634562976653,-0.0,-0.0,-0.36801870155159433,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,100,MCF7,Tanespimycin_10.0,Tanespimycin_10.0,251,2,0.4234588269809172,1.2087173466435899,0.0004211641697106077,0.04884318490144886,0.04891786934332737,0.048880087837961356,-1.3202866290091264,-1.1842565509244232,-0.0,-0.0,-2.50454317993355,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,101,MCF7,Tanespimycin_100.0,Tanespimycin_100.0,114,2,0.4234588269809172,1.5895571615925939,0.0005901432772540367,0.08210432773980772,0.08216328100451498,0.08213327948217619,-0.9222224026058238,-0.919484462274445,-0.0,-0.0,-1.8417068648802688,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,102,MCF7,Tanespimycin_1000.0,Tanespimycin_1000.0,68,2,0.4234588269809172,2.618498852118889,0.0009824407529070915,0.10972280297351211,0.10981781528377725,0.109769220440135,0.001913092225496634,-0.2041311042329106,-0.0,-0.0,-0.20221801200741396,1000
sciplex3_cell_line_gene1000,leave_context,MCF7,103,MCF7,Tanespimycin_10000.0,Tanespimycin_10000.0,91,2,0.4234588269809172,2.994704183532308,0.0011016908432806935,0.12100299054524243,0.12093402882164657,0.12096726021437197,0.28283063086791044,0.05741894240001879,-0.0,-0.0,0.3402495732679292,1000
sciplex3_cell_line_gene3000,leave_context,A549,0,A549,Alvespimycin_10.0,Alvespimycin_10.0,114,2,0.413287481354893,1.6402685613404662,0.0012470316358631985,0.06423774776974436,0.0640934104213048,0.06416259015125132,-0.8519733572363308,-1.1076843421218647,-0.2657253920100922,-0.18274960718229474,-2.408132698550583,3000
sciplex3_cell_line_gene3000,leave_context,A549,1,A549,Alvespimycin_100.0,Alvespimycin_100.0,91,2,0.413287481354893,3.5580043947756943,0.002596223591381015,0.12254612256591405,0.1222266662425812,0.12237961421316097,0.05515012724327414,-0.30935353420059597,-0.2657253920100922,-0.18274960718229474,-0.7026784061497088,3000
sciplex3_cell_line_gene3000,leave_context,A549,2,A549,Alvespimycin_1000.0,Alvespimycin_1000.0,66,2,0.413287481354893,3.998578097612476,0.002870602708906359,0.13378242159220965,0.1333476685767217,0.13355750979035547,0.23962776227520224,-0.125947898240552,-0.2657253920100922,-0.18274960718229474,-0.33479513515773673,3000
sciplex3_cell_line_gene3000,leave_context,A549,3,A549,Alvespimycin_10000.0,Alvespimycin_10000.0,61,1,0.39667861924780934,6.3026390024015715,0.0,0.15769977876285757,0.15769977876285757,0.15769977876285757,-1.6904097844283166,0.8332054802126094,1.7655074728373719,0.061971994193120016,0.9702751628147848,3000
sciplex3_cell_line_gene3000,leave_context,A549,4,A549,Belinostat_10.0,Belinostat_10.0,103,2,0.413287481354893,1.4847775066726758,0.0010942536419668704,0.060281699208194206,0.06011161110795576,0.06019422878986147,-0.9546929929473599,-1.1724134341757522,-0.2657253920100922,-0.18274960718229474,-2.575581426315499,3000
sciplex3_cell_line_gene3000,leave_context,A549,5,A549,Belinostat_100.0,Belinostat_100.0,109,2,0.413287481354893,2.130967335766801,0.0014455430833033962,0.07545700478237635,0.0753286759162486,0.07538940308475758,-0.7185050281564039,-0.903412230080223,-0.2657253920100922,-0.18274960718229474,-2.070392257429014,3000
sciplex3_cell_line_gene3000,leave_context,A549,6,A549,Belinostat_1000.0,Belinostat_1000.0,128,2,0.413287481354893,3.748206915798478,0.0024895548018572375,0.12285383523525653,0.12264689467738775,0.12274409703511197,-0.016568180624114245,-0.23017446812204076,-0.2657253920100922,-0.18274960718229474,-0.6952176479385419,3000
sciplex3_cell_line_gene3000,leave_context,A549,7,A549,Belinostat_10000.0,Belinostat_10000.0,73,2,0.413287481354893,7.606683085972958,0.004490174344185493,0.21125722746095757,0.21114177619705143,0.21118757643594993,1.3285398767822025,1.3760636511097208,-0.2657253920100922,-0.18274960718229474,2.2561285286995365,3000
sciplex3_cell_line_gene3000,leave_context,A549,8,A549,Dacinostat_10.0,Dacinostat_10.0,149,2,0.413287481354893,4.1422736585252995,0.0027822576959925594,0.11880459694484508,0.11834428335860014,0.11856650278714681,0.18022936783398724,-0.06612913110997014,-0.2657253920100922,-0.18274960718229474,-0.33437476246836983,3000
sciplex3_cell_line_gene3000,leave_context,A549,9,A549,Dacinostat_100.0,Dacinostat_100.0,115,2,0.413287481354893,5.4876926714831695,0.0035713601895994646,0.15452675848051528,0.15416259768926655,0.15433445563835888,0.7107790799670645,0.4939529348768153,-0.2657253920100922,-0.18274960718229474,0.756257015651493,3000
sciplex3_cell_line_gene3000,leave_context,A549,10,A549,Dacinostat_1000.0,Dacinostat_1000.0,87,2,0.413287481354893,7.8908367431862665,0.004753887808891028,0.2043851117173473,0.20411794517337123,0.20423774093024374,1.50584650541242,1.4943534670383993,-0.2657253920100922,-0.18274960718229474,2.551724973258432,3000
sciplex3_cell_line_gene3000,leave_context,A549,11,A549,Dacinostat_10000.0,Dacinostat_10000.0,71,2,0.413287481354893,8.759080988619628,0.005192813531271663,0.22648520100216377,0.22629106920134523,0.22637326640838712,1.800956351780305,1.8557933055422142,-0.2657253920100922,-0.18274960718229474,3.2082746581301325,3000
sciplex3_cell_line_gene3000,leave_context,A549,12,A549,Flavopiridol_10.0,Flavopiridol_10.0,98,2,0.413287481354893,2.050279227284359,0.001432964507706311,0.07540997343696237,0.07523171887952103,0.07531749113017663,-0.726962180067778,-0.9370017379318019,-0.2657253920100922,-0.18274960718229474,-2.112438917191967,3000
sciplex3_cell_line_gene3000,leave_context,A549,13,A549,Flavopiridol_100.0,Flavopiridol_100.0,77,2,0.413287481354893,3.4928954085131116,0.0024054214811053323,0.11077488311705888,0.11091455019106172,0.11083821350685946,-0.07313486171733004,-0.336457637226524,-0.2657253920100922,-0.18274960718229474,-0.858067498136241,3000
sciplex3_cell_line_gene3000,leave_context,A549,14,A549,Flavopiridol_1000.0,Flavopiridol_1000.0,57,1,0.39667861924780934,7.2302884215344925,0.0,0.15040347047477817,0.15040347047477817,0.15040347047477817,-1.6904097844283166,1.21937499184837,1.7655074728373719,0.061971994193120016,1.3564446744505454,3000
sciplex3_cell_line_gene3000,leave_context,A549,15,A549,Flavopiridol_10000.0,Flavopiridol_10000.0,64,0,0.0,2.796835258001042,0.0,0.07768500201417508,0.07768500201417508,0.07768500201417508,-1.6904097844283166,-0.6262192679119679,5.237922990658275,5.906793048629444,8.828086986947435,3000
sciplex3_cell_line_gene3000,leave_context,A549,16,A549,Givinostat_10.0,Givinostat_10.0,93,2,0.413287481354893,1.8505801531029362,0.0013028522865137992,0.07138803628193235,0.07122368956368522,0.0713029345560337,-0.814442579709083,-1.0201341070792282,-0.2657253920100922,-0.18274960718229474,-2.2830516859806984,3000
sciplex3_cell_line_gene3000,leave_context,A549,17,A549,Givinostat_100.0,Givinostat_100.0,100,2,0.413287481354893,2.2745849639520745,0.0015749529832034025,0.07934099587091835,0.07915991843950831,0.0792465963291135,-0.631496831255025,-0.84362590542491,-0.2657253920100922,-0.18274960718229474,-1.923597735872322,3000
sciplex3_cell_line_gene3000,leave_context,A549,18,A549,Givinostat_1000.0,Givinostat_1000.0,120,2,0.413287481354893,3.6671690979717995,0.0024096958798979734,0.11511447626439666,0.11490302745874667,0.11500248916574204,-0.07026098783231424,-0.2639095558488322,-0.2657253920100922,-0.18274960718229474,-0.7826455428735333,3000
sciplex3_cell_line_gene3000,leave_context,A549,19,A549,Givinostat_10000.0,Givinostat_10000.0,92,2,0.413287481354893,8.559886672826758,0.0050721088812032186,0.21977316159108315,0.21914764226472844,0.21944597033357122,1.719801092652663,1.7728710613583587,-0.2657253920100922,-0.18274960718229474,3.0441971548186344,3000
sciplex3_cell_line_gene3000,leave_context,A549,20,A549,Hesperadin_10.0,Hesperadin_10.0,45,2,0.413287481354893,2.2150569541496337,0.0015584769685742883,0.10783883638914236,0.10764652050265879,0.10773990350702693,-0.6425744097564198,-0.8684067137776433,-0.2657253920100922,-0.18274960718229474,-1.95945612272645,3000
sciplex3_cell_line_gene3000,leave_context,A549,21,A549,Hesperadin_100.0,Hesperadin_100.0,40,2,0.413287481354893,2.6539071219778063,0.0019139150373383145,0.09523550016105219,0.09512150353951979,0.09517370801767011,-0.4035971329239482,-0.6857185651127284,-0.2657253920100922,-0.18274960718229474,-1.5377906972290636,3000
sciplex3_cell_line_gene3000,leave_context,A549,22,A549,Hesperadin_1000.0,Hesperadin_1000.0,30,2,0.413287481354893,2.44974422743977,0.001901924905341667,0.11272530969310673,0.112828611960132,0.11277296320459937,-0.41165864727828994,-0.7707091700242157,-0.2657253920100922,-0.18274960718229474,-1.6308428164948925,3000
sciplex3_cell_line_gene3000,leave_context,A549,23,A549,Hesperadin_10000.0,Hesperadin_10000.0,38,2,0.413287481354893,4.2595693698761385,0.002949344719832697,0.13761349312573204,0.13724770371619677,0.13742280809574176,0.29256961909128204,-0.01730030996796898,-0.2657253920100922,-0.18274960718229474,-0.1732056900690739,3000
sciplex3_cell_line_gene3000,leave_context,A549,24,A549,Quisinostat_10.0,Quisinostat_10.0,130,2,0.413287481354893,6.6739632206902275,0.004024455240149209,0.17946093699129081,0.17932713721541566,0.1793827637938582,1.0154156139859776,0.9877833725472934,-0.2657253920100922,-0.18274960718229474,1.554723987340884,3000
sciplex3_cell_line_gene3000,leave_context,A549,25,A549,Quisinostat_100.0,Quisinostat_100.0,94,2,0.413287481354893,7.645012234789968,0.004638747476301584,0.187123432567263,0.18695755622438792,0.18702613159368636,1.4284323915233468,1.3920196236730566,-0.2657253920100922,-0.18274960718229474,2.3719770160040166,3000
sciplex3_cell_line_gene3000,leave_context,A549,26,A549,Quisinostat_1000.0,Quisinostat_1000.0,63,2,0.413287481354893,8.390009042066339,0.00485773915971474,0.21878155085130194,0.21869383013975094,0.21872420954171592,1.575670520328788,1.702153007365602,-0.2657253920100922,-0.18274960718229474,2.829348528502003,3000
sciplex3_cell_line_gene3000,leave_context,A549,27,A549,Quisinostat_10000.0,Quisinostat_10000.0,76,2,0.413287481354893,9.050568216268271,0.0054210096827482755,0.23209433128741622,0.23174034195490925,0.23190156429199582,1.9543830656187031,1.977136000344257,-0.2657253920100922,-0.18274960718229474,3.483044066770573,3000
sciplex3_cell_line_gene3000,leave_context,A549,28,A549,TAK901_10.0,TAK901_10.0,109,2,0.413287481354893,1.4819683838539914,0.001170328899615406,0.0546124741001783,0.054429583372545276,0.05451796504327403,-0.903544116378245,-1.173582838871796,-0.2657253920100922,-0.18274960718229474,-2.525601954442428,3000
sciplex3_cell_line_gene3000,leave_context,A549,29,A549,TAK901_100.0,TAK901_100.0,57,2,0.413287481354893,2.1659161949294052,0.0015469634419420833,0.09446652950555695,0.09430988168065739,0.09438506885202057,-0.6503154805169893,-0.8888634322297755,-0.2657253920100922,-0.18274960718229474,-1.9876539119391516,3000
sciplex3_cell_line_gene3000,leave_context,A549,30,A549,TAK901_1000.0,TAK901_1000.0,54,2,0.413287481354893,2.9065640577504963,0.002157162155454426,0.10395270456208623,0.10336819207379021,0.10365524895585795,-0.24005096555118008,-0.5805404628185178,-0.2657253920100922,-0.18274960718229474,-1.2690664275620849,3000
sciplex3_cell_line_gene3000,leave_context,A549,31,A549,TAK901_10000.0,TAK901_10000.0,73,2,0.413287481354893,4.374476942296544,0.002888997842572241,0.11826294617719564,0.1178548502826703,0.11805023717602488,0.251995652315029,0.030534357105196832,-0.2657253920100922,-0.18274960718229474,-0.16594498977216113,3000
sciplex3_cell_line_gene3000,leave_context,A549,32,A549,Tanespimycin_10.0,Tanespimycin_10.0,110,2,0.413287481354893,1.423110535834838,0.001094671941857367,0.05578073367005266,0.05566716116228748,0.05572128819077336,-0.9544117507915103,-1.1980846667786502,-0.2657253920100922,-0.18274960718229474,-2.6009714167625475,3000
sciplex3_cell_line_gene3000,leave_context,A549,33,A549,Tanespimycin_100.0,Tanespimycin_100.0,121,2,0.413287481354893,2.5705110338046375,0.0018750263935259086,0.07996572834695478,0.0802072142283757,0.08008107467781873,-0.42974374752354144,-0.7204353729691573,-0.2657253920100922,-0.18274960718229474,-1.5986541196850856,3000
sciplex3_cell_line_gene3000,leave_context,A549,34,A549,Tanespimycin_1000.0,Tanespimycin_1000.0,109,2,0.413287481354893,3.6633309936663214,0.00264967698672008,0.11970297039766052,0.1194263510165003,0.11955740046632735,0.09108929070992013,-0.2655073134010753,-0.2657253920100922,-0.18274960718229474,-0.6228930218835421,3000
sciplex3_cell_line_gene3000,leave_context,A549,35,A549,Tanespimycin_10000.0,Tanespimycin_10000.0,63,2,0.413287481354893,4.244366326525668,0.0031309576265299514,0.12398752725405367,0.12322596247239981,0.1235974176680773,0.41467628603064577,-0.02362915759611288,-0.2657253920100922,-0.18274960718229474,-0.05742787075785408,3000
sciplex3_cell_line_gene3000,leave_context,K562,36,K562,Alvespimycin_10.0,Alvespimycin_10.0,209,2,0.39667860118090803,1.9537407528075237,0.0009747212563836827,0.058534376847243975,0.05877678384479031,0.05865368086467642,-0.9280944127457134,-1.0043856932359039,-0.2461829819586668,-0.0,-2.178663087940284,3000
sciplex3_cell_line_gene3000,leave_context,K562,37,K562,Alvespimycin_100.0,Alvespimycin_100.0,131,2,0.39667860118090803,3.826967595993838,0.0018785824590950375,0.11872642829875808,0.1190648442975844,0.11889204620633304,0.004141606430758105,-0.39527469502646856,-0.2461829819586668,-0.0,-0.6373160705543772,3000
sciplex3_cell_line_gene3000,leave_context,K562,38,K562,Alvespimycin_1000.0,Alvespimycin_1000.0,115,2,0.39667860118090803,4.172149433167481,0.0020284121530439324,0.13224454204515423,0.13261704021350465,0.13242703834014308,0.15867488767167456,-0.28303305479513,-0.2461829819586668,-0.0,-0.37054114908212227,3000
sciplex3_cell_line_gene3000,leave_context,K562,39,K562,Alvespimycin_10000.0,Alvespimycin_10000.0,109,1,0.39667860118090803,6.449903107860672,0.0,0.15769977876285757,0.15769977876285757,0.15769977876285757,-1.9334149875552444,0.45761659984447406,4.062019202317979,-0.0,2.5862208146072083,3000
sciplex3_cell_line_gene3000,leave_context,K562,40,K562,Belinostat_10.0,Belinostat_10.0,231,2,0.39667860118090803,1.9013926362140703,0.0008920023871447088,0.05352230356127205,0.05380857589665947,0.05366377729384008,-1.0134100664531622,-1.0214075577626718,-0.2461829819586668,-0.0,-2.281000606174501,3000
sciplex3_cell_line_gene3000,leave_context,K562,41,K562,Belinostat_100.0,Belinostat_100.0,164,2,0.39667860118090803,2.4724983407192864,0.0011557107115781054,0.0673873445559171,0.06767235674964228,0.06752752872919648,-0.7414231752623089,-0.835702998264388,-0.2461829819586668,-0.0,-1.8233091554853635,3000
sciplex3_cell_line_gene3000,leave_context,K562,42,K562,Belinostat_1000.0,Belinostat_1000.0,194,2,0.39667860118090803,4.463044008147769,0.0019025504123047036,0.11358357527357793,0.11395970730687083,0.1137678202413908,0.028861982989638327,-0.18844382467361329,-0.2461829819586668,-0.0,-0.40576482364264177,3000
sciplex3_cell_line_gene3000,leave_context,K562,43,K562,Belinostat_10000.0,Belinostat_10000.0,66,2,0.39667860118090803,9.848326040803267,0.003380496253501517,0.19683778758230372,0.19727645333721888,0.19704999304278545,1.5532048172906399,1.562670583323299,-0.2461829819586668,-0.0,2.869692418655272,3000
sciplex3_cell_line_gene3000,leave_context,K562,44,K562,Dacinostat_10.0,Dacinostat_10.0,143,2,0.39667860118090803,4.408397857735147,0.001816799002774422,0.1255200686120534,0.12573151738430352,0.1256225532630217,-0.05958141121677267,-0.2062129332827538,-0.2461829819586668,-0.0,-0.5119773264581933,3000
sciplex3_cell_line_gene3000,leave_context,K562,45,K562,Dacinostat_100.0,Dacinostat_100.0,105,2,0.39667860118090803,6.174918447956123,0.0024307168726188425,0.15778514879976557,0.15801789962759752,0.15789689021416214,0.5736091155679345,0.36820074436706945,-0.2461829819586668,-0.0,0.6956268779763372,3000
sciplex3_cell_line_gene3000,leave_context,K562,46,K562,Dacinostat_1000.0,Dacinostat_1000.0,100,2,0.39667860118090803,9.737187531908658,0.003287898418552421,0.20579415610794477,0.20601624495500187,0.2058986685410148,1.4577000685766142,1.5265320407124348,-0.2461829819586668,-0.0,2.738049127330382,3000
sciplex3_cell_line_gene3000,leave_context,K562,47,K562,Dacinostat_10000.0,Dacinostat_10000.0,66,2,0.39667860118090803,11.479285354761968,0.0036626984929427103,0.22389951145443918,0.22415817304393484,0.22402139383396935,1.8442662009523934,2.0930042475978032,-0.2461829819586668,-0.0,3.69108746659153,3000
sciplex3_cell_line_gene3000,leave_context,K562,48,K562,Flavopiridol_10.0,Flavopiridol_10.0,189,2,0.39667860118090803,2.1999462867686317,0.0011367435568597967,0.06802140046658901,0.06832840885650567,0.06817270820028432,-0.7609857638065004,-0.9243278512819374,-0.2461829819586668,-0.0,-1.9314965970471045,3000
sciplex3_cell_line_gene3000,leave_context,K562,49,K562,Flavopiridol_100.0,Flavopiridol_100.0,118,2,0.39667860118090803,4.278734837009704,0.0018422249385190383,0.10085851552684397,0.1009888386814389,0.10091949454370078,-0.033357281835740604,-0.2483750303465474,-0.2461829819586668,-0.0,-0.5279152941409548,3000
sciplex3_cell_line_gene3000,leave_context,K562,50,K562,Flavopiridol_1000.0,Flavopiridol_1000.0,18,1,0.39667860118090803,3.4371180463423556,0.0,0.15040347047477817,0.15040347047477817,0.15040347047477817,-1.9334149875552444,-0.5220407880938712,4.062019202317979,-0.0,1.6065634266688629,3000
sciplex3_cell_line_gene3000,leave_context,K562,51,K562,Givinostat_10.0,Givinostat_10.0,216,2,0.39667860118090803,2.3165589827300828,0.0010698478071547576,0.06281782289537623,0.06314196274810652,0.06297782966881862,-0.8299815645088419,-0.8864092853061518,-0.2461829819586668,-0.0,-1.9625738317736603,3000
sciplex3_cell_line_gene3000,leave_context,K562,52,K562,Givinostat_100.0,Givinostat_100.0,191,2,0.39667860118090803,2.5930626666016297,0.0012081829088086314,0.07333570770071175,0.07361375724217993,0.0734723806003915,-0.6873037240491235,-0.7964994938122913,-0.2461829819586668,-0.0,-1.7299861998200816,3000
sciplex3_cell_line_gene3000,leave_context,K562,53,K562,Givinostat_1000.0,Givinostat_1000.0,122,2,0.39667860118090803,4.498922850729005,0.0017889004803986412,0.10901090910739923,0.10932008718188573,0.10916194341205122,-0.0883557488722514,-0.17677721969261562,-0.2461829819586668,-0.0,-0.5113159505235338,3000
sciplex3_cell_line_gene3000,leave_context,K562,54,K562,Givinostat_10000.0,Givinostat_10000.0,80,2,0.39667860118090803,11.262535935827367,0.003421270636514709,0.22608487672452654,0.22645320220545453,0.22626264800144683,1.5952592260766023,2.022524553475975,-0.2461829819586668,-0.0,3.3716007975939104,3000
sciplex3_cell_line_gene3000,leave_context,K562,55,K562,Hesperadin_10.0,Hesperadin_10.0,178,2,0.39667860118090803,3.6048522080844996,0.001582538220597165,0.08290688584969212,0.08365580533513917,0.08327842815285226,-0.30119631665910035,-0.467499223592909,-0.2461829819586668,-0.0,-1.0148785222106762,3000
sciplex3_cell_line_gene3000,leave_context,K562,56,K562,Hesperadin_100.0,Hesperadin_100.0,168,2,0.39667860118090803,3.0774893327329442,0.0014874459712570349,0.08667050008092966,0.08695799396879024,0.08681118026903278,-0.39927378664393487,-0.638980071517121,-0.2461829819586668,-0.0,-1.2844368401197226,3000
sciplex3_cell_line_gene3000,leave_context,K562,57,K562,Hesperadin_1000.0,Hesperadin_1000.0,178,2,0.39667860118090803,3.5689923409512994,0.0017871823442124814,0.08687450645991704,0.08738490167901981,0.08712549530767164,-0.09012782232090022,-0.4791596583900143,-0.2461829819586668,-0.0,-0.8154704626695813,3000
sciplex3_cell_line_gene3000,leave_context,K562,58,K562,Hesperadin_10000.0,Hesperadin_10000.0,100,2,0.39667860118090803,4.591609241383968,0.0021127281917937106,0.13443865711686454,0.1347997734287914,0.13461519131825242,0.2456378506587293,-0.14663869154925235,-0.2461829819586668,-0.0,-0.14718382284918985,3000
sciplex3_cell_line_gene3000,leave_context,K562,59,K562,Quisinostat_10.0,Quisinostat_10.0,112,2,0.39667860118090803,7.819205871093234,0.002893734365177828,0.17427811329125908,0.174531681408935,0.17439894087981928,1.0511620659296101,0.9028682659720062,-0.2461829819586668,-0.0,1.7078473499429496,3000
sciplex3_cell_line_gene3000,leave_context,K562,60,K562,Quisinostat_100.0,Quisinostat_100.0,103,2,0.39667860118090803,8.937617072472804,0.0030836876618206264,0.19590347260168905,0.19591090270795264,0.19590112004015164,1.2470785457613927,1.2665383499017007,-0.2461829819586668,-0.0,2.2674339137044264,3000
sciplex3_cell_line_gene3000,leave_context,K562,61,K562,Quisinostat_1000.0,Quisinostat_1000.0,83,2,0.39667860118090803,11.006688449700356,0.0035434580435124282,0.2095652108740956,0.2098795181218271,0.20971493937533656,1.7212824490574707,1.9393314697172992,-0.2461829819586668,-0.0,3.4144309368161028,3000
sciplex3_cell_line_gene3000,leave_context,K562,62,K562,Quisinostat_10000.0,Quisinostat_10000.0,58,2,0.39667860118090803,11.716848774116562,0.003721623769774181,0.23528955497688903,0.23554429659319828,0.23540960636017777,1.9050413125928298,2.1702519616306577,-0.2461829819586668,-0.0,3.829110292264821,3000
sciplex3_cell_line_gene3000,leave_context,K562,63,K562,TAK901_10.0,TAK901_10.0,210,2,0.39667860118090803,1.7064541374125424,0.000825992011786289,0.05404012818882242,0.05419470472677094,0.05411589577132908,-1.0814926983482827,-1.0847950668763435,-0.2461829819586668,-0.0,-2.4124707471832934,3000
sciplex3_cell_line_gene3000,leave_context,K562,64,K562,TAK901_100.0,TAK901_100.0,185,2,0.39667860118090803,3.1209919801255332,0.0014123115936670063,0.0770411878823978,0.07757073553680649,0.07730318979616584,-0.47676684958072096,-0.6248344590546279,-0.2461829819586668,-0.0,-1.3477842905940156,3000
sciplex3_cell_line_gene3000,leave_context,K562,65,K562,TAK901_1000.0,TAK901_1000.0,113,2,0.39667860118090803,3.3327077658137667,0.0014797181134671858,0.1051452964024418,0.10554900498615111,0.10534474600449135,-0.4072442442331754,-0.5559915348640372,-0.2461829819586668,-0.0,-1.2094187610558793,3000
sciplex3_cell_line_gene3000,leave_context,K562,66,K562,TAK901_10000.0,TAK901_10000.0,88,2,0.39667860118090803,4.177762877950537,0.0018463013060443618,0.12764650048326853,0.12777132743398964,0.12770559296778478,-0.02915294534789445,-0.2812077494576383,-0.2461829819586668,-0.0,-0.5565436767641996,3000
sciplex3_cell_line_gene3000,leave_context,K562,67,K562,Tanespimycin_10.0,Tanespimycin_10.0,223,2,0.39667860118090803,1.7175404671522545,0.0008520426137943029,0.05093053519521465,0.051129993333148306,0.05102858343494357,-1.0546242926237623,-1.081190161576808,-0.2461829819586668,-0.0,-2.3819974361592373,3000
sciplex3_cell_line_gene3000,leave_context,K562,68,K562,Tanespimycin_100.0,Tanespimycin_100.0,179,2,0.39667860118090803,2.7410130549875684,0.0013929473121151966,0.07454218355169807,0.0744991938483983,0.07451743713783068,-0.49673903191792024,-0.7483909536837803,-0.2461829819586668,-0.0,-1.4913129675603674,3000
