dataset_name,dataset_family,score_name,score_type,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_ci_low,partial_rho_ci_high,n_bootstrap,short_name
McFarlandTsherniak2020,chem_robust,protocol_v0_2_family_confidence,confidence,2326,-0.0859337995677072,-0.115758489260181,0.7954459780613539,-0.0609239077091037,3.95061308257986,1.540975579788716,-0.1306223440520389,-0.0459683196215377,-0.0988783889297507,-0.0235925791915269,1000,McFarland
SantinhaPlatt2023,chem_robust,protocol_v0_2_family_confidence,confidence,566,0.2059353150212266,0.1419165481195768,0.824004132237498,0.2241852244128332,2.0786443912295933,0.378205652298368,0.1183982867385377,0.2815847987867425,0.1416972683665333,0.300089177020877,1000,Santinha
SrivatsanTrapnell2020_sciplex3,chem_robust,protocol_v0_2_family_confidence,confidence,1128,0.4277813904102051,0.3897640060301431,0.7403023289344336,0.6287992527984491,15.102694620712557,0.058143004300131,0.3824602142314828,0.4811054246558577,0.5958418829666415,0.6614010009101424,1000,Srivatsan
CuiHacohen2023,gene_main,protocol_v0_2_family_confidence,confidence,2506,0.4453758817214197,0.1091077622809904,0.7358455041044434,0.3284789922988475,21.588636940374,0.2110444141722927,0.4125391426118307,0.4763799655569566,0.2933225969765277,0.3615064343944431,1000,Cui
Frangieh,gene_main,protocol_v0_2_family_confidence,confidence,1266,0.582722177199959,0.3175579575788219,0.7973336548301498,0.4738196230565,5.03319614894932,0.0561144249764232,0.5365284863655645,0.6210967917271235,0.4303845024508402,0.5103743906753211,1000,Frangieh
LaraAstiasoHuntly2023_exvivo,gene_main,protocol_v0_2_family_confidence,confidence,662,0.56145999292136,0.1545943127360795,0.5127229698351297,0.4301180557525988,56.11989640564585,1.2350421794486202,0.5006389318056803,0.615852053522984,0.3646178110113008,0.4897299612766143,1000,Lara exvivo
LaraAstiasoHuntly2023_invivo,gene_main,protocol_v0_2_family_confidence,confidence,780,0.4125607962236096,0.184140543237253,0.6394552984193019,0.3577644552525397,12.826016448597676,4.889280440571607,0.3532871269681611,0.4678155545342963,0.2944767469644498,0.4173061754902992,1000,Lara invivo
