dataset,split,seed,epochs,status,test_mse,test_mse_de,test_pearson,test_pearson_de,n_prediction_records,records_csv,predicted_npz,true_npz
norman,single,1,8,ok,0.0051368265878409,0.2156497463583946,0.9885749048929876,0.9153278495274954,10,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_1/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_1/arrays/gears_true_effects.npz
norman,single,2,8,ok,0.0028716003405861,0.1744588244706392,0.9932605617760256,0.9190237679997304,10,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_2/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_2/arrays/gears_true_effects.npz
norman,single,3,8,ok,0.0021624353248625,0.1006792996078729,0.995465370458098,0.971155359636946,10,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_3/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/norman/seed_3/arrays/gears_true_effects.npz
adamson,single,1,8,ok,0.0017654238368517,0.0997354122144835,0.9959921424735504,0.9553595004261832,7,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_1/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_1/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_1/arrays/gears_true_effects.npz
adamson,single,2,8,ok,0.0017496939316125,0.0399997692729812,0.996033513252501,0.6945900989559836,7,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_2/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_2/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_2/arrays/gears_true_effects.npz
adamson,single,3,8,ok,0.0030539750337733,0.1316590339764453,0.9929795946792702,0.8181052984348731,7,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_3/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_3/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/adamson/seed_3/arrays/gears_true_effects.npz
dixit,single,1,8,ok,0.2990835905075073,1.3825823068618774,0.9993740096116426,0.99984218284875,1,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_1/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_1/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_1/arrays/gears_true_effects.npz
dixit,single,2,8,ok,0.126490369439125,1.066554307937622,0.9997200621191528,0.9996257336205584,1,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_2/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_2/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_2/arrays/gears_true_effects.npz
dixit,single,3,8,ok,0.138370469212532,1.224840521812439,0.999710410691184,0.9997045911519246,1,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_3/tables/PREDICTION_RECORDS.csv,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_3/arrays/gears_predicted_effects.npz,/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/outputs/gears_prediction_records_formal/dixit/seed_3/arrays/gears_true_effects.npz
