dataset_name,coverage,mean_rmse,full_mean_rmse,improve_pct
CuiHacohen2023,1.0,0.21104441417229275,0.21104441417229275,0.0
CuiHacohen2023,0.9,0.18984869719033656,0.21104441417229275,10.04324945774324
CuiHacohen2023,0.8,0.16548280181369726,0.21104441417229275,21.588636940374
CuiHacohen2023,0.7,0.15710578686009455,0.21104441417229275,25.557950691916304
CuiHacohen2023,0.6,0.15197709577629162,0.21104441417229275,27.988098442529573
CuiHacohen2023,0.5,0.1487676046201734,0.21104441417229275,29.508864186889923
Frangieh,1.0,0.05611442497642327,0.05611442497642327,0.0
Frangieh,0.9,0.054485785667885256,0.05611442497642327,2.902354090275889
Frangieh,0.8,0.05329007589950489,0.05611442497642327,5.033196148949297
Frangieh,0.7,0.05082314753050588,0.05611442497642327,9.4294425152544
Frangieh,0.6,0.0506217561194769,0.05611442497642327,9.78833670531979
Frangieh,0.5,0.05028817732237802,0.05611442497642327,10.382798463128102
LaraAstiasoHuntly2023_exvivo,1.0,1.2350421794486202,1.2350421794486202,0.0
LaraAstiasoHuntly2023_exvivo,0.9,0.7463643006256643,1.2350421794486202,39.567707642270506
LaraAstiasoHuntly2023_exvivo,0.8,0.5419377877760239,1.2350421794486202,56.11989640564585
LaraAstiasoHuntly2023_exvivo,0.7,0.4880712909573146,1.2350421794486202,60.48140710666156
LaraAstiasoHuntly2023_exvivo,0.6,0.47242280041901963,1.2350421794486202,61.748448087017486
LaraAstiasoHuntly2023_exvivo,0.5,0.45313871092206465,1.2350421794486202,63.30985949610509
LaraAstiasoHuntly2023_invivo,1.0,4.889280440571608,4.889280440571608,0.0
LaraAstiasoHuntly2023_invivo,0.9,4.321938421215894,4.889280440571608,11.603793773984977
LaraAstiasoHuntly2023_invivo,0.8,4.262180527045824,4.889280440571608,12.826016448597693
LaraAstiasoHuntly2023_invivo,0.7,4.0109471805889365,4.889280440571608,17.964468814146915
LaraAstiasoHuntly2023_invivo,0.6,3.9255369332037016,4.889280440571608,19.7113566931177
LaraAstiasoHuntly2023_invivo,0.5,3.381385690197146,4.889280440571608,30.84083166639084
McFarlandTsherniak2020,1.0,1.5409755797887164,1.5409755797887164,0.0
McFarlandTsherniak2020,0.9,1.556821448195923,1.5409755797887164,-1.0283010720636683
McFarlandTsherniak2020,0.8,1.4800975969342223,1.5409755797887164,3.9506130825798733
McFarlandTsherniak2020,0.7,1.4960323142156462,1.5409755797887164,2.916546255666968
McFarlandTsherniak2020,0.6,1.5205360115851203,1.5409755797887164,1.3264044201400338
McFarlandTsherniak2020,0.5,1.5743052718519275,1.5409755797887164,-2.1628955384082706
SantinhaPlatt2023,1.0,0.37820565229836806,0.37820565229836806,0.0
SantinhaPlatt2023,0.9,0.37094279664598384,0.37820565229836806,1.9203456130937242
SantinhaPlatt2023,0.8,0.37034410171955473,0.37820565229836806,2.0786443912295933
SantinhaPlatt2023,0.7,0.3688773814842757,0.37820565229836806,2.466454627899972
SantinhaPlatt2023,0.6,0.36225297115592653,0.37820565229836806,4.217991202801059
SantinhaPlatt2023,0.5,0.356197034033926,0.37820565229836806,5.819219816175399
SrivatsanTrapnell2020_sciplex3,1.0,0.05814300430013102,0.05814300430013102,0.0
SrivatsanTrapnell2020_sciplex3,0.9,0.05139047625852118,0.05814300430013102,11.61365519874697
SrivatsanTrapnell2020_sciplex3,0.8,0.04936184391737447,0.05814300430013102,15.102694620712546
SrivatsanTrapnell2020_sciplex3,0.7,0.04931604066832046,0.05814300430013102,15.181471508156436
SrivatsanTrapnell2020_sciplex3,0.6,0.04928702030722064,0.05814300430013102,15.23138355079878
SrivatsanTrapnell2020_sciplex3,0.5,0.04982451549573301,0.05814300430013102,14.306946991349855
