perturbation,mse,pearson,mse_de,pearson_de
ARRDC3+ctrl,0.0006299824453890324,0.998555792242579,0.005167222581803799,0.9989949093318201
ATL1+ctrl,0.003425109200179577,0.9920241815159243,0.20853455364704132,0.9415248468419631
BPGM+ctrl,0.0021578907035291195,0.994959315774357,0.21396079659461975,0.9259067838963334
CBFA2T3+ctrl,0.0013888927642256021,0.9968292875841805,0.10542888939380646,0.8924064756968414
CDKN1C+ctrl,0.0019803789909929037,0.9955588613620805,0.044023770838975906,0.9723424122011726
CEBPA+ctrl,0.00692773936316371,0.986308176734435,0.13185198605060577,0.9567249322933791
CEBPB+ctrl,0.003022057469934225,0.9940786908989847,0.08440623432397842,0.9759202466507466
CELF2+ctrl,0.001401638612151146,0.9968150995690624,0.09716738760471344,0.9635953479737097
COL1A1+ctrl,0.00424458272755146,0.98993840155208,0.3093720078468323,0.9362809736837108
COL2A1+ctrl,0.004373750649392605,0.9902053314287138,0.32924750447273254,0.8872535832636091
CSRNP1+ctrl,0.0031991663854569197,0.993715571829018,0.08568648993968964,0.976705448056806
DLX2+ctrl,0.005385621916502714,0.9914647571695316,0.07468286901712418,0.9709181908975861
HK2+ctrl,0.0008557523833587766,0.997970393888557,0.033854834735393524,0.9917904268640447
HOXA13+ctrl,0.006150052882730961,0.9853945520551206,0.2405284345149994,0.7983023899465943
NCL+ctrl,0.0010905517265200615,0.9974521030087162,0.02820422314107418,0.9797062378993149
RREB1+ctrl,0.001440828200429678,0.9965877721367249,0.07827962189912796,0.9769654875128485
SAMD1+ctrl,0.0013823655899614096,0.9971631659409522,0.04116259887814522,0.986473437744904
SGK1+ctrl,0.0017144802259281278,0.995950519846251,0.07574736326932907,0.9776976871924425
SLC38A2+ctrl,0.0014004813274368644,0.9968959327414156,0.024213427677750587,0.9939034631940776
SLC4A1+ctrl,0.002779257483780384,0.9935107816872755,0.25188490748405457,0.8688617206350485
SLC6A9+ctrl,0.0011393076274544,0.9973539415038457,0.06258857250213623,0.9783841638538519
TBX3+ctrl,0.002949841320514679,0.9931125840875736,0.1652112901210785,0.9389029434619587
TP73+ctrl,0.012851150706410408,0.9693666668370607,1.0083885192871094,0.7588137312459996
ZC3HAV1+ctrl,0.001334862201474607,0.9969871277875311,0.07783719897270203,0.9798588138422556
