results_dir,exists,label,primary_model,checks,gaps,SAFETY_TASK_METRICS.csv_rows,SAFETY_TASK_METRICS.csv_columns,SAFETY_TASK_METRICS.csv_models,SAFETY_SUMMARY.csv_rows,SAFETY_SUMMARY.csv_columns,SAFETY_SUMMARY.csv_models,RISK_COVERAGE.csv_rows,RISK_COVERAGE.csv_columns,RISK_COVERAGE.csv_models,SAFE_UNSAFE_CONTRAST.csv_rows,SAFE_UNSAFE_CONTRAST.csv_columns,SAFE_UNSAFE_CONTRAST.csv_models,GPU_DEEP_TASK_METRICS.csv_rows,GPU_DEEP_TASK_METRICS.csv_columns,GPU_DEEP_TASK_METRICS.csv_models,GPU_DEEP_SUMMARY.csv_rows,GPU_DEEP_SUMMARY.csv_columns,GPU_DEEP_SUMMARY.csv_models
/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/46_q1_cpu_push_20260520/results,True,NOT_READY,PolicySafeTransPT,"{""heldout_main_win_frac"": 0.0, ""heldout_main_n"": 3, ""heldout_ext_win_frac"": 0.0, ""heldout_ext_n"": 3, ""leave_main_program_win_frac"": 0.3333333333333333, ""beats_v2_heldout_frac"": 0.5, ""beats_contextsim_heldout_frac"": 1.0, ""has_contextsim_baseline"": true, ""risk_rmse_gain_at_80cov"": -0.021408359006116196, ""unsafe_contrast_ok_frac"": 0.48, ""abstain_leave_rmse_better_frac"": 0.0}",PolicySafeTransPT must win V0 on >=75% main held-out settings (effect metrics). | Must beat V2 on >=55% held-out perturbation settings. | Risk-coverage: RMSE at ~80% coverage should improve >=3% vs full coverage. | Unsafe tasks should have higher RMSE than safe tasks in >=50% settings.,5760.0,pearson|spearman|rmse|top20_overlap|deg_precision_top50|program_shift_consistency|phase|dataset|split_type|heldout|seed|n_train|n_tasks|model|task_id|confidence|unsafe_flag,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway, V0, V2",96.0,phase|dataset|split_type|model|n_runs|n_tasks_mean|pearson_mean|pearson_std|spearman_mean|spearman_std|rmse_mean|rmse_std|top20_overlap_mean|top20_overlap_std|deg_precision_top50_mean|deg_precision_top50_std|program_shift_consistency_mean|program_shift_consistency_std,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway, V0, V2",4428.0,coverage|abstention_rate|mean_confidence|rmse|top20_overlap|deg_precision_top50|n_kept|n_total|phase|dataset|split_type|heldout|seed|n_train|n_tasks|model,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway",738.0,phase|dataset|split_type|heldout|seed|n_train|n_tasks|model|n_safe|n_unsafe|status|unsafe_minus_safe_rmse|safe_minus_unsafe_top20|safe_minus_unsafe_deg|safe_minus_unsafe_program,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway",,,,,,
/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/51_policy_calibrated_q1_20260520/results,True,NOT_READY,PolicySafeTransPT,"{""heldout_main_win_frac"": 0.0, ""heldout_main_n"": 3, ""heldout_ext_win_frac"": 0.0, ""heldout_ext_n"": 2, ""leave_main_program_win_frac"": 0.6666666666666666, ""beats_v2_heldout_frac"": 0.4, ""beats_contextsim_heldout_frac"": 0.8, ""has_contextsim_baseline"": true, ""risk_rmse_gain_at_80cov"": 0.061177171166703015, ""unsafe_contrast_ok_frac"": 0.6363636363636364, ""abstain_leave_rmse_better_frac"": 0.0}",PolicySafeTransPT must win V0 on >=75% main held-out settings (effect metrics). | Must beat V2 on >=55% held-out perturbation settings. | Need >=3 external datasets with held-out perturbation results.,24560.0,pearson|spearman|rmse|top20_overlap|deg_precision_top50|program_shift_consistency|phase|dataset|split_type|heldout|seed|n_train|n_tasks|model|task_id|confidence|unsafe_flag,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway, V0, V2",80.0,phase|dataset|split_type|model|n_runs|n_tasks_mean|pearson_mean|pearson_std|spearman_mean|spearman_std|rmse_mean|rmse_std|top20_overlap_mean|top20_overlap_std|deg_precision_top50_mean|deg_precision_top50_std|program_shift_consistency_mean|program_shift_consistency_std,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway, V0, V2",4824.0,coverage|abstention_rate|mean_confidence|rmse|top20_overlap|deg_precision_top50|n_kept|n_total|phase|dataset|split_type|heldout|seed|n_train|n_tasks|model,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway",804.0,phase|dataset|split_type|heldout|seed|n_train|n_tasks|model|n_safe|n_unsafe|status|unsafe_minus_safe_rmse|safe_minus_unsafe_top20|safe_minus_unsafe_deg|safe_minus_unsafe_program,"ContextSimBaseline, NetworkSafeTransPT, PolicySafeTransPT, SafeTransPT, SafeTransPT_no_abstain, SafeTransPT_no_pathway",,,,,,
/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/52_gpu_policy_fix_main_20260520/results,True,,,,,,,,,,,,,,,,,6650.0,pearson|spearman|rmse|top20_overlap|deg_precision_top50|program_shift_consistency|phase|dataset|split_type|heldout|seed|n_train|n_tasks|device|v2_effect_blend|v2_effect_gain|v2_effect_has_gain|graft_blend|graft_top_k|graft_gain|graft_has_gain|deep_best_blend|deep_best_blend_objective|deep_unsafe_rate|deep_calibrated_transport_rate|deep_calibrated_gate_threshold|deep_calibrated_gate_val_loss|deep_calibrated_gate_gain|deep_epochs|model|task_id,"DeepCalibratedSafeTransport, DeepResidualTransport, DeepSafeTransport, EffectBlendV2, TopRankGraftV2, V0, V2",70.0,phase|dataset|split_type|model|n_runs|n_tasks_mean|pearson_mean|pearson_std|spearman_mean|spearman_std|rmse_mean|rmse_std|top20_overlap_mean|top20_overlap_std|deg_precision_top50_mean|deg_precision_top50_std|program_shift_consistency_mean|program_shift_consistency_std,"DeepCalibratedSafeTransport, DeepResidualTransport, DeepSafeTransport, EffectBlendV2, TopRankGraftV2, V0, V2"
/home/yyf/codex_cout/20260426_154505_perturb_transport_final_push/53_gpu_policy_fix_external_20260520/results,True,,,,,,,,,,,,,,,,,20965.0,pearson|spearman|rmse|top20_overlap|deg_precision_top50|program_shift_consistency|phase|dataset|split_type|heldout|seed|n_train|n_tasks|device|v2_effect_blend|v2_effect_gain|v2_effect_has_gain|graft_blend|graft_top_k|graft_gain|graft_has_gain|deep_best_blend|deep_best_blend_objective|deep_unsafe_rate|deep_calibrated_transport_rate|deep_calibrated_gate_threshold|deep_calibrated_gate_val_loss|deep_calibrated_gate_gain|deep_epochs|model|task_id,"DeepCalibratedSafeTransport, DeepResidualTransport, DeepSafeTransport, EffectBlendV2, TopRankGraftV2, V0, V2",14.0,phase|dataset|split_type|model|n_runs|n_tasks_mean|pearson_mean|pearson_std|spearman_mean|spearman_std|rmse_mean|rmse_std|top20_overlap_mean|top20_overlap_std|deg_precision_top50_mean|deg_precision_top50_std|program_shift_consistency_mean|program_shift_consistency_std,"DeepCalibratedSafeTransport, DeepResidualTransport, DeepSafeTransport, EffectBlendV2, TopRankGraftV2, V0, V2"
