culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.60695867396684933,0.83940298507462696,0.67043876096902433,0.67043876096902433,0.80373342666900005,2000,0.58165250486475328,0.74859356413013023,True
Rest,seen_160,160,0.4094281026602602,0.73289874604476746,0.50120414859955464,0.50120414859955464,0.69856244384546273,2000,0.36423900847792812,0.62262664000175816,True
Stim8hr,all_200,200,0.61282982074551873,0.83691442286057172,0.66309457736443422,0.66309457736443422,0.80285307132678319,2000,0.57543977491445286,0.73784512516000555,True
Stim8hr,seen_160,160,0.42773643501699282,0.72773350521504743,0.49754775577170984,0.49754775577170984,0.70067059911194451,2000,0.37188077019350191,0.62166050500223802,False
Stim48hr,all_200,200,0.61233330833270838,0.83644191104777632,0.66810620265506637,0.66810620265506637,0.80375142711901126,2000,0.58065153449394336,0.74086049478579974,True
Stim48hr,seen_160,160,0.41981718035860777,0.72793859135122452,0.498001875073245,0.498001875073245,0.69905725484068393,2000,0.36903466512117322,0.62229028690651866,False
