feature_name,n_methods,n_perturbations,median_spearman,ci_low,ci_high,pct_methods_positive,status
context_similarity_only,15,74,,,,,undefined_constant_or_insufficient
support_only,15,74,0.12350006032804164,-0.08987260453388514,0.33740941539681896,0.8666666666666667,ok
disagreement_only,15,74,0.6423547330984172,0.47132440890386273,0.7692713184537163,0.9333333333333333,ok
