predictor,outcome,spearman,ci95_lower,ci95_upper,bootstrap_valid
diversity_lower_bound,family_rms_error,0.29975817286162115,-0.03996821756775172,0.5795089606041938,5000
diameter_half_lower_bound,family_worst_error,0.2569458128078818,-0.08092446270644606,0.5406450935249978,5000
predicted_magnitude,family_rms_error,0.3416726377071205,-0.0011038246835082116,0.6024708938860375,5000
source_effect_magnitude,family_rms_error,0.18483268502291825,-0.152294393771926,0.4869707734261687,5000
