batch,gene,n_target_cells,task_id,context_key,family_rms_error,family_worst_error,centroid_error,diversity_lower_bound,diameter_half_lower_bound,predicted_magnitude,source_effect_magnitude,zero_effect_error,source_effect_error,scGPT_family_rms_error,GEARS_family_rms_error,fraction_members_beating_zero,family_rms_lower_violation,family_worst_lower_violation,rms_identity_residual,scGPT_seed3407_rmse,GEARS_seed3407_rmse,scGPT_seed3408_rmse,GEARS_seed3408_rmse,scGPT_seed3409_rmse,GEARS_seed3409_rmse
35,HSD17B12,6,RPE1::35::HSD17B12,TARGET::35,0.2928034834465202,0.3005134755696418,0.28930227352752064,0.04514504,0.046809008087381726,0.04398832872018631,0.09245065682291093,0.28595216973457804,0.3003454231325674,0.28572123335673644,0.2997184289394608,0.3333333333333333,False,False,2.5733914998937735e-11,0.28619042933759303,0.2981324026535971,0.2851405981862073,0.3005134755696418,0.28583167598126696,0.30050313047764354
36,HSD17B12,7,RPE1::36::HSD17B12,TARGET::36,0.2870159794044908,0.2950278695910438,0.2834493262614206,0.04510712,0.0467427156170171,0.04401120081668306,0.09245065682291093,0.27968117903993606,0.29575403702007425,0.2799391392006432,0.2939224782330217,0.16666666666666666,False,False,4.042240847601519e-10,0.2793878743270839,0.2929223805686123,0.2806988113838955,0.29381338423991255,0.27972907953205906,0.2950278695910438
37,HSD17B12,8,RPE1::37::HSD17B12,TARGET::37,0.23644926826260643,0.2401665597179254,0.23212096651521597,0.04503458,0.04661880896671872,0.04406410119689771,0.09245065682291093,0.2335135333835383,0.23949865736296255,0.23369440355282736,0.2391724036588091,0.16666666666666666,False,False,9.792952559983803e-11,0.23379762768057447,0.23758678279093334,0.23314571521198835,0.2401665597179254,0.23413877834515387,0.2397558346570673
38,HSD17B12,6,RPE1::38::HSD17B12,TARGET::38,0.26774664338459403,0.2745034271364852,0.26392131486605996,0.045097724,0.046733348390763846,0.0440093488282731,0.09245065682291093,0.26184068533777366,0.2732163649833512,0.2619997543415192,0.27337274701845743,0.16666666666666666,False,False,1.7305999688854712e-10,0.2625816210134004,0.27245576936305255,0.260442854182959,0.2731550817179941,0.26296772774631144,0.2745034271364852
39,HSD17B12,5,RPE1::39::HSD17B12,TARGET::39,0.3531627739832453,0.36357230688875003,0.35027058350863427,0.045105025,0.04674147635110531,0.044009096112946566,0.09245065682291093,0.3446952168301744,0.3632979438776417,0.34412993863285174,0.36197026838074875,0.3333333333333333,False,False,3.4854411024021204e-11,0.34400175334381333,0.36114342429855717,0.3454339766310483,0.3611897428283349,0.3429495669564164,0.36357230688875003
4,HSD17B12,5,RPE1::4::HSD17B12,TARGET::4,0.24435159611278826,0.2528920884854666,0.24016299130365734,0.045049306,0.046633155747715656,0.04404177033304482,0.09245065682291093,0.2382970986181222,0.25372675277369827,0.2374044171875966,0.2511066461596586,0.3333333333333333,False,False,2.3087617234684998e-10,0.23765234198227791,0.2500053123451492,0.23846703315539575,0.2504128163998785,0.23608771748854085,0.2528920884854666
42,HSD17B12,10,RPE1::42::HSD17B12,TARGET::42,0.2609492666504918,0.2647612952287478,0.2570308811095309,0.045051593,0.04665337032145948,0.04405436421599573,0.09245065682291093,0.2584907730535699,0.2648276643023323,0.25796211068629915,0.2639026126834073,0.3333333333333333,False,False,3.370240198030672e-11,0.25777504458858164,0.2631272233672279,0.25932406978044464,0.26381676939731163,0.2567808498877072,0.2647612952287478
43,HSD17B12,5,RPE1::43::HSD17B12,TARGET::43,0.32918085889880755,0.33674488673511005,0.3260939349047376,0.044975366,0.046477476577481185,0.04418093127029175,0.09245065682291093,0.3229644420046001,0.3374481146497375,0.3233000696819856,0.3349584163360231,0.16666666666666666,False,False,2.1097609770315273e-11,0.32253600243211694,0.3340088316605989,0.32436219888357665,0.33411435714959825,0.32299922018427657,0.33674488673511005
44,HSD17B12,5,RPE1::44::HSD17B12,TARGET::44,0.23313112460030042,0.2413779149553954,0.22873774064437788,0.045046277,0.0466427305212519,0.04403036213544124,0.09245065682291093,0.22588717619694149,0.24131222187013202,0.2258133704670193,0.24022606901234994,0.5,False,False,2.397500531436947e-10,0.22584621975843372,0.2392438986908429,0.22588063124987764,0.24005156073304457,0.2257132257799882,0.2413779149553954
48,HSD17B12,9,RPE1::48::HSD17B12,TARGET::48,0.23251216629344904,0.23977218947759152,0.22812266345786691,0.044966187,0.04644789238115116,0.044181304529480804,0.09245065682291093,0.2263023323802523,0.239119875520206,0.22656473337547386,0.23831121782124615,0.16666666666666666,False,False,4.024676425462559e-12,0.22661112887790505,0.23648214970272857,0.2259450679430581,0.23866755046179713,0.22713642985964855,0.23977218947759152
5,HSD17B12,6,RPE1::5::HSD17B12,TARGET::5,0.23235231242252125,0.24307569674136278,0.22794653266652184,0.04503305,0.04661373352789157,0.04405513710469293,0.09245065682291093,0.2233013201699575,0.24177678576679937,0.2236511134452106,0.2407392232913104,0.16666666666666666,False,False,6.191863688442822e-11,0.22370061152200849,0.23848191312693487,0.22290042847411448,0.24063811763253207,0.22434994322839263,0.24307569674136278
50,HSD17B12,7,RPE1::50::HSD17B12,TARGET::50,0.2694513618609145,0.27672125236723805,0.26567379558418236,0.04496077,0.046438044895645965,0.04419873480892234,0.09245065682291093,0.26284326701385324,0.27718782025981914,0.2625116662537639,0.2762167589015472,0.5,False,False,5.703451599892162e-11,0.2627222859769354,0.27557647032974114,0.26262444358281667,0.2763513184031062,0.2621879609018153,0.27672125236723805
51,HSD17B12,8,RPE1::51::HSD17B12,TARGET::51,0.29759864814732606,0.3026481549434913,0.2941785284095369,0.04498832,0.04651248802327461,0.04416685862291432,0.09245065682291093,0.293642298849126,0.30265164634186265,0.29360653255542885,0.3015379160221976,0.3333333333333333,False,False,2.0255228050380936e-11,0.2931205184676466,0.30122873755421614,0.29471574797841876,0.30073358039604303,0.2929801655819819,0.3026481549434913
54,HSD17B12,9,RPE1::54::HSD17B12,TARGET::54,0.21165826376952518,0.2193296313492466,0.20681272897549266,0.045030165,0.04661388510534612,0.044055007758980566,0.09245065682291093,0.2058558317069488,0.21812235499590926,0.20524919248767395,0.21787888889706034,0.3333333333333333,False,False,3.351485755587191e-11,0.20598599385472385,0.21660771173539112,0.20472314631991542,0.21769070423427356,0.20503633031022295,0.2193296313492466
55,HSD17B12,8,RPE1::55::HSD17B12,TARGET::55,0.2285695260539315,0.24020436950492963,0.2240798107087758,0.04508067,0.04669604068503505,0.0440102753480013,0.09245065682291093,0.21828874667171058,0.23861842277604384,0.21803440788646988,0.2386400080846341,0.3333333333333333,False,False,2.3676963167851284e-11,0.21834380659443922,0.2375177048151578,0.21781071580014094,0.2381897586924792,0.21794835000910404,0.24020436950492963
6,HSD17B12,6,RPE1::6::HSD17B12,TARGET::6,0.25329678870107564,0.2586499650961556,0.2492992753242254,0.04482337,0.04636259697943705,0.04382887382174148,0.09245065682291093,0.24946895474406594,0.2572667005924016,0.24924356158280525,0.25728617013371136,0.3333333333333333,False,False,1.771331692435041e-11,0.24951046855435807,0.2566537738315522,0.24906021005874368,0.25654932461419416,0.24915978170387784,0.2586499650961556
7,HSD17B12,5,RPE1::7::HSD17B12,TARGET::7,0.22959124676688447,0.23831232214350168,0.2251315026185591,0.045032736,0.04661470058782585,0.04404205359250745,0.09245065682291093,0.22081897736194045,0.239233515822374,0.22172954391420463,0.2371925178827184,0.0,False,False,1.02131809953665e-10,0.22101414174546422,0.2355060377699701,0.2216330466716473,0.23774989990974207,0.22253879146064146,0.23831232214350168
8,HSD17B12,6,RPE1::8::HSD17B12,TARGET::8,0.30921485745630894,0.31774720499207276,0.30591952773489506,0.045023,0.04657955678438116,0.04409239650462892,0.09245065682291093,0.3008661814355707,0.3180730260048679,0.3015715064885006,0.3166737794919357,0.16666666666666666,False,False,6.743619551663471e-12,0.30048006199239896,0.3152617398930306,0.3026524437097537,0.3170072505992035,0.3015781013913142,0.31774720499207276
9,HSD17B12,10,RPE1::9::HSD17B12,TARGET::9,0.20878321765112592,0.2220746852418029,0.203862382181907,0.045061745,0.04664096461410399,0.04404998286732096,0.09245065682291093,0.19640264554809436,0.22112039679181358,0.19670929638294402,0.22019608684543407,0.16666666666666666,False,False,3.570865339530549e-10,0.19731486418794097,0.21803946021608772,0.19477332119168567,0.22045538766280376,0.19802484584736738,0.2220746852418029
43,HSPA5,5,RPE1::43::HSPA5,TARGET::43,0.5094097180488485,0.5248520397628123,0.5015070131524014,0.08938108,0.09201913084461255,0.08814403829176916,0.18221396200359571,0.5252088727912357,0.4943844163380639,0.5236020929872933,0.49481043835446764,1.0,False,False,6.444221267720707e-10,0.5248520397628123,0.49417192376078906,0.5237880185653542,0.49286877146417896,0.5221627172694522,0.49737972776900874
20,HSPA9,5,RPE1::20::HSPA9,TARGET::20,0.4202126247804799,0.43046021832857934,0.4117606432113202,0.083855964,0.09427214371743432,0.08143955487742989,0.16994921733365487,0.42979216502131257,0.4109198465122899,0.42938712425798126,0.4108332965708376,0.8333333333333334,False,False,1.4998133290866633e-10,0.42923226123208197,0.4123019533668961,0.43046021832857934,0.41136198789978873,0.428466537537907,0.4088280896351928
31,HSPA9,5,RPE1::31::HSPA9,TARGET::31,0.45869761136380743,0.4761793977287888,0.45094297645700576,0.08398768,0.09451570642661734,0.081272993931334,0.16994921733365487,0.4739777339445186,0.4408577978052773,0.4727531051221379,0.44419758997444136,0.8333333333333334,False,False,1.230975044119731e-10,0.47220000914754134,0.4487249586816865,0.4761793977287888,0.441856153486862,0.46985830603233925,0.44197686353384946
25,IARS2,5,RPE1::25::IARS2,TARGET::25,0.3523717017127809,0.35620367193621616,0.3463485423454161,0.06487298,0.06846372090057647,0.06330114150659263,0.13765203439802218,0.35002875366751207,0.3537195077321798,0.34975026685511856,0.3549737781452252,0.3333333333333333,False,False,3.735055875697668e-10,0.3493769986906575,0.3549146082473282,0.35106874706365027,0.35379897465070276,0.3488010824477856,0.35620367193621616
11,MANF,5,RPE1::11::MANF,TARGET::11,0.2822382211747278,0.2918303029010445,0.2793714424482553,0.040124938,0.04282052605616405,0.038212898987443226,0.07889101004075051,0.2749784762803529,0.28816601301836925,0.2740671564134466,0.29017929071385595,0.3333333333333333,False,False,6.735931257217942e-12,0.27412859628803465,0.2888160584504304,0.27559916582876737,0.2918303029010445,0.27246473380108677,0.28988346101050994
13,MANF,5,RPE1::13::MANF,TARGET::13,0.2810476172832005,0.2819700804291843,0.27816324820509786,0.040161803,0.04292473712777621,0.038190805640635116,0.07889101004075051,0.2806808992287074,0.27798954081168153,0.28081718907857695,0.28127785671669114,0.3333333333333333,False,False,3.9476186208808883e-11,0.2810021412136848,0.2799114735335337,0.2801485776998413,0.2819700804291843,0.2812995771274106,0.2819470495757164
16,MANF,5,RPE1::16::MANF,TARGET::16,0.27063848526037626,0.2719544638916723,0.26764295037256974,0.04015521,0.04291020419495612,0.03818311237532465,0.07889101004075051,0.2703945829334892,0.26864748121639004,0.27076225254538283,0.270514661348719,0.3333333333333333,False,False,9.588120575276804e-11,0.2707841766180904,0.2686296208940699,0.2700258994856047,0.2719544638916723,0.2714747419385494,0.2709491508780526
18,MANF,6,RPE1::18::MANF,TARGET::18,0.2817271929718739,0.2937792117945587,0.2788439119346597,0.040203035,0.04303725231236301,0.038183909401063025,0.07889101004075051,0.271630012776353,0.289398653814144,0.2714006682765504,0.29168836071853255,0.3333333333333333,False,False,1.8404791579662572e-11,0.2710701076004465,0.2899179418869732,0.27251393772523014,0.2937792117945587,0.2706143357877521,0.2913548712916669
20,MANF,5,RPE1::20::MANF,TARGET::20,0.27474205561519666,0.28010080959032546,0.2717955544094106,0.04012946,0.042911452530308404,0.0382731628764775,0.07889101004075051,0.270173800886986,0.278016540007568,0.2703690385841397,0.27904655027865094,0.16666666666666666,False,False,1.1445165648549249e-10,0.2704335491172609,0.2783165767489901,0.26983306411398655,0.28010080959032546,0.2708395541597188,0.27871912607644056
22,MANF,5,RPE1::22::MANF,TARGET::22,0.3266313140026339,0.3335557931737546,0.3241682071281812,0.04003734,0.04265630166021687,0.038288797121923436,0.07889101004075051,0.321414118027736,0.32748327661447907,0.321887427679713,0.33130728104874485,0.16666666666666666,False,False,8.424999586864601e-11,0.3210321415079708,0.3298637708090966,0.3228967404454319,0.3335557931737546,0.3217306442092655,0.33049049755714194
25,MANF,6,RPE1::25::MANF,TARGET::25,0.3500850440437476,0.3638482933127739,0.34777751890420966,0.040128984,0.042879376510378174,0.038274808868518924,0.07889101004075051,0.3386023615045802,0.3601886596767928,0.33716863190224616,0.36254156973703433,0.5,False,False,9.609237017205174e-11,0.33790037625796493,0.36080938990989053,0.33813879009990044,0.3638482933127739,0.33546021130828374,0.3629602911730333
28,MANF,6,RPE1::28::MANF,TARGET::28,0.2687285715158387,0.27342349604186295,0.26572130727537846,0.0400903,0.04275797673891947,0.0382545165501984,0.07889101004075051,0.26481308663232006,0.2731732879108283,0.26445587059344045,0.27293439286127347,0.5,False,False,1.36226654956495e-10,0.26475295358797174,0.2725506707176537,0.26445069067854904,0.27342349604186295,0.2641636391331842,0.27282828321722497
33,MANF,5,RPE1::33::MANF,TARGET::33,0.25293758546240863,0.25505132160163085,0.24976106580989574,0.03996038,0.04252946942318108,0.03811980892081788,0.07889101004075051,0.2537339882662837,0.2498587629723313,0.2538268180342586,0.2520452156374127,0.6666666666666666,False,False,7.921514832975873e-11,0.25471237229382737,0.2519082241722861,0.2517033798142211,0.25282080606379986,0.25505132160163085,0.2514045719408169
35,MANF,5,RPE1::35::MANF,TARGET::35,0.308796003433651,0.31106558704596415,0.30618654676870277,0.040059585,0.04264410332175787,0.03833289121397405,0.07889101004075051,0.310086499107884,0.3063988998138252,0.3093486318871202,0.30824238420885247,0.8333333333333334,False,False,4.229283590007071e-12,0.31106558704596415,0.30784115331250367,0.30693909038034256,0.30870950966798366,0.31002632711358014,0.3081758673810364
38,MANF,6,RPE1::38::MANF,TARGET::38,0.2994975487059552,0.3023644425196597,0.29680310122918907,0.040083673,0.04271365573001665,0.03827615865581854,0.07889101004075051,0.2973602467987175,0.29928858568865285,0.2977347849461995,0.30124999783368017,0.16666666666666666,False,False,4.389320851228007e-11,0.2977958132868933,0.29973891576110234,0.29694052844771285,0.3023644425196597,0.29846604941746696,0.3016405308683021
48,MANF,7,RPE1::48::MANF,TARGET::48,0.2254561468711402,0.22798583601318387,0.22185370439424723,0.040142346,0.0429317028320946,0.038253223006673054,0.07889101004075051,0.22400904639189978,0.22508076222376366,0.22400689802987522,0.2268961391451943,0.16666666666666666,False,False,4.590339913734809e-11,0.22442528181624227,0.22475961870416925,0.22304129400000045,0.22798583601318387,0.22455098563000425,0.22792794092500415
52,MANF,5,RPE1::52::MANF,TARGET::52,0.2551652947198266,0.2604303744582122,0.25199978411723145,0.040067896,0.04271783931860043,0.038268426657980095,0.07889101004075051,0.2513046684515192,0.254819452633309,0.2511067014643806,0.2591603359671197,0.3333333333333333,False,False,1.1204542849085897e-10,0.2513667411154725,0.2576716792970865,0.25090220706420957,0.2604303744582122,0.2510509321079294,0.2593714806287419
55,MANF,5,RPE1::55::MANF,TARGET::55,0.23872763668893268,0.24557104287695986,0.23533555025208178,0.040100664,0.04277929428774594,0.03823598711142267,0.07889101004075051,0.24435344529645564,0.23073454427075987,0.2442072230348574,0.23311928546512295,0.6666666666666666,False,False,7.261663492741377e-11,0.24556574866069913,0.2337960914340279,0.24146185895959316,0.23299341661772077,0.24557104287695986,0.23256667691284
6,MANF,5,RPE1::6::MANF,TARGET::6,0.34573651974065156,0.3562748691873388,0.34341063277421474,0.040035963,0.04268046769751873,0.038308250296786334,0.07889101004075051,0.3376893503083877,0.3532138007926711,0.336934219530266,0.3543202137534443,0.3333333333333333,False,False,5.1578602500157444e-11,0.33618923363858666,0.3522826715453659,0.33991343106895305,0.3562748691873388,0.33467844782094985,0.3543918432149135
10,MRPL39,5,RPE1::10::MRPL39,TARGET::10,0.24792495695196698,0.2580111442302557,0.24365929245345203,0.045792285,0.050213724114515385,0.04239122849976108,0.08713399840521571,0.2392982173723735,0.256465284320352,0.23963859340646274,0.2559431833619356,0.16666666666666666,False,False,1.6800371510639067e-10,0.23975068614662698,0.2543499954504556,0.23876150742097238,0.2580111442302557,0.24040074337607695,0.2554546311885373
12,MRPL39,8,RPE1::12::MRPL39,TARGET::12,0.2703778457162559,0.2799655477522206,0.2664799790781019,0.045744944,0.050114421394147436,0.042454733760214726,0.08713399840521571,0.2628269885887309,0.2771528625101068,0.26285642387875563,0.27769562354131355,0.3333333333333333,False,False,3.3592344184096845e-10,0.262199245360637,0.2756200009175245,0.2642219470084676,0.2799655477522206,0.2621427419829723,0.2774842070605455
13,MRPL39,7,RPE1::13::MRPL39,TARGET::13,0.2881478632689744,0.29766953991484935,0.28448208828796945,0.04581629,0.05027085614265001,0.04237836447217665,0.08713399840521571,0.2818100729572263,0.2937339329735741,0.2821687474066455,0.29400540845351086,0.3333333333333333,False,False,8.118253291833355e-11,0.2808083469271909,0.2922695937547129,0.2844639754730332,0.29766953991484935,0.28121970946788544,0.2920425828078576
15,MRPL39,6,RPE1::15::MRPL39,TARGET::15,0.2660151565477646,0.26954977703760574,0.26204057764182315,0.045812655,0.05022761692361291,0.04238698062049165,0.08713399840521571,0.263012327113032,0.2687477659358958,0.2633494605762689,0.26865440372428595,0.16666666666666666,False,False,2.6805162256504644e-10,0.26285845389023504,0.2682819841155358,0.2637947637174234,0.26954977703760574,0.2633943260800038,0.2681291864369922
16,MRPL39,5,RPE1::16::MRPL39,TARGET::16,0.2315734569556839,0.2430487920795432,0.22699512862115662,0.045820057,0.050271871344463134,0.042365262533994974,0.08713399840521571,0.22336110789959432,0.239658581923797,0.2228458287178177,0.23998389228421366,0.3333333333333333,False,False,1.3731739356703798e-10,0.2235479331177934,0.23816214924174325,0.22220783194182822,0.2430487920795432,0.2227796919677994,0.23871087324391357
17,MRPL39,5,RPE1::17::MRPL39,TARGET::17,0.2936354718254696,0.29710378439096363,0.2900442997352435,0.045783125,0.05023407672673906,0.04243704090145061,0.08713399840521571,0.2916086008164028,0.2958969034976774,0.2916298260962349,0.2956275108297808,0.3333333333333333,False,False,8.135338236403555e-11,0.2912193007905898,0.29445364677668096,0.29244059081021057,0.29710378439096363,0.29122789375397334,0.29531892367188023
19,MRPL39,6,RPE1::19::MRPL39,TARGET::19,0.2244095125056955,0.23452966766684794,0.2196726979519172,0.04586431,0.05039743241899458,0.04233184453514013,0.08713399840521571,0.21514487311267627,0.23354949924243362,0.2157767546204573,0.23272226101417706,0.0,False,False,8.478538704448368e-11,0.21547853410487194,0.23171145858006373,0.21522183582387666,0.23452966766684794,0.21662729797564054,0.23191504319778294
2,MRPL39,8,RPE1::2::MRPL39,TARGET::2,0.23173214683924348,0.23925044578583163,0.22717261845264722,0.045742642,0.05009223403419045,0.042444995960766715,0.08713399840521571,0.22517713461681535,0.23928763315143514,0.2250273959676999,0.23824828818156366,0.3333333333333333,False,False,8.577987625768557e-11,0.2253210357472057,0.23764802711206875,0.22465061875768547,0.23925044578583163,0.22511001121586646,0.2378431833485217
20,MRPL39,7,RPE1::20::MRPL39,TARGET::20,0.2488278468232133,0.2507336989057479,0.24457379536718857,0.045814365,0.0502696091507555,0.04242171325486496,0.08713399840521571,0.2483559617247856,0.2500203655997607,0.24800703612219138,0.24964595879613005,0.5,False,False,1.709810973360426e-10,0.2487213410633083,0.24795724491220242,0.24703514159670856,0.2502381488868334,0.2482615620959182,0.2507336989057479
25,MRPL39,7,RPE1::25::MRPL39,TARGET::25,0.2640567235527318,0.2744457168659385,0.26005723335974273,0.04578415,0.05018928231115523,0.04230919982356365,0.08713399840521571,0.25691183916202043,0.27075343727174306,0.2565392907672384,0.2713659868138414,0.3333333333333333,False,False,3.760257244467269e-10,0.25656668530863813,0.2688370524260273,0.25712876579808736,0.2744457168659385,0.25592099740147095,0.27078531004317125
26,MRPL39,5,RPE1::26::MRPL39,TARGET::26,0.2713306953252525,0.2810498387237148,0.267441500523052,0.04577543,0.050163291850082836,0.0424146727704012,0.08713399840521571,0.26426731705904627,0.27870132103233747,0.2639368053404516,0.27852837420637516,0.5,False,False,1.4528606095964847e-10,0.2642054816388163,0.2757590552183949,0.26394592944108736,0.2810498387237148,0.2636587215387573,0.2787509593392852
29,MRPL39,7,RPE1::29::MRPL39,TARGET::29,0.24269729512457835,0.24754908990653002,0.2383447830261767,0.04575742,0.05011067316787858,0.0424287651229907,0.08713399840521571,0.2393989445438885,0.24599722848165084,0.23957662790923395,0.2457783421728079,0.16666666666666666,False,False,2.7571181449026483e-11,0.2395754632481186,0.24520576306980818,0.2392635438957601,0.24754908990653002,0.2398904664486892,0.24457015821118347
3,MRPL39,6,RPE1::3::MRPL39,TARGET::3,0.2485059091593822,0.2566497478367217,0.24424337969372814,0.04582967,0.0502316648886956,0.04236367735269479,0.08713399840521571,0.24158722355189433,0.25459982367582373,0.24155756686390406,0.25526518694301575,0.16666666666666666,False,False,1.2139642763253633e-10,0.24211058516927705,0.25353862639326347,0.2403897250274452,0.2566497478367217,0.24216816260162677,0.2555973764676051
30,MRPL39,8,RPE1::30::MRPL39,TARGET::30,0.22294890776498494,0.22976928117395085,0.21819339909025476,0.04580236,0.05019467067026517,0.04236713139187443,0.08713399840521571,0.21794900715293733,0.22764096407220238,0.2180172656398923,0.22777379750556068,0.16666666666666666,False,False,4.6485676419294464e-11,0.21821918689920855,0.2258415484302073,0.21743896193725393,0.22976928117395085,0.2183924647326089,0.22769361194764495
31,MRPL39,6,RPE1::31::MRPL39,TARGET::31,0.26254690751591625,0.2654413460936995,0.2585382228450369,0.04570411,0.05000620146332159,0.0424845659330149,0.08713399840521571,0.26090221666114605,0.2646755224319025,0.2611360608485058,0.26395021314040956,0.16666666666666666,False,False,2.433896140185965e-10,0.26130180449624796,0.2622442837969178,0.26036300559066866,0.2654413460936995,0.2617414738118926,0.26415520523057906
34,MRPL39,8,RPE1::34::MRPL39,TARGET::34,0.25782652097808817,0.26348130649163415,0.25373814355462593,0.045732584,0.05001988509128448,0.042467607586378374,0.08713399840521571,0.2531805597987827,0.2610158995605889,0.25369888155499054,0.26188911267381076,0.16666666666666666,False,False,1.8194774853430573e-10,0.2539489982295881,0.260219169344428,0.25224949650529427,0.26348130649163415,0.2548910852065515,0.261956689256803
35,MRPL39,9,RPE1::35::MRPL39,TARGET::35,0.2659567635513953,0.27517927112312485,0.26198774194411,0.045775793,0.050077250035142316,0.042452629288194564,0.08713399840521571,0.2586977263935902,0.2731084237067479,0.2585604892115767,0.27315283922400607,0.16666666666666666,False,False,2.3400156812236617e-11,0.2591393895055109,0.2707682311018448,0.257583063806495,0.27517927112312485,0.25895621597243007,0.2734928783323816
36,MRPL39,9,RPE1::36::MRPL39,TARGET::36,0.22938925536440083,0.2330408837018028,0.2247758267185484,0.04577399,0.050106764805790065,0.04243794931597108,0.08713399840521571,0.22723411845560296,0.23083661178893092,0.22739815601456687,0.23136322005548612,0.16666666666666666,False,False,1.0339439027173825e-10,0.22820964037561658,0.22986865538732756,0.22533143304430261,0.2330408837018028,0.22863916855672084,0.23116912981026413
38,MRPL39,5,RPE1::38::MRPL39,TARGET::38,0.28910892436599317,0.2958494087999975,0.28546460164379284,0.045759495,0.05008315402295785,0.04243829549814932,0.08713399840521571,0.2839486407862998,0.29388481892550194,0.28422481178370984,0.29391188588187084,0.16666666666666666,False,False,7.08132441573639e-11,0.2839094234823764,0.29274353609169823,0.28442762139772104,0.2958494087999975,0.2843371209399067,0.2931329721766798
40,MRPL39,8,RPE1::40::MRPL39,TARGET::40,0.20700379898567184,0.2157443067935963,0.20187778371781182,0.045781363,0.05016202897661267,0.042414219670329045,0.08713399840521571,0.20039326189286355,0.21316202368258588,0.20016921172469276,0.21361983116395347,0.16666666666666666,False,False,1.634158641738992e-10,0.20099156094341306,0.21127126137896715,0.19876772363366257,0.2157443067935963,0.20074093862109157,0.21382035684433484
42,MRPL39,8,RPE1::42::MRPL39,TARGET::42,0.26620322979553995,0.2732377758183979,0.26223604897450703,0.045786615,0.050147778959126796,0.042410740718885835,0.08713399840521571,0.2614469616807031,0.2701640308816969,0.2617021818408616,0.2706294276808912,0.16666666666666666,False,False,7.143825808686444e-11,0.26132391500255475,0.2694504293593975,0.2620711815857315,0.2732377758183979,0.2617109152687335,0.2691810642755382
44,MRPL39,5,RPE1::44::MRPL39,TARGET::44,0.20423235753629482,0.2092365579596679,0.1990427288672201,0.04574766,0.050132468346153855,0.0424232106315216,0.08713399840521571,0.20027202957731838,0.20926018458905016,0.2001016552038964,0.2082811544867343,0.16666666666666666,False,False,3.4914792584883614e-10,0.20091926446534916,0.20661554504753596,0.19859311672521934,0.2092365579596679,0.2007840641138723,0.20898133242201514
5,MRPL39,5,RPE1::5::MRPL39,TARGET::5,0.2759892468728457,0.28809448924977454,0.2721650047235119,0.04578509,0.05019204149501724,0.04238970399821272,0.08713399840521571,0.26543488338420995,0.2850315808988968,0.2661326925475087,0.28550572452456074,0.16666666666666666,False,False,4.153188903899263e-11,0.2653396394307533,0.28367616323112704,0.2665877195074587,0.28809448924977454,0.26646893567981006,0.2847278628572582
51,MRPL39,6,RPE1::51::MRPL39,TARGET::51,0.33754296079111706,0.34746970871719235,0.3344194603475497,0.04581348,0.05024227336322696,0.042436123054792906,0.08713399840521571,0.3288398965904459,0.34635474108657127,0.328877343750997,0.3459916090406756,0.16666666666666666,False,False,3.3035685298443696e-11,0.3287923856145901,0.34418358669297044,0.32899580016894964,0.34746970871719235,0.32884381145339125,0.34631350068228517
52,MRPL39,7,RPE1::52::MRPL39,TARGET::52,0.20445161304568304,0.20828912502560756,0.19927070707752387,0.045734532,0.050082164209166044,0.04245058968822047,0.08713399840521571,0.20266054881359058,0.20532265206806702,0.2023074751917375,0.20657349693391924,0.16666666666666666,False,False,1.9194167089064962e-11,0.2038594496597794,0.20473281324171852,0.19951029442591878,0.20828912502560756,0.20352373512163524,0.2066831983609753
54,MRPL39,9,RPE1::54::MRPL39,TARGET::54,0.16764926330141378,0.17359161979531976,0.16130039216534428,0.04569966,0.05000428371574288,0.04232383735980082,0.08713399840521571,0.16280150973831817,0.1716985041861628,0.16304622758429685,0.17212924981403713,0.16666666666666666,False,False,2.9641254728485222e-12,0.16351362890144872,0.17037504352901794,0.16157692716923142,0.17359161979531976,0.16403782112195703,0.17240571337386704
55,MRPL39,5,RPE1::55::MRPL39,TARGET::55,0.268375306553382,0.27454030394510925,0.26444748596110734,0.045747485,0.05009561176109592,0.04243227362416439,0.08713399840521571,0.26361108997782207,0.2732583183143383,0.2636472676348563,0.2730214801145104,0.16666666666666666,False,False,1.3011572375098979e-10,0.26374481437379504,0.27161539741616686,0.26337161102925843,0.27454030394510925,0.26382515533732176,0.27290086699741123
56,MRPL39,5,RPE1::56::MRPL39,TARGET::56,0.30336616407731626,0.3179500954097447,0.29988732455492173,0.045810718,0.05018650276386003,0.042380104653929364,0.08713399840521571,0.29192678481424794,0.3143631981740101,0.2918039770928997,0.31450357385367944,0.5,False,False,2.777343216520123e-10,0.2918649629721423,0.3123219437010835,0.2918880721013916,0.3179500954097447,0.2916588416213426,0.31320956915765186
6,MRPL39,7,RPE1::6::MRPL39,TARGET::6,0.24160363316843878,0.24382260427994354,0.23723693756211917,0.04572692,0.050083239829167896,0.04246510832371947,0.08713399840521571,0.2415355919455041,0.24132537632181192,0.2419814388343922,0.24122523578601054,0.5,False,False,4.1148064122698003e-10,0.2419871953268544,0.23946810418805575,0.24115606992682562,0.24036307507346816,0.24279826493692017,0.24382260427994354
