level,group_id,n_bootstrap_requested,n_bootstrap_valid,aligned_rho_bootstrap_mean,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_control_magnitude_bootstrap_mean,partial_rho_control_magnitude_ci_low,partial_rho_control_magnitude_ci_high,rc80_improvement_pct_bootstrap_mean,rc80_improvement_pct_ci_low,rc80_improvement_pct_ci_high,excess_aurc_bootstrap_mean,excess_aurc_ci_low,excess_aurc_ci_high,aurc_reduction_vs_random_pct_bootstrap_mean,aurc_reduction_vs_random_pct_ci_low,aurc_reduction_vs_random_pct_ci_high
overall,overall,1000,1000,0.37116416799941215,0.3538620106394106,0.38855240065895824,0.4606806179270709,0.44946228004920546,0.47170948579177935,4.062050882103709,3.7005270497427913,4.440118428165057,0.05111080005265622,0.049612576676881265,0.05260678607389591,5.348795596028109,4.971309368951099,5.732585075406376
predictor,V0DrugMeanAcrossDose,1000,1000,0.3076970097896159,0.2876037455571783,0.32813604425948845,0.3195568151955435,0.30168780727545425,0.336666181017079,4.160628373211853,3.734788856495756,4.5821194116069135,0.053271810230141096,0.05148143609626939,0.055020035475466765,5.286907354555035,4.833001351254723,5.716113499142917
predictor,V0ExactDoseMean,1000,1000,0.4320755616380934,0.4126958424411298,0.450019933658765,0.5925685363202556,0.5778507050431654,0.6068972978801516,3.8063135623318702,3.483649970772156,4.136739195330057,0.047449356588082484,0.045798490811082726,0.049156982928958044,5.5160954984395705,5.166682743705561,5.876331815048509
