scope,replicate,rho_safeconf,rho_magnitude,rho_disagreement,partial_safeconf_given_magnitude,utility_safeconf,utility_magnitude,delta_utility_safeconf_minus_magnitude,delta_rho_safeconf_minus_magnitude,mean_delta_family_centroid_minus_control,mean_delta_family_centroid_minus_official_general,mean_delta_family_centroid_minus_source
pooled,2075,0.39288190402188666,0.6282925723553635,0.2875864172419141,0.21689668109939464,0.31479427804181265,0.6154248649803995,-0.30063058693858685,-0.23541066833347685,-0.0076573711516503854,-0.0026839630522308396,-0.002939541819289323
pooled,2076,0.445293385095137,0.62584173613817,0.2368781327744379,0.27558178698185637,0.3790963537693577,0.6015641204802806,-0.22246776671092294,-0.18054835104303296,-0.008556895287576392,-0.002595734474866911,-0.0028610124466487918
pooled,2077,0.42796978421694054,0.6202185785259466,0.28106461013716894,0.2570534918268667,0.35860908954052817,0.6017150894749866,-0.24310599993445847,-0.1922487943090061,-0.008546041453825821,-0.002667215918684578,-0.0031591266873288236
pooled,2078,0.3792112213090163,0.6075392055039087,0.23199516244007165,0.24037402953592885,0.2993340289774324,0.5610982244099516,-0.2617641954325192,-0.22832798419489242,-0.0075834876795806486,-0.0027818852972205286,-0.003048895590476707
pooled,2079,0.40704470043072044,0.6187717599472674,0.2428193327144297,0.2712596637145939,0.3249322800541844,0.5839994597625454,-0.259067179708361,-0.21172705951654697,-0.008289416713389286,-0.0025466768077161655,-0.002906884133713178
pooled,2080,0.38519977620690016,0.6155485286434919,0.20058018567899003,0.2114739657583605,0.24930448872642985,0.5956233151689415,-0.34631882644251166,-0.2303487524365917,-0.00794053224536875,-0.0027245684311685294,-0.0031034766555205263
pooled,2081,0.3975313852234813,0.6158305634214858,0.20146892657104054,0.22886966029049766,0.3666022559471157,0.59044984667063,-0.22384759072351434,-0.21829917819800448,-0.008788355668313147,-0.0026017001191699454,-0.003155461734539925
pooled,2082,0.441600199265727,0.6125828046625473,0.2288588290432314,0.2558545573812053,0.34227063051653167,0.5831872765828356,-0.24091664606630397,-0.1709826053968203,-0.008999269854494172,-0.002555335386396161,-0.0028268893078933904
pooled,2083,0.4453745416550707,0.6464024359666967,0.3372223465824349,0.27785329565340994,0.4182041323572219,0.6128566958123904,-0.19465256345516851,-0.201027894311626,-0.008693725197051763,-0.0027691152747228933,-0.0028883457401624175
pooled,2084,0.40208865516243947,0.6242506638502475,0.18887776349152752,0.2555818845891802,0.2993573386961387,0.6178251049086202,-0.3184677662124815,-0.22216200868780805,-0.0085008046442899,-0.002826585810797139,-0.003045954093478377
pooled,2085,0.4253625528593085,0.6201347924661975,0.26029608422436706,0.2733223229315993,0.3311661596258943,0.582868343874326,-0.25170218424843166,-0.194772239606889,-0.008401441115752275,-0.002586173123487288,-0.0028154053879502726
pooled,2086,0.3955519165294982,0.6074077002056132,0.1909757413640621,0.2576509795788964,0.281442544477262,0.5645134174962284,-0.2830708730189664,-0.21185578367611496,-0.008027370066541799,-0.002575696187164862,-0.0027761486018085817
pooled,2087,0.43032862091233726,0.6398610749298445,0.23246597032841243,0.27065693724129486,0.3470201015286406,0.6270656473124361,-0.2800455457837955,-0.2095324540175072,-0.009219911018836643,-0.0023638383850799784,-0.002627511949849221
pooled,2088,0.3430439747901617,0.6195494199734866,0.19873397150734534,0.18780360459919312,0.2843533054231612,0.6437060253301488,-0.3593527199069876,-0.27650544518332487,-0.009479244793965183,-0.002553138566508103,-0.00280273965506199
pooled,2089,0.3694754825283583,0.6120669078555598,0.21929015254436238,0.2162555891704574,0.30915792967203454,0.5630257146382609,-0.25386778496622636,-0.24259142532720152,-0.008695429367169973,-0.002714922925190928,-0.002982307860692545
pooled,2090,0.401938625200272,0.6032362021215613,0.24764435834953544,0.2786491974485757,0.3350966131667741,0.5693643557866,-0.23426774261982597,-0.20129757692128925,-0.008804338694995108,-0.0026981364995272736,-0.0029141469522251076
pooled,2091,0.44295211709974996,0.6557742637515995,0.24149944263288345,0.23348581888419873,0.3740197537218775,0.6294145831552785,-0.255394829433401,-0.21282214665184956,-0.008999938165508937,-0.002610125098849219,-0.0029914216428552514
pooled,2092,0.43346713645333723,0.6363216947272766,0.24144205385332035,0.2571009860926903,0.29523087606533804,0.5820386494563616,-0.2868077733910236,-0.2028545582739394,-0.008378273299619515,-0.002443542509057581,-0.0029291832955262004
pooled,2093,0.42005467618637193,0.651105491877679,0.23365539566098661,0.23941367502027738,0.3448465066112193,0.5685593271402211,-0.22371282052900177,-0.23105081569130703,-0.008660684424457252,-0.0026340536529210214,-0.0028599165315768282
pooled,2094,0.38053043142392995,0.5986623629274176,0.22328539046797707,0.2412093118812671,0.3236577060431793,0.5530488223240277,-0.22939111628084846,-0.21813193150348764,-0.008395363659515705,-0.0026294716557880415,-0.0029944510131519296
pooled,2095,0.4254405680975011,0.6153213854485041,0.2402232958406356,0.23988784320141923,0.32301815896147423,0.6057218691894413,-0.28270371022796703,-0.18988081735100304,-0.008181439489597134,-0.0026081262545665073,-0.0030813051457819745
pooled,2096,0.3975246046822451,0.6114192663916679,0.2577995321599914,0.2556338111018048,0.23892568144567122,0.5759353538987949,-0.3370096724531237,-0.21389466170942278,-0.008361355206036989,-0.002682870638035187,-0.002959069919881247
pooled,2097,0.4408658408837667,0.599628430469732,0.27019226743680985,0.3022649611467424,0.36904377990384907,0.5273408299684413,-0.15829705006459227,-0.15876258958596534,-0.008775567930712574,-0.002409799367309095,-0.0027527185496029893
pooled,2098,0.3912119246677645,0.6387817277589126,0.2291597713612281,0.23753169225910772,0.28686952493941864,0.6143387483168,-0.3274692233773814,-0.24756980309114812,-0.008919904163065968,-0.0026744219374029406,-0.003024245749473438
pooled,2099,0.39990451325864296,0.5958085852109828,0.2443215587744261,0.2622083762965942,0.3307426425656482,0.5362449632209676,-0.20550232065531937,-0.19590407195233983,-0.00840854129294175,-0.0025376052234801897,-0.0027957641463259137
pooled,2100,0.4002923622078533,0.6481808981501581,0.2236703752236158,0.23302949501874862,0.27987067878050537,0.5739479112699722,-0.2940772324894669,-0.2478885359423048,-0.008522192983466247,-0.002574553333898249,-0.003006863746613885
pooled,2101,0.42155035663557733,0.6290874417263657,0.2715423169262155,0.2592410424253414,0.3412505669408352,0.6023686854010795,-0.26111811846024424,-0.20753708509078833,-0.008433348145121864,-0.0025490710751106473,-0.002811618796048986
pooled,2102,0.4043364350334874,0.5924906373182282,0.2623331906698151,0.2427107621984518,0.293174732202653,0.5470160764046184,-0.25384134420196536,-0.18815420228474078,-0.008913015285567533,-0.0026509440139714595,-0.00300704758258544
pooled,2103,0.3820322371713274,0.6065342484849657,0.2446472491367303,0.23934880208951045,0.29247916302238525,0.5680816186287537,-0.2756024556063685,-0.22450201131363834,-0.00883175279304409,-0.00266521478213096,-0.002930192750189246
pooled,2104,0.3670869756763808,0.6114303278414999,0.23945754816183376,0.21992100058686925,0.266149448825067,0.619055301141168,-0.352905852316101,-0.24434335216511904,-0.008136379640805472,-0.0025915349059108745,-0.0028328443301762285
pooled,2105,0.41324621367382386,0.629576804782687,0.21705459631933294,0.23822874652504925,0.35521740359920506,0.5981893438791923,-0.24297194027998725,-0.2163305911088631,-0.008896460981676521,-0.0025920030834859493,-0.0028294958017661444
pooled,2106,0.3998921990400964,0.6398872238897474,0.2437593650196054,0.26361617928560277,0.281963298337455,0.5796762494459431,-0.2977129511084881,-0.23999502484965102,-0.008991685336385039,-0.002559720633860787,-0.0028095055188901924
pooled,2107,0.42583655323934894,0.601234437608226,0.20945547209243826,0.2928268652771203,0.3709277683227175,0.5823668345250492,-0.21143906620233172,-0.1753978843688771,-0.00874241438434735,-0.002505961946232123,-0.002698554178864953
pooled,2108,0.39353963377055096,0.5993773232145292,0.23106718544128196,0.23592265350651312,0.30283558420601575,0.557078101044305,-0.25424251683828925,-0.20583768944397823,-0.008753107543364606,-0.002637338469418134,-0.0030064779428217604
pooled,2109,0.4123418807564919,0.6440265850243982,0.21199450068926334,0.258503995907342,0.3326957700075721,0.6260126210920547,-0.2933168510844826,-0.23168470426790633,-0.009495932791159753,-0.002528263967513139,-0.002767056016157273
pooled,2110,0.406565001374593,0.6331847217702884,0.2604918836180749,0.260196303875891,0.3509972872965794,0.5878190721647117,-0.23682178486813232,-0.2266197203956954,-0.008277856150010093,-0.002621904944486416,-0.0030161364007670545
pooled,2111,0.3873371334796257,0.5783609214598784,0.24585894767540686,0.23677910219317302,0.34030987447302047,0.5947277502140647,-0.2544178757410442,-0.1910237879802527,-0.007915713991944575,-0.0025837920722715352,-0.0030106524212757204
pooled,2112,0.40504629911735235,0.6046177469068722,0.23707324081777142,0.23270186096152343,0.3228725522414079,0.5943108338873012,-0.27143828164589334,-0.19957144778951985,-0.008360188485618997,-0.002696644968959795,-0.0032632853057873437
pooled,2113,0.39222591574757365,0.5910550029000877,0.2742922836739076,0.2237252811199733,0.28110881317424213,0.5831144233735529,-0.30200561019931077,-0.19882908715251407,-0.008729076801144167,-0.002591788105142035,-0.0029583171461374
pooled,2114,0.37736160149473785,0.6141588877447831,0.24807302411173898,0.2338596965830391,0.3184948075737301,0.600241634354884,-0.28174682678115387,-0.23679728625004526,-0.008469841304981306,-0.002641071242660859,-0.0029332060920398326
pooled,2115,0.3914440547454481,0.6293609257995042,0.2301836546758508,0.23997443773354968,0.2982915751732843,0.6212284571481846,-0.32293688197490034,-0.23791687105405612,-0.008603007633409099,-0.0026948556630740825,-0.0029776992146860856
pooled,2116,0.41816360488312904,0.6504637378951358,0.2626283142745527,0.23329990978925658,0.2871350270175657,0.5991549803655852,-0.3120199533480195,-0.23230013301200675,-0.008116678026658244,-0.002761743112821013,-0.0030656993165622164
pooled,2117,0.4039719655445985,0.6372956320175504,0.24174768950624545,0.2506052983064976,0.3152372025747734,0.6231353786460844,-0.307898176071311,-0.23332366647295183,-0.00839540986670643,-0.0026601792458968857,-0.002870111425989034
pooled,2118,0.4030178806531412,0.6323082237965683,0.1996605081598265,0.264690909140252,0.32635653059505104,0.5816750148423981,-0.2553184842473471,-0.22929034314342706,-0.009379546485692565,-0.0026258796890491973,-0.0030053340539740914
pooled,2119,0.4082126899516062,0.6446073748160882,0.23429300622387234,0.24590523734713338,0.3309987305081038,0.6245473570419773,-0.2935486265338735,-0.236394684864482,-0.008867873523157363,-0.0025438369299608833,-0.0029659349789434527
pooled,2120,0.43535521736857097,0.6297572016263975,0.20346868815921307,0.2792477952363096,0.3163837491081981,0.6065895770208862,-0.2902058279126881,-0.1944019842578265,-0.008267126139204092,-0.002711326984546401,-0.0030097860859252274
pooled,2121,0.42094914767140684,0.6323934633793737,0.26303947417793444,0.23987337177442367,0.2775969200547789,0.6108339215449078,-0.3332370014901289,-0.2114443157079669,-0.00821810048117648,-0.0026432772240465555,-0.0029897263046053508
pooled,2122,0.34915380566979565,0.6077390132103458,0.21136117999319723,0.2169264085863173,0.2563253135171905,0.601229950261371,-0.34490463674418054,-0.2585852075405502,-0.008350947133374231,-0.0026952658279324896,-0.003028491753296223
pooled,2123,0.4386325932905328,0.619320784813772,0.24292435714162408,0.28348725436054956,0.3394399884204695,0.6066356675698927,-0.2671956791494232,-0.18068819152323917,-0.008182961127602398,-0.00254702356215993,-0.002978881676845466
pooled,2124,0.4994417243869068,0.6564079733055875,0.273899454240779,0.2990582799740079,0.3522513767906361,0.6206202658134511,-0.26836888902281497,-0.15696624891868072,-0.008555573221459598,-0.002573872894529829,-0.002894619520185682
pooled,2125,0.4334134118516802,0.6608356956982623,0.26378121035097685,0.2505338224880722,0.3793731306138982,0.6768867239069767,-0.29751359329307847,-0.22742228384658209,-0.007982971583251675,-0.002603529577770499,-0.0029983137995867777
pooled,2126,0.40764466626588136,0.585868203105353,0.19879478736589448,0.2768291620285469,0.34161805955074304,0.6036830583647633,-0.2620649988140203,-0.17822353683947167,-0.009077275714202557,-0.0024797714167164296,-0.002818190556088145
pooled,2127,0.37172789429954667,0.599247061855281,0.2165817497847906,0.2271241432523766,0.28942848597803883,0.5645024005453638,-0.275073914567325,-0.22751916755573431,-0.008358678448875887,-0.0025872861737626074,-0.002889497287388048
pooled,2128,0.40045294369797646,0.6032340033080564,0.22705065543047934,0.24452015100326602,0.3057174566560467,0.5782814208294866,-0.2725639641734399,-0.20278105961007997,-0.009040796432336169,-0.0026287717936548326,-0.0028984616986787804
pooled,2129,0.41662186067598594,0.615123496758833,0.2301460066553127,0.2626008506353347,0.28525466253052606,0.5796562916295493,-0.2944016290990233,-0.1985016360828471,-0.008840052293377282,-0.0025847368183280523,-0.002847420171511319
pooled,2130,0.4028916720768747,0.6337436840446146,0.26006040194051383,0.24978293630295817,0.34444874930065916,0.6056610560244013,-0.2612123067237422,-0.23085201196773986,-0.008901802919046107,-0.0026674378846696,-0.002931589629718649
pooled,2131,0.41698448356919326,0.6102320501833727,0.24076808231133948,0.2801429668497737,0.2923537325588668,0.5886261744066368,-0.29627244184776996,-0.1932475666141794,-0.008975275184818344,-0.002630333060193026,-0.0029909541536777213
pooled,2132,0.3786879501338531,0.58490663677605,0.23639415628244828,0.25349290700551685,0.2843587261864497,0.5757385157239961,-0.29137978953754645,-0.20621868664219695,-0.008119463958348686,-0.00265109499107199,-0.003012161255828786
pooled,2133,0.4232977212254692,0.6341182480213385,0.2351395346579189,0.2257363058376323,0.37215902050978134,0.5962616065510817,-0.2241025860413004,-0.21082052679586932,-0.008403100031498861,-0.0025565735399499284,-0.002747838464812439
pooled,2134,0.38917737098166205,0.6066431832081269,0.26377839256965746,0.2510595881494649,0.28106587824250473,0.5646157163321015,-0.2835498380895968,-0.21746581222646488,-0.008835481174258265,-0.0026853126174912886,-0.0029217289142482615
pooled,2135,0.4147254250648698,0.622171200412784,0.28169527234917724,0.2313042554358172,0.34995157068741073,0.6127911274706681,-0.2628395567832574,-0.20744577534791414,-0.008563091149609792,-0.0025589994029207256,-0.002887895171713055
pooled,2136,0.36719365895300565,0.5560192085726564,0.22698587742959248,0.2573757022505049,0.26245865352590475,0.5113542712027479,-0.24889561767684315,-0.18882554961965076,-0.008669999329134767,-0.0026882286136630036,-0.0030760259363133277
pooled,2137,0.4162875884593771,0.6505874326863897,0.2924601152698067,0.24579573097924245,0.2585565820007264,0.5736773283393956,-0.31512074633866916,-0.23429984422701267,-0.008905781862691956,-0.0026575651096315987,-0.0028974193049130193
pooled,2138,0.3974359365064006,0.6003327586635591,0.24479026805675372,0.2456133843531449,0.31788077736627285,0.5943803797134984,-0.2764996023472256,-0.20289682215715849,-0.008220325023755208,-0.002545948123302565,-0.003024934471005605
pooled,2139,0.3867899940266634,0.6313730584629706,0.2070306758215299,0.2278680810961358,0.32132494936461453,0.6293754897127853,-0.3080505403481708,-0.24458306443630723,-0.008220571405594746,-0.0027286071627806575,-0.0030677806716183135
pooled,2140,0.40367854450957524,0.6171773281803253,0.22703736080839398,0.2647220721334962,0.2957833067496651,0.6042102741720086,-0.3084269674223435,-0.2134987836707501,-0.008622311681864989,-0.00249859083669123,-0.0027234959576603796
pooled,2141,0.41265271172069184,0.6160852832107796,0.23917956845929483,0.22985142305197998,0.3909269447877513,0.583528599760161,-0.19260165497240972,-0.20343257149008775,-0.009450371912758694,-0.0025044373275078156,-0.002700027560231224
pooled,2142,0.42520998832375134,0.6027601345829973,0.21707641083518064,0.24933196606271096,0.3159536163262838,0.58402114221631,-0.26806752589002614,-0.17755014625924592,-0.00808463416242207,-0.0024772479292874956,-0.0028341756676045185
pooled,2143,0.3556513434442085,0.6320019985897293,0.1819884244842357,0.21039542541102904,0.2853857700985382,0.6108465961468724,-0.3254608260483342,-0.27635065514552076,-0.008318798431213019,-0.0026560235668065778,-0.0029301045172672323
pooled,2144,0.4153040639370523,0.6333891794459527,0.2357935564923836,0.24525524374415883,0.32289273147926817,0.6292593854830131,-0.3063666540037449,-0.21808511550890042,-0.008459254346907912,-0.002594171622380495,-0.0028760775718006796
pooled,2145,0.37530740058822154,0.5941801281415195,0.2048581650017361,0.20473797136147204,0.2979174630082483,0.5960244501926215,-0.29810698718437323,-0.218872727553298,-0.008084041514790532,-0.0026075524821907335,-0.0030423828704297896
pooled,2146,0.3631701954553566,0.6305950835712624,0.26971804419403894,0.20600943862616158,0.2968400313027224,0.608984897422655,-0.31214486611993264,-0.26742488811590576,-0.00833819876623073,-0.0027477525019998527,-0.0032033150785759678
pooled,2147,0.3871335328548299,0.599453951863127,0.23540724378415495,0.2547200093979936,0.29000419314209547,0.5761229696497371,-0.2861187765076416,-0.21232041900829712,-0.009460129004082905,-0.002437687413012307,-0.0028232032262514887
pooled,2148,0.40020352476403875,0.5537778237021863,0.25843688357437977,0.27184653619688415,0.3546420369404958,0.5498906554215286,-0.1952486184810328,-0.15357429893814756,-0.008405313186260747,-0.002533739096440211,-0.0028972100852817212
pooled,2149,0.40641006460810875,0.6447248487716768,0.21850956038724775,0.24410573686390852,0.32971134093434507,0.6301646256282273,-0.3004532846938822,-0.23831478416356805,-0.008626097323025503,-0.0024890476827387517,-0.0026617734454319015
pooled,2150,0.4341867659355215,0.6535571352568454,0.26424234309021966,0.2626935236001082,0.3322515059329571,0.6014675993412492,-0.26921609340829206,-0.21937036932132392,-0.008715575732408725,-0.002543895306847787,-0.0027958202612703045
pooled,2151,0.38660299596232395,0.6283614106934271,0.24669906976748568,0.24982884449969375,0.30454653377227237,0.5991682159401108,-0.29462168216783846,-0.24175841473110316,-0.008406658742604002,-0.00259997160446974,-0.0028999054024938294
pooled,2152,0.4515770644394506,0.6167828419288162,0.2508531625483678,0.26702640411111284,0.35721371559863896,0.6077217187015425,-0.2505080031029035,-0.16520577748936555,-0.007774570595233678,-0.002567935245310266,-0.002921807184052978
pooled,2153,0.39472823648179406,0.6280720635152699,0.24100767911460788,0.22916294048213812,0.2709738351047087,0.6044903337482314,-0.3335164986435227,-0.23334382703347584,-0.008042391830901413,-0.002610289850634361,-0.0030589968447153155
pooled,2154,0.39565199699799,0.6117543795233703,0.23610478004582236,0.2666047867139207,0.2936087240465426,0.6334293011016929,-0.33982057705515034,-0.21610238252538033,-0.00863854457921873,-0.0026337077940139565,-0.0029399077257069397
pooled,2155,0.4309344597054171,0.5913823418981503,0.1927605459912183,0.2883218649857925,0.34982347735035907,0.5571701210580678,-0.20734664370770878,-0.1604478821927332,-0.008626774108976965,-0.002525423030059601,-0.00292260541550518
pooled,2156,0.40852813675018623,0.6387426381605482,0.2558576114060573,0.24837675497217207,0.35082788577507523,0.6495902926272291,-0.2987624068521539,-0.23021450141036198,-0.008622301154595998,-0.0025353399411525207,-0.002741752506203622
pooled,2157,0.43329646665828475,0.6448712272689608,0.2919889682383855,0.28613939005063166,0.37114132299251956,0.6084434284400005,-0.23730210544748098,-0.2115747606106761,-0.008218614510857798,-0.0026131596404406904,-0.002833889894977324
pooled,2158,0.3720331382530555,0.6480379844962081,0.24758958659032074,0.2107584826847078,0.27813937876186334,0.6124433277800865,-0.33430394901822313,-0.2760048462431526,-0.008522153977801412,-0.0025505835081979546,-0.002739420431360039
pooled,2159,0.4063194069813089,0.6033974673692543,0.2388189988839395,0.24652867083817254,0.34055067544317524,0.6288007681298144,-0.2882500926866392,-0.19707806038794534,-0.008294230230437969,-0.002598391520621584,-0.0028891998651931574
pooled,2160,0.4153650570235949,0.6061666492267316,0.2830774676648117,0.27514927673423045,0.34700345377481806,0.5532980575764616,-0.2062946038016435,-0.1908015922031367,-0.008701590991627251,-0.0024605319389155427,-0.002754190387755326
pooled,2161,0.459681293330965,0.6575827794886242,0.30485040750503256,0.24630546395033953,0.36074557459117323,0.6382425410145991,-0.27749696642342586,-0.19790148615765918,-0.009022550889082721,-0.0025893341366323036,-0.002970921861134412
pooled,2162,0.4210726051975382,0.6228516401754302,0.24117219438627271,0.2449794742652819,0.3116472347783124,0.6143820407968384,-0.30273480601852604,-0.20177903497789196,-0.008703373078280438,-0.002596921144197346,-0.0028213024582063938
pooled,2163,0.4058154788577551,0.6130473578449819,0.21030385482369393,0.24536468274206802,0.3754758792496758,0.6012492580675638,-0.225773378817888,-0.20723187898722678,-0.008123745349919543,-0.0025641281599077664,-0.002952522560038105
pooled,2164,0.4316158921781107,0.638779413462289,0.2625274721212544,0.26541702070038853,0.3248518425321809,0.5775955042980028,-0.25274366176582186,-0.20716352128417825,-0.008955713954064437,-0.0024353315346377427,-0.0027876051598382965
pooled,2165,0.41796864211643014,0.6085250305435298,0.2522878687599353,0.2424463129851093,0.35423487694395944,0.6070608096609753,-0.25282593271701587,-0.19055638842709965,-0.00927294268323492,-0.0025423984192315457,-0.0029112003341378663
pooled,2166,0.4251621755299503,0.6261747762415141,0.235608115333102,0.27514261077912644,0.354372123601226,0.553230713951302,-0.19885859035007597,-0.2010126007115638,-0.008241288209054782,-0.0026297133471042955,-0.0028609200687297136
pooled,2167,0.34383690928584926,0.6097081970706263,0.2268701713253522,0.17725845460016076,0.24567746641929555,0.6048927960903868,-0.35921532967109127,-0.26587128778477703,-0.008630011929867187,-0.002520646803651823,-0.0031349301849709966
pooled,2168,0.3840867798818663,0.585115200876462,0.2466028285563088,0.23822918443641744,0.2463001618624233,0.5931636055283455,-0.34686344366592214,-0.20102842099459567,-0.008605290396584699,-0.0026344006133654607,-0.0029684573489516257
pooled,2169,0.3968632397590752,0.5945579373064028,0.28095001530308406,0.23411395168716517,0.30247669781462416,0.5941047629591684,-0.2916280651445442,-0.1976946975473276,-0.008193818270685977,-0.0027088549188886753,-0.0032180952815037667
pooled,2170,0.37123004802337367,0.6241026712371393,0.21737728024954592,0.2165653306566821,0.25997501288404495,0.6247888383883422,-0.36481382550429725,-0.2528726232137656,-0.008955371490183354,-0.0025881229364331866,-0.002940332934339534
pooled,2171,0.4152340213388562,0.5990836760870989,0.2510419672739089,0.27016504600441715,0.4047734279770908,0.5684998447334749,-0.1637264167563841,-0.18384965474824272,-0.008927014127248696,-0.0026358233774902255,-0.0029607290515896306
pooled,2172,0.4064748813399277,0.5937346421399103,0.2570963909929215,0.2716562271398232,0.35222423894197663,0.554937875360145,-0.20271363641816842,-0.18725976079998263,-0.008194309256415604,-0.0025847930266427108,-0.002884501621329921
pooled,2173,0.41068136182900167,0.6141244216690974,0.19498581048081615,0.2355268931755259,0.30168237336027026,0.5956808513059941,-0.29399847794572387,-0.20344305984009575,-0.008829202056028397,-0.002682748383466408,-0.0030647227287536175
pooled,2174,0.40285405103033267,0.6245171268320127,0.24138693648628026,0.21967168912243873,0.3317201188364497,0.6295315179974372,-0.29781139916098753,-0.22166307580168,-0.008863880640474463,-0.002618838091214422,-0.0030020823566455257
pooled,2175,0.42194231582590686,0.5936476954601433,0.24880898788819575,0.2805299771939573,0.32856201052700107,0.5813874505259822,-0.2528254399989811,-0.17170537963423643,-0.008521278836430593,-0.0024977800668875704,-0.0028966034871076027
pooled,2176,0.4169163298299005,0.6227684450397712,0.2291047053915083,0.2662969957371621,0.3523781371807235,0.5896895033967925,-0.23731136621606896,-0.20585211520987073,-0.008011161707938863,-0.002630425296935006,-0.0028769413124387225
pooled,2177,0.37934031023991416,0.6085551021665014,0.23294184117164873,0.24915684855732595,0.3116270867064036,0.5952596078935612,-0.28363252118715765,-0.22921479192658728,-0.007870174913222111,-0.0028250371956278658,-0.0030773141825145853
pooled,2178,0.35787474971911437,0.6065220286960374,0.26654179923768234,0.21592656365887763,0.32096197898721374,0.588648685078914,-0.26768670609170025,-0.24864727897692307,-0.008501743424940075,-0.0027419512215123044,-0.003013846311514298
pooled,2179,0.37065233755012855,0.6085202920555636,0.21596937263614888,0.23682992916328996,0.2655338317906707,0.5724791170477911,-0.3069452852571204,-0.23786795450543502,-0.00719417252905888,-0.002636270189485775,-0.002952126139440648
pooled,2180,0.3806494672027763,0.5930033297340491,0.23015924064908236,0.2502797641049648,0.29691884028986454,0.5609157978854565,-0.263996957595592,-0.2123538625312728,-0.007785776393097681,-0.0025862855338759146,-0.0027533110039881584
pooled,2181,0.39541470248403077,0.5911290201520898,0.2158502463441713,0.2349765021587487,0.296362762080427,0.5636253665207215,-0.2672626044402945,-0.19571431766805902,-0.00903335613835119,-0.00263552466991704,-0.003089642649076493
pooled,2182,0.4161885410953221,0.6269565677723413,0.22354017862052822,0.236331349705637,0.3483389038048478,0.5852120743041833,-0.23687317049933554,-0.21076802667701922,-0.00832599990412867,-0.0025605649812142444,-0.0030293724640935073
pooled,2183,0.41026783474735173,0.6316686729927367,0.2263697553896436,0.215123905632689,0.35819489219618345,0.6281090283011104,-0.2699141361049269,-0.22140083824538492,-0.008268082959408887,-0.0026534597790522567,-0.00306162730415076
pooled,2184,0.40858315215687746,0.6279457265360708,0.2773027561495791,0.23138115088763,0.3357044101752562,0.5868863611265203,-0.25118195095126405,-0.21936257437919338,-0.007505828085898234,-0.002582926147302015,-0.0027230893386666418
pooled,2185,0.41753057136346877,0.5937507496910138,0.24317949100300407,0.2738072826929689,0.3200501867736879,0.5538862914569693,-0.23383610468328142,-0.17622017832754505,-0.00887005459612056,-0.002533716433467479,-0.0030446008502546455
pooled,2186,0.4377028364078843,0.6318517638320748,0.2494744933369336,0.2526188560102887,0.361842639352598,0.6213400801489852,-0.25949744079638726,-0.19414892742419043,-0.008601455260669393,-0.002545724462821817,-0.0028585079212110312
pooled,2187,0.4043981169957769,0.6116397666503559,0.22604588919668742,0.26408942440543315,0.346971515412517,0.5951866963898639,-0.2482151809773469,-0.20724164965457903,-0.00842221005031011,-0.002621210716493079,-0.002932865125072548
pooled,2188,0.4629465667466282,0.6549871934922065,0.3039627812661673,0.27944940387563283,0.35773307698059376,0.6184362291168104,-0.26070315213621664,-0.19204062674557826,-0.00875143932452068,-0.0026577037427727673,-0.003022394599462184
pooled,2189,0.36649551716616124,0.6088750325628055,0.22440131989003204,0.20764609987604046,0.3564107382770305,0.6434311279282475,-0.287020389651217,-0.24237951539664426,-0.009188696986940168,-0.0026211686854688567,-0.00308626535211316
pooled,2190,0.3964241251659355,0.5789843994752502,0.21230946845656118,0.26637081684535974,0.3196974476771646,0.5556950754103505,-0.23599762773318583,-0.18256027430931465,-0.008632749218494155,-0.0025741583180463787,-0.002787465635710212
pooled,2191,0.39164400478493083,0.6072963741896686,0.22266636547737645,0.22863960955775212,0.33535869705227056,0.57187869367941,-0.23651999662713946,-0.2156523694047378,-0.008893231166556149,-0.0025030626090907135,-0.002863045671261261
pooled,2192,0.40197873302169695,0.6040989990271692,0.2663161979603042,0.25353328109073614,0.2797611463302174,0.5539415238089989,-0.27418037747878143,-0.20212026600547228,-0.00794654509129635,-0.002768216984292483,-0.0030847487342918548
pooled,2193,0.42306142581071604,0.5905508032120227,0.2562747303968895,0.26731605318297225,0.3035664350975154,0.562225713994938,-0.25865927889742263,-0.16748937740130665,-0.008578409527113943,-0.0026749929149822434,-0.0029927441747171143
pooled,2194,0.3877537900298266,0.6096140097918977,0.20312517487102089,0.24783899569405526,0.2927585911865103,0.5867465976552708,-0.2939880064687605,-0.22186021976207115,-0.008457765376254173,-0.002673560560765746,-0.003140360907549008
pooled,2195,0.4447877248198322,0.6365819579163412,0.24799597308743934,0.27458693752026003,0.3940040660553974,0.6251759254960756,-0.2311718594406782,-0.191794233096509,-0.008384992533113365,-0.0024874816812590008,-0.0026122548250717553
pooled,2196,0.41818080875472385,0.6193575975607994,0.25475556785201836,0.26927938711934485,0.30425992129644264,0.5106916296513943,-0.20643170835495162,-0.2011767888060756,-0.008480244778907615,-0.0026302850967525235,-0.0027745530282262793
pooled,2197,0.4129655507365679,0.6238176969710604,0.24137946351524536,0.26455962851925324,0.26144841178896155,0.6035090360880601,-0.3420606242990985,-0.2108521462344925,-0.008847059450983782,-0.0026231676358337377,-0.0029420375613746067
pooled,2198,0.4081336268486082,0.6080173752148826,0.2601544817702097,0.24097461117728347,0.3260647840630889,0.5848803130078061,-0.25881552894471715,-0.19988374836627443,-0.008411996655634496,-0.0025805955681043875,-0.0028253396493655423
