task_id,target,condition,analysis_stratum,seed,seed_centroid_rmse
K562::RPS27A+ctrl,K562,RPS27A+ctrl,primary_ge30,3,0.0760040124557408
K562::RPS27A+ctrl,K562,RPS27A+ctrl,primary_ge30,4,0.07484899857501902
K562::RPS28+ctrl,K562,RPS28+ctrl,primary_ge30,1,0.0662983292319383
K562::RPS28+ctrl,K562,RPS28+ctrl,primary_ge30,2,0.0674360947694555
K562::RPS28+ctrl,K562,RPS28+ctrl,primary_ge30,3,0.0660115617596244
K562::RPS28+ctrl,K562,RPS28+ctrl,primary_ge30,4,0.06525646648262504
K562::RPS29+ctrl,K562,RPS29+ctrl,primary_ge30,1,0.06135419028395678
K562::RPS29+ctrl,K562,RPS29+ctrl,primary_ge30,2,0.0640621046727332
K562::RPS29+ctrl,K562,RPS29+ctrl,primary_ge30,3,0.060988308728708696
K562::RPS29+ctrl,K562,RPS29+ctrl,primary_ge30,4,0.060868531791573664
K562::RPSA+ctrl,K562,RPSA+ctrl,primary_ge30,1,0.06885017887800449
K562::RPSA+ctrl,K562,RPSA+ctrl,primary_ge30,2,0.0709149070140986
K562::RPSA+ctrl,K562,RPSA+ctrl,primary_ge30,3,0.06790446226947632
K562::RPSA+ctrl,K562,RPSA+ctrl,primary_ge30,4,0.06824037012256626
K562::RPTOR+ctrl,K562,RPTOR+ctrl,primary_ge30,1,0.04509715959927351
K562::RPTOR+ctrl,K562,RPTOR+ctrl,primary_ge30,2,0.04717936060378675
K562::RPTOR+ctrl,K562,RPTOR+ctrl,primary_ge30,3,0.04413378943522576
K562::RPTOR+ctrl,K562,RPTOR+ctrl,primary_ge30,4,0.0443240976320994
K562::RRN3+ctrl,K562,RRN3+ctrl,primary_ge30,1,0.07063613732400163
K562::RRN3+ctrl,K562,RRN3+ctrl,primary_ge30,2,0.0732005237292552
K562::RRN3+ctrl,K562,RRN3+ctrl,primary_ge30,3,0.0711059339961059
K562::RRN3+ctrl,K562,RRN3+ctrl,primary_ge30,4,0.07007265836520438
K562::RRP1+ctrl,K562,RRP1+ctrl,primary_ge30,1,0.0369789084327424
K562::RRP1+ctrl,K562,RRP1+ctrl,primary_ge30,2,0.03737836440148597
K562::RRP1+ctrl,K562,RRP1+ctrl,primary_ge30,3,0.036472927002132255
K562::RRP1+ctrl,K562,RRP1+ctrl,primary_ge30,4,0.03589240655096561
K562::RRP7A+ctrl,K562,RRP7A+ctrl,primary_ge30,1,0.05549508179236094
K562::RRP7A+ctrl,K562,RRP7A+ctrl,primary_ge30,2,0.056429848271108286
K562::RRP7A+ctrl,K562,RRP7A+ctrl,primary_ge30,3,0.055345672945193845
K562::RRP7A+ctrl,K562,RRP7A+ctrl,primary_ge30,4,0.055064557481351764
K562::RRP12+ctrl,K562,RRP12+ctrl,primary_ge30,1,0.062291426973956135
K562::RRP12+ctrl,K562,RRP12+ctrl,primary_ge30,2,0.06380724513659253
K562::RRP12+ctrl,K562,RRP12+ctrl,primary_ge30,3,0.06176642343752784
K562::RRP12+ctrl,K562,RRP12+ctrl,primary_ge30,4,0.06099756193752268
K562::RSL1D1+ctrl,K562,RSL1D1+ctrl,primary_ge30,1,0.04050390616714296
K562::RSL1D1+ctrl,K562,RSL1D1+ctrl,primary_ge30,2,0.04152237676242309
K562::RSL1D1+ctrl,K562,RSL1D1+ctrl,primary_ge30,3,0.03997060704343058
K562::RSL1D1+ctrl,K562,RSL1D1+ctrl,primary_ge30,4,0.039686149114871686
K562::RSL24D1+ctrl,K562,RSL24D1+ctrl,primary_ge30,1,0.0514086418855958
K562::RSL24D1+ctrl,K562,RSL24D1+ctrl,primary_ge30,2,0.05073168042957837
K562::RSL24D1+ctrl,K562,RSL24D1+ctrl,primary_ge30,3,0.04999583587505501
K562::RSL24D1+ctrl,K562,RSL24D1+ctrl,primary_ge30,4,0.05122127538391726
K562::RTF1+ctrl,K562,RTF1+ctrl,primary_ge30,1,0.08768727748276191
K562::RTF1+ctrl,K562,RTF1+ctrl,primary_ge30,2,0.09010126459769828
K562::RTF1+ctrl,K562,RTF1+ctrl,primary_ge30,3,0.0885064768345615
K562::RTF1+ctrl,K562,RTF1+ctrl,primary_ge30,4,0.08727364059292221
K562::RUVBL1+ctrl,K562,RUVBL1+ctrl,primary_ge30,1,0.09390671723566357
K562::RUVBL1+ctrl,K562,RUVBL1+ctrl,primary_ge30,2,0.1005561190368617
K562::RUVBL1+ctrl,K562,RUVBL1+ctrl,primary_ge30,3,0.09532183462029023
K562::RUVBL1+ctrl,K562,RUVBL1+ctrl,primary_ge30,4,0.09204178587429858
K562::SAMM50+ctrl,K562,SAMM50+ctrl,primary_ge30,1,0.04834426999481644
K562::SAMM50+ctrl,K562,SAMM50+ctrl,primary_ge30,2,0.04959661201740279
K562::SAMM50+ctrl,K562,SAMM50+ctrl,primary_ge30,3,0.04760808784286338
K562::SAMM50+ctrl,K562,SAMM50+ctrl,primary_ge30,4,0.046617044042526944
K562::SAP18+ctrl,K562,SAP18+ctrl,primary_ge30,1,0.047930096157695216
K562::SAP18+ctrl,K562,SAP18+ctrl,primary_ge30,2,0.04944785044665289
K562::SAP18+ctrl,K562,SAP18+ctrl,primary_ge30,3,0.04939627160600576
K562::SAP18+ctrl,K562,SAP18+ctrl,primary_ge30,4,0.04886688767076427
K562::SARS2+ctrl,K562,SARS2+ctrl,primary_ge30,1,0.0229998227665214
K562::SARS2+ctrl,K562,SARS2+ctrl,primary_ge30,2,0.023923731073293462
K562::SARS2+ctrl,K562,SARS2+ctrl,primary_ge30,3,0.022464281028091556
K562::SARS2+ctrl,K562,SARS2+ctrl,primary_ge30,4,0.02228002129706264
K562::SART3+ctrl,K562,SART3+ctrl,primary_ge30,1,0.0486762674139657
K562::SART3+ctrl,K562,SART3+ctrl,primary_ge30,2,0.050967682699866616
K562::SART3+ctrl,K562,SART3+ctrl,primary_ge30,3,0.04834804285735362
K562::SART3+ctrl,K562,SART3+ctrl,primary_ge30,4,0.04683582586145706
K562::SBNO1+ctrl,K562,SBNO1+ctrl,primary_ge30,1,0.026350515904037582
K562::SBNO1+ctrl,K562,SBNO1+ctrl,primary_ge30,2,0.026244969333151364
K562::SBNO1+ctrl,K562,SBNO1+ctrl,primary_ge30,3,0.02553414651716981
K562::SBNO1+ctrl,K562,SBNO1+ctrl,primary_ge30,4,0.02698872684611444
K562::SCAF1+ctrl,K562,SCAF1+ctrl,primary_ge30,1,0.03916306523551384
K562::SCAF1+ctrl,K562,SCAF1+ctrl,primary_ge30,2,0.040803532484234635
K562::SCAF1+ctrl,K562,SCAF1+ctrl,primary_ge30,3,0.0400524861599085
K562::SCAF1+ctrl,K562,SCAF1+ctrl,primary_ge30,4,0.03901061209199251
K562::SCFD1+ctrl,K562,SCFD1+ctrl,primary_ge30,1,0.09223330859992675
K562::SCFD1+ctrl,K562,SCFD1+ctrl,primary_ge30,2,0.0930400156120132
K562::SCFD1+ctrl,K562,SCFD1+ctrl,primary_ge30,3,0.09077152936946924
K562::SCFD1+ctrl,K562,SCFD1+ctrl,primary_ge30,4,0.08804753008007629
K562::SDAD1+ctrl,K562,SDAD1+ctrl,primary_ge30,1,0.045552169913798006
K562::SDAD1+ctrl,K562,SDAD1+ctrl,primary_ge30,2,0.04626799155969377
K562::SDAD1+ctrl,K562,SDAD1+ctrl,primary_ge30,3,0.04450263693394398
K562::SDAD1+ctrl,K562,SDAD1+ctrl,primary_ge30,4,0.043831759164479435
K562::SDC1+ctrl,K562,SDC1+ctrl,primary_ge30,1,0.04837198569923796
K562::SDC1+ctrl,K562,SDC1+ctrl,primary_ge30,2,0.050035052045846774
K562::SDC1+ctrl,K562,SDC1+ctrl,primary_ge30,3,0.048412723860115164
K562::SDC1+ctrl,K562,SDC1+ctrl,primary_ge30,4,0.04617129133785227
K562::SDE2+ctrl,K562,SDE2+ctrl,primary_ge30,1,0.02703130276191817
K562::SDE2+ctrl,K562,SDE2+ctrl,primary_ge30,2,0.027174854660433456
K562::SDE2+ctrl,K562,SDE2+ctrl,primary_ge30,3,0.027852585660929907
K562::SDE2+ctrl,K562,SDE2+ctrl,primary_ge30,4,0.0269744257598668
K562::SDHC+ctrl,K562,SDHC+ctrl,primary_ge30,1,0.03425600002895373
K562::SDHC+ctrl,K562,SDHC+ctrl,primary_ge30,2,0.034671303458632306
K562::SDHC+ctrl,K562,SDHC+ctrl,primary_ge30,3,0.034420249982446756
K562::SDHC+ctrl,K562,SDHC+ctrl,primary_ge30,4,0.03368855457861558
K562::SEC61A1+ctrl,K562,SEC61A1+ctrl,primary_ge30,1,0.04296916667066979
K562::SEC61A1+ctrl,K562,SEC61A1+ctrl,primary_ge30,2,0.043660962363276136
K562::SEC61A1+ctrl,K562,SEC61A1+ctrl,primary_ge30,3,0.04234833785306809
K562::SEC61A1+ctrl,K562,SEC61A1+ctrl,primary_ge30,4,0.04244053795444656
K562::SEC61G+ctrl,K562,SEC61G+ctrl,primary_ge30,1,0.05456604322262971
K562::SEC61G+ctrl,K562,SEC61G+ctrl,primary_ge30,2,0.05620435609020167
K562::SEC61G+ctrl,K562,SEC61G+ctrl,primary_ge30,3,0.05335089407827881
K562::SEC61G+ctrl,K562,SEC61G+ctrl,primary_ge30,4,0.053750797392042186
K562::SETD1A+ctrl,K562,SETD1A+ctrl,primary_ge30,1,0.06633299532564378
K562::SETD1A+ctrl,K562,SETD1A+ctrl,primary_ge30,2,0.06667433950109158
K562::SETD1A+ctrl,K562,SETD1A+ctrl,primary_ge30,3,0.065741348285404
K562::SETD1A+ctrl,K562,SETD1A+ctrl,primary_ge30,4,0.06425286789026557
K562::SETDB1+ctrl,K562,SETDB1+ctrl,primary_ge30,1,0.03321462578627766
K562::SETDB1+ctrl,K562,SETDB1+ctrl,primary_ge30,2,0.033337803597194834
K562::SETDB1+ctrl,K562,SETDB1+ctrl,primary_ge30,3,0.03345342939282968
K562::SETDB1+ctrl,K562,SETDB1+ctrl,primary_ge30,4,0.03343936265692482
K562::SF1+ctrl,K562,SF1+ctrl,sensitivity_10_29,1,0.05928272808725502
K562::SF1+ctrl,K562,SF1+ctrl,sensitivity_10_29,2,0.060091557623631026
K562::SF1+ctrl,K562,SF1+ctrl,sensitivity_10_29,3,0.0597509260673604
K562::SF1+ctrl,K562,SF1+ctrl,sensitivity_10_29,4,0.05922540235836238
K562::SF3A2+ctrl,K562,SF3A2+ctrl,primary_ge30,1,0.04465699547512248
K562::SF3A2+ctrl,K562,SF3A2+ctrl,primary_ge30,2,0.04622326698374652
K562::SF3A2+ctrl,K562,SF3A2+ctrl,primary_ge30,3,0.04424000976003786
K562::SF3A2+ctrl,K562,SF3A2+ctrl,primary_ge30,4,0.04446317613567806
K562::SF3B5+ctrl,K562,SF3B5+ctrl,primary_ge30,1,0.08023583721567241
K562::SF3B5+ctrl,K562,SF3B5+ctrl,primary_ge30,2,0.08430565882820361
K562::SF3B5+ctrl,K562,SF3B5+ctrl,primary_ge30,3,0.08127698336454056
K562::SF3B5+ctrl,K562,SF3B5+ctrl,primary_ge30,4,0.07947050428634128
K562::SFPQ+ctrl,K562,SFPQ+ctrl,primary_ge30,1,0.11149525869275922
K562::SFPQ+ctrl,K562,SFPQ+ctrl,primary_ge30,2,0.11680865060807068
K562::SFPQ+ctrl,K562,SFPQ+ctrl,primary_ge30,3,0.11321333965399275
K562::SFPQ+ctrl,K562,SFPQ+ctrl,primary_ge30,4,0.11272057325426708
K562::SFSWAP+ctrl,K562,SFSWAP+ctrl,primary_ge30,1,0.03846179932359632
K562::SFSWAP+ctrl,K562,SFSWAP+ctrl,primary_ge30,2,0.03960746034800194
K562::SFSWAP+ctrl,K562,SFSWAP+ctrl,primary_ge30,3,0.03838538057697148
K562::SFSWAP+ctrl,K562,SFSWAP+ctrl,primary_ge30,4,0.03791998823970208
K562::SKA3+ctrl,K562,SKA3+ctrl,primary_ge30,1,0.0465809945827156
K562::SKA3+ctrl,K562,SKA3+ctrl,primary_ge30,2,0.04855298821056418
K562::SKA3+ctrl,K562,SKA3+ctrl,primary_ge30,3,0.04608265599127755
K562::SKA3+ctrl,K562,SKA3+ctrl,primary_ge30,4,0.04520682044140561
K562::SLBP+ctrl,K562,SLBP+ctrl,primary_ge30,1,0.05578912697190329
K562::SLBP+ctrl,K562,SLBP+ctrl,primary_ge30,2,0.05623221585864305
K562::SLBP+ctrl,K562,SLBP+ctrl,primary_ge30,3,0.05540905387033551
K562::SLBP+ctrl,K562,SLBP+ctrl,primary_ge30,4,0.05608216745743546
K562::SLC7A6OS+ctrl,K562,SLC7A6OS+ctrl,primary_ge30,1,0.05476577193719823
K562::SLC7A6OS+ctrl,K562,SLC7A6OS+ctrl,primary_ge30,2,0.05688088727355662
K562::SLC7A6OS+ctrl,K562,SLC7A6OS+ctrl,primary_ge30,3,0.05501896986504497
K562::SLC7A6OS+ctrl,K562,SLC7A6OS+ctrl,primary_ge30,4,0.054728381218417284
K562::SLC39A9+ctrl,K562,SLC39A9+ctrl,primary_ge30,1,0.019177838205828992
K562::SLC39A9+ctrl,K562,SLC39A9+ctrl,primary_ge30,2,0.019762280088495104
K562::SLC39A9+ctrl,K562,SLC39A9+ctrl,primary_ge30,3,0.019374845329601768
K562::SLC39A9+ctrl,K562,SLC39A9+ctrl,primary_ge30,4,0.019440074797971576
K562::SLU7+ctrl,K562,SLU7+ctrl,primary_ge30,1,0.07349713065163924
K562::SLU7+ctrl,K562,SLU7+ctrl,primary_ge30,2,0.07342674637513127
K562::SLU7+ctrl,K562,SLU7+ctrl,primary_ge30,3,0.07321286241256575
K562::SLU7+ctrl,K562,SLU7+ctrl,primary_ge30,4,0.07326977302413205
K562::SMC1A+ctrl,K562,SMC1A+ctrl,primary_ge30,1,0.08552432816416647
K562::SMC1A+ctrl,K562,SMC1A+ctrl,primary_ge30,2,0.08839553928367336
K562::SMC1A+ctrl,K562,SMC1A+ctrl,primary_ge30,3,0.08522057287671943
K562::SMC1A+ctrl,K562,SMC1A+ctrl,primary_ge30,4,0.08460559536434119
K562::SMC3+ctrl,K562,SMC3+ctrl,primary_ge30,1,0.07404650145491107
K562::SMC3+ctrl,K562,SMC3+ctrl,primary_ge30,2,0.0761619075147822
K562::SMC3+ctrl,K562,SMC3+ctrl,primary_ge30,3,0.07438207786006554
K562::SMC3+ctrl,K562,SMC3+ctrl,primary_ge30,4,0.07330639862131105
K562::SMC4+ctrl,K562,SMC4+ctrl,primary_ge30,1,0.07161083057318371
K562::SMC4+ctrl,K562,SMC4+ctrl,primary_ge30,2,0.07622041756321418
K562::SMC4+ctrl,K562,SMC4+ctrl,primary_ge30,3,0.07208947855182904
K562::SMC4+ctrl,K562,SMC4+ctrl,primary_ge30,4,0.06888095518685892
K562::SMG5+ctrl,K562,SMG5+ctrl,primary_ge30,1,0.04345665470869103
K562::SMG5+ctrl,K562,SMG5+ctrl,primary_ge30,2,0.0444194124381488
K562::SMG5+ctrl,K562,SMG5+ctrl,primary_ge30,3,0.04306863547208684
K562::SMG5+ctrl,K562,SMG5+ctrl,primary_ge30,4,0.04285058849718913
K562::SMN2+ctrl,K562,SMN2+ctrl,primary_ge30,1,0.07002101413811229
K562::SMN2+ctrl,K562,SMN2+ctrl,primary_ge30,2,0.07339291597026408
K562::SMN2+ctrl,K562,SMN2+ctrl,primary_ge30,3,0.07074116268526702
K562::SMN2+ctrl,K562,SMN2+ctrl,primary_ge30,4,0.06912504784709435
K562::SMU1+ctrl,K562,SMU1+ctrl,primary_ge30,1,0.1471529824262817
K562::SMU1+ctrl,K562,SMU1+ctrl,primary_ge30,2,0.1632240344940091
K562::SMU1+ctrl,K562,SMU1+ctrl,primary_ge30,3,0.1578688971164431
K562::SMU1+ctrl,K562,SMU1+ctrl,primary_ge30,4,0.15488496754738823
K562::SNAPC1+ctrl,K562,SNAPC1+ctrl,primary_ge30,1,0.04812358116377198
K562::SNAPC1+ctrl,K562,SNAPC1+ctrl,primary_ge30,2,0.049502708595711764
K562::SNAPC1+ctrl,K562,SNAPC1+ctrl,primary_ge30,3,0.047827215320067534
K562::SNAPC1+ctrl,K562,SNAPC1+ctrl,primary_ge30,4,0.04828073936846527
K562::SNIP1+ctrl,K562,SNIP1+ctrl,primary_ge30,1,0.0765787561464233
K562::SNIP1+ctrl,K562,SNIP1+ctrl,primary_ge30,2,0.07911240709242093
K562::SNIP1+ctrl,K562,SNIP1+ctrl,primary_ge30,3,0.07604247051673765
K562::SNIP1+ctrl,K562,SNIP1+ctrl,primary_ge30,4,0.07530265089137843
K562::SNRNP70+ctrl,K562,SNRNP70+ctrl,primary_ge30,1,0.08117897745374472
K562::SNRNP70+ctrl,K562,SNRNP70+ctrl,primary_ge30,2,0.08407070860741246
K562::SNRNP70+ctrl,K562,SNRNP70+ctrl,primary_ge30,3,0.08255585720996364
K562::SNRNP70+ctrl,K562,SNRNP70+ctrl,primary_ge30,4,0.0810263979458219
K562::SNRNP200+ctrl,K562,SNRNP200+ctrl,primary_ge30,1,0.0823254368939951
K562::SNRNP200+ctrl,K562,SNRNP200+ctrl,primary_ge30,2,0.08501250828363399
K562::SNRNP200+ctrl,K562,SNRNP200+ctrl,primary_ge30,3,0.08217925001502145
K562::SNRNP200+ctrl,K562,SNRNP200+ctrl,primary_ge30,4,0.08083504374534467
K562::SNRPB+ctrl,K562,SNRPB+ctrl,primary_ge30,1,0.07155693925775031
K562::SNRPB+ctrl,K562,SNRPB+ctrl,primary_ge30,2,0.07588006558530652
K562::SNRPB+ctrl,K562,SNRPB+ctrl,primary_ge30,3,0.07222915199058946
K562::SNRPB+ctrl,K562,SNRPB+ctrl,primary_ge30,4,0.07250239299925589
K562::SNRPC+ctrl,K562,SNRPC+ctrl,sensitivity_10_29,1,0.079323207355595
K562::SNRPC+ctrl,K562,SNRPC+ctrl,sensitivity_10_29,2,0.08180371204881352
K562::SNRPC+ctrl,K562,SNRPC+ctrl,sensitivity_10_29,3,0.08038789245825902
K562::SNRPC+ctrl,K562,SNRPC+ctrl,sensitivity_10_29,4,0.07795950825930739
K562::SNRPD1+ctrl,K562,SNRPD1+ctrl,primary_ge30,1,0.0836141246613154
K562::SNRPD1+ctrl,K562,SNRPD1+ctrl,primary_ge30,2,0.08927119016617754
K562::SNRPD1+ctrl,K562,SNRPD1+ctrl,primary_ge30,3,0.0852222463538787
K562::SNRPD1+ctrl,K562,SNRPD1+ctrl,primary_ge30,4,0.08639105532040833
K562::SNRPD3+ctrl,K562,SNRPD3+ctrl,primary_ge30,1,0.08142128940119825
K562::SNRPD3+ctrl,K562,SNRPD3+ctrl,primary_ge30,2,0.08620570633591483
K562::SNRPD3+ctrl,K562,SNRPD3+ctrl,primary_ge30,3,0.08240532189546018
K562::SNRPD3+ctrl,K562,SNRPD3+ctrl,primary_ge30,4,0.0803855718482422
K562::SNRPF+ctrl,K562,SNRPF+ctrl,primary_ge30,1,0.08494574894548543
K562::SNRPF+ctrl,K562,SNRPF+ctrl,primary_ge30,2,0.08842013750347945
K562::SNRPF+ctrl,K562,SNRPF+ctrl,primary_ge30,3,0.08569945431414358
K562::SNRPF+ctrl,K562,SNRPF+ctrl,primary_ge30,4,0.08484227087195693
K562::SNW1+ctrl,K562,SNW1+ctrl,primary_ge30,1,0.04501856727662862
K562::SNW1+ctrl,K562,SNW1+ctrl,primary_ge30,2,0.04683222553342176
K562::SNW1+ctrl,K562,SNW1+ctrl,primary_ge30,3,0.04562980845018727
K562::SNW1+ctrl,K562,SNW1+ctrl,primary_ge30,4,0.04329838535248973
K562::SPC24+ctrl,K562,SPC24+ctrl,primary_ge30,1,0.07913484957309462
K562::SPC24+ctrl,K562,SPC24+ctrl,primary_ge30,2,0.08720752007056957
K562::SPC24+ctrl,K562,SPC24+ctrl,primary_ge30,3,0.08173835520200438
K562::SPC24+ctrl,K562,SPC24+ctrl,primary_ge30,4,0.08381411358693888
K562::SPCS3+ctrl,K562,SPCS3+ctrl,primary_ge30,1,0.03102688258759912
K562::SPCS3+ctrl,K562,SPCS3+ctrl,primary_ge30,2,0.030446335373577937
K562::SPCS3+ctrl,K562,SPCS3+ctrl,primary_ge30,3,0.0297212429038073
K562::SPCS3+ctrl,K562,SPCS3+ctrl,primary_ge30,4,0.029226052001614794
K562::SRBD1+ctrl,K562,SRBD1+ctrl,primary_ge30,1,0.03214059620989611
K562::SRBD1+ctrl,K562,SRBD1+ctrl,primary_ge30,2,0.03414022866625631
K562::SRBD1+ctrl,K562,SRBD1+ctrl,primary_ge30,3,0.03274704273093086
K562::SRBD1+ctrl,K562,SRBD1+ctrl,primary_ge30,4,0.031902294856781
K562::SRRM1+ctrl,K562,SRRM1+ctrl,primary_ge30,1,0.04157971878506679
K562::SRRM1+ctrl,K562,SRRM1+ctrl,primary_ge30,2,0.0434705348886248
K562::SRRM1+ctrl,K562,SRRM1+ctrl,primary_ge30,3,0.042006307875533666
K562::SRRM1+ctrl,K562,SRRM1+ctrl,primary_ge30,4,0.042843454539113195
K562::SRRM2+ctrl,K562,SRRM2+ctrl,primary_ge30,1,0.03346201277968924
K562::SRRM2+ctrl,K562,SRRM2+ctrl,primary_ge30,2,0.033668117207626205
K562::SRRM2+ctrl,K562,SRRM2+ctrl,primary_ge30,3,0.03401736568805969
K562::SRRM2+ctrl,K562,SRRM2+ctrl,primary_ge30,4,0.033283308498472
K562::SRSF1+ctrl,K562,SRSF1+ctrl,primary_ge30,1,0.06809064096454984
K562::SRSF1+ctrl,K562,SRSF1+ctrl,primary_ge30,2,0.07103597804982285
K562::SRSF1+ctrl,K562,SRSF1+ctrl,primary_ge30,3,0.07001839019108126
K562::SRSF1+ctrl,K562,SRSF1+ctrl,primary_ge30,4,0.06894897923705144
K562::SRSF3+ctrl,K562,SRSF3+ctrl,sensitivity_10_29,1,0.17122042499726514
K562::SRSF3+ctrl,K562,SRSF3+ctrl,sensitivity_10_29,2,0.16814109142694134
K562::SRSF3+ctrl,K562,SRSF3+ctrl,sensitivity_10_29,3,0.16439708624294816
K562::SRSF3+ctrl,K562,SRSF3+ctrl,sensitivity_10_29,4,0.16469128646173742
K562::SRSF7+ctrl,K562,SRSF7+ctrl,primary_ge30,1,0.075423145874483
K562::SRSF7+ctrl,K562,SRSF7+ctrl,primary_ge30,2,0.08063214334852085
K562::SRSF7+ctrl,K562,SRSF7+ctrl,primary_ge30,3,0.07517920231755328
K562::SRSF7+ctrl,K562,SRSF7+ctrl,primary_ge30,4,0.07297564851609117
K562::SRSF10+ctrl,K562,SRSF10+ctrl,primary_ge30,1,0.031172157906279863
K562::SRSF10+ctrl,K562,SRSF10+ctrl,primary_ge30,2,0.03133507244114608
K562::SRSF10+ctrl,K562,SRSF10+ctrl,primary_ge30,3,0.03137862271143677
K562::SRSF10+ctrl,K562,SRSF10+ctrl,primary_ge30,4,0.032309272581533426
K562::SS18L2+ctrl,K562,SS18L2+ctrl,primary_ge30,1,0.028736190903138534
K562::SS18L2+ctrl,K562,SS18L2+ctrl,primary_ge30,2,0.02927387525873401
K562::SS18L2+ctrl,K562,SS18L2+ctrl,primary_ge30,3,0.02812384291074187
K562::SS18L2+ctrl,K562,SS18L2+ctrl,primary_ge30,4,0.028829167122038837
K562::SSBP1+ctrl,K562,SSBP1+ctrl,primary_ge30,1,0.04305910003223223
K562::SSBP1+ctrl,K562,SSBP1+ctrl,primary_ge30,2,0.04401710994642278
K562::SSBP1+ctrl,K562,SSBP1+ctrl,primary_ge30,3,0.044957231695417155
K562::SSBP1+ctrl,K562,SSBP1+ctrl,primary_ge30,4,0.04425341521311951
K562::SSU72+ctrl,K562,SSU72+ctrl,primary_ge30,1,0.058216719416498953
K562::SSU72+ctrl,K562,SSU72+ctrl,primary_ge30,2,0.05933985263489657
K562::SSU72+ctrl,K562,SSU72+ctrl,primary_ge30,3,0.05852345750857303
K562::SSU72+ctrl,K562,SSU72+ctrl,primary_ge30,4,0.05744015109380208
K562::STARD7+ctrl,K562,STARD7+ctrl,primary_ge30,1,0.03803988448734927
K562::STARD7+ctrl,K562,STARD7+ctrl,primary_ge30,2,0.03767310470525422
K562::STARD7+ctrl,K562,STARD7+ctrl,primary_ge30,3,0.039296350736522864
K562::STARD7+ctrl,K562,STARD7+ctrl,primary_ge30,4,0.03923752320630001
K562::STRAP+ctrl,K562,STRAP+ctrl,primary_ge30,1,0.03641545286396401
K562::STRAP+ctrl,K562,STRAP+ctrl,primary_ge30,2,0.03622258800948729
K562::STRAP+ctrl,K562,STRAP+ctrl,primary_ge30,3,0.03637903940271529
K562::STRAP+ctrl,K562,STRAP+ctrl,primary_ge30,4,0.03572623127795451
K562::SUGP1+ctrl,K562,SUGP1+ctrl,primary_ge30,1,0.04859403007314629
K562::SUGP1+ctrl,K562,SUGP1+ctrl,primary_ge30,2,0.05121375112986081
K562::SUGP1+ctrl,K562,SUGP1+ctrl,primary_ge30,3,0.04864100383665562
K562::SUGP1+ctrl,K562,SUGP1+ctrl,primary_ge30,4,0.048578408622087246
K562::SUPT5H+ctrl,K562,SUPT5H+ctrl,primary_ge30,1,0.07150968111485811
K562::SUPT5H+ctrl,K562,SUPT5H+ctrl,primary_ge30,2,0.07863039043279814
K562::SUPT5H+ctrl,K562,SUPT5H+ctrl,primary_ge30,3,0.0713662313196826
K562::SUPT5H+ctrl,K562,SUPT5H+ctrl,primary_ge30,4,0.07393273152272099
K562::SUPT16H+ctrl,K562,SUPT16H+ctrl,primary_ge30,1,0.06881882228130765
K562::SUPT16H+ctrl,K562,SUPT16H+ctrl,primary_ge30,2,0.0690783383228698
K562::SUPT16H+ctrl,K562,SUPT16H+ctrl,primary_ge30,3,0.06808889560820967
K562::SUPT16H+ctrl,K562,SUPT16H+ctrl,primary_ge30,4,0.06802406273913993
K562::SUPV3L1+ctrl,K562,SUPV3L1+ctrl,primary_ge30,1,0.04507127810965649
K562::SUPV3L1+ctrl,K562,SUPV3L1+ctrl,primary_ge30,2,0.04625313295531348
K562::SUPV3L1+ctrl,K562,SUPV3L1+ctrl,primary_ge30,3,0.04452833653639538
K562::SUPV3L1+ctrl,K562,SUPV3L1+ctrl,primary_ge30,4,0.04393716985752392
K562::SURF6+ctrl,K562,SURF6+ctrl,primary_ge30,1,0.041411011970983035
K562::SURF6+ctrl,K562,SURF6+ctrl,primary_ge30,2,0.042256112310752755
K562::SURF6+ctrl,K562,SURF6+ctrl,primary_ge30,3,0.04064089908702889
K562::SURF6+ctrl,K562,SURF6+ctrl,primary_ge30,4,0.04060396992908245
K562::TADA3+ctrl,K562,TADA3+ctrl,primary_ge30,1,0.037896323688747326
K562::TADA3+ctrl,K562,TADA3+ctrl,primary_ge30,2,0.03892834802018926
K562::TADA3+ctrl,K562,TADA3+ctrl,primary_ge30,3,0.03723632204945569
K562::TADA3+ctrl,K562,TADA3+ctrl,primary_ge30,4,0.03763119816301168
K562::TAF1C+ctrl,K562,TAF1C+ctrl,primary_ge30,1,0.028455164725271175
K562::TAF1C+ctrl,K562,TAF1C+ctrl,primary_ge30,2,0.02955640197071176
K562::TAF1C+ctrl,K562,TAF1C+ctrl,primary_ge30,3,0.028715544171871225
K562::TAF1C+ctrl,K562,TAF1C+ctrl,primary_ge30,4,0.02857794036874685
K562::TAF6+ctrl,K562,TAF6+ctrl,primary_ge30,1,0.0408524917473007
K562::TAF6+ctrl,K562,TAF6+ctrl,primary_ge30,2,0.041210579166759014
K562::TAF6+ctrl,K562,TAF6+ctrl,primary_ge30,3,0.04079600830295104
K562::TAF6+ctrl,K562,TAF6+ctrl,primary_ge30,4,0.04097559572709642
K562::TAF7+ctrl,K562,TAF7+ctrl,primary_ge30,1,0.05918179190832593
K562::TAF7+ctrl,K562,TAF7+ctrl,primary_ge30,2,0.06098391936442403
K562::TAF7+ctrl,K562,TAF7+ctrl,primary_ge30,3,0.05978231952452834
