dataset,fold_id,train_fraction,setting,score,budget,n_tasks,spearman,review_utility
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf,0.20000000000000001,9,0.38333333333333336,0.16787524520026237
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf,0.29999999999999999,9,0.38333333333333336,0.12322020202084732
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,disagreement,0.050000000000000003,9,0.033333333333333333,0.46772145561425077
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,disagreement,0.10000000000000001,9,0.033333333333333333,0.46772145561425077
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,disagreement,0.20000000000000001,9,0.033333333333333333,0.16787524520026237
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,disagreement,0.29999999999999999,9,0.033333333333333333,-0.051602392904660788
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf_m,0.050000000000000003,9,0.16666666666666669,-0.074752138594970166
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf_m,0.10000000000000001,9,0.16666666666666669,-0.074752138594970166
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf_m,0.20000000000000001,9,0.16666666666666669,-0.20172730583841009
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_and_perturbation_unseen,safeconf_m,0.29999999999999999,9,0.16666666666666669,-0.40533658132989353
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,magnitude,0.050000000000000003,32,0.85190615835777117,0.78278541678968794
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,magnitude,0.10000000000000001,32,0.85190615835777117,0.7748507433692905
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,magnitude,0.20000000000000001,32,0.85190615835777117,0.83865824612300399
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,magnitude,0.29999999999999999,32,0.85190615835777117,0.76514689327010743
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf,0.050000000000000003,32,0.91239002932551305,0.87691040631517014
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf,0.10000000000000001,32,0.91239002932551305,0.8169417830126523
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf,0.20000000000000001,32,0.91239002932551305,0.82135773195810147
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf,0.29999999999999999,32,0.91239002932551305,0.87597259071762912
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,disagreement,0.050000000000000003,32,0.78079178885630485,0.64511920129736244
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,disagreement,0.10000000000000001,32,0.78079178885630485,0.8169417830126523
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,disagreement,0.20000000000000001,32,0.78079178885630485,0.63892955831386189
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,disagreement,0.29999999999999999,32,0.78079178885630485,0.76727476884991053
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf_m,0.050000000000000003,32,0.87379708917991261,0.78278541678968794
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf_m,0.10000000000000001,32,0.87379708917991261,0.7748507433692905
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf_m,0.20000000000000001,32,0.87379708917991261,0.83865824612300399
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,context_unseen_row,safeconf_m,0.29999999999999999,32,0.87379708917991261,0.83673231982347707
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,magnitude,0.050000000000000003,45,0.075362318840579701,-0.04417439526498481
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,magnitude,0.10000000000000001,45,0.075362318840579701,-0.12128714469783906
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,magnitude,0.20000000000000001,45,0.075362318840579701,-0.22147978103290852
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,magnitude,0.29999999999999999,45,0.075362318840579701,-0.30733620739796391
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf,0.050000000000000003,45,0.24677206851119893,-0.04417439526498481
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf,0.10000000000000001,45,0.24677206851119893,0.028666893512228977
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf,0.20000000000000001,45,0.24677206851119893,0.43572147115890725
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf,0.29999999999999999,45,0.24677206851119893,0.51212995530527672
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,disagreement,0.050000000000000003,45,0.20619235836627139,0.097061978234672427
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,disagreement,0.10000000000000001,45,0.20619235836627139,0.45346669896505887
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,disagreement,0.20000000000000001,45,0.20619235836627139,0.41413980911184012
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,disagreement,0.29999999999999999,45,0.20619235836627139,0.45210150781343461
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf_m,0.050000000000000003,45,0.12741707082016654,-0.04417439526498481
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf_m,0.10000000000000001,45,0.12741707082016654,-0.12128714469783906
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf_m,0.20000000000000001,45,0.12741707082016654,-0.14148431931298747
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,perturbation_unseen_column,safeconf_m,0.29999999999999999,45,0.12741707082016654,-0.18563548356932913
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,magnitude,0.050000000000000003,16,0.55294117647058816,-0.096490689917338016
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,magnitude,0.10000000000000001,16,0.55294117647058816,-0.15632870056658665
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,magnitude,0.20000000000000001,16,0.55294117647058816,0.71681108065905685
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,magnitude,0.29999999999999999,16,0.55294117647058816,0.72343728464966195
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf,0.050000000000000003,16,0.76764705882352935,0.04832164976822783
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf,0.10000000000000001,16,0.76764705882352935,0.44462263888033154
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf,0.20000000000000001,16,0.76764705882352935,0.29724845784616499
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf,0.29999999999999999,16,0.76764705882352935,0.3754255992623598
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,disagreement,0.050000000000000003,16,0.38823529411764707,0.04832164976822783
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,disagreement,0.10000000000000001,16,0.38823529411764707,-0.010258451324964366
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,disagreement,0.20000000000000001,16,0.38823529411764707,0.4322630788283115
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,disagreement,0.29999999999999999,16,0.38823529411764707,0.33325088029172645
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf_m,0.050000000000000003,16,0.57941176470588229,-0.096490689917338016
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf_m,0.10000000000000001,16,0.57941176470588229,-0.15632870056658665
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf_m,0.20000000000000001,16,0.57941176470588229,0.71681108065905774
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.5,random_missing_pair,safeconf_m,0.29999999999999999,16,0.57941176470588229,0.72343728464966195
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,magnitude,0.050000000000000003,9,0.19999999999999998,-0.055593518170201334
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,magnitude,0.10000000000000001,9,0.19999999999999998,-0.055593518170201334
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,magnitude,0.20000000000000001,9,0.19999999999999998,-0.18391766656072112
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,magnitude,0.29999999999999999,9,0.19999999999999998,-0.35014893072388342
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf,0.050000000000000003,9,0.16666666666666669,-0.19510610504301695
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf,0.10000000000000001,9,0.16666666666666669,-0.19510610504301695
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf,0.20000000000000001,9,0.16666666666666669,-0.18391766656072112
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf,0.29999999999999999,9,0.16666666666666669,-0.35014893072388342
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,disagreement,0.050000000000000003,9,0.31666666666666665,-0.19510610504301695
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,disagreement,0.10000000000000001,9,0.31666666666666665,-0.19510610504301695
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,disagreement,0.20000000000000001,9,0.31666666666666665,0.12324907666476974
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,disagreement,0.29999999999999999,9,0.31666666666666665,0.89329938591391478
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf_m,0.050000000000000003,9,0.19999999999999998,-0.055593518170201334
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf_m,0.10000000000000001,9,0.19999999999999998,-0.055593518170201334
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf_m,0.20000000000000001,9,0.19999999999999998,-0.18391766656072112
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_and_perturbation_unseen,safeconf_m,0.29999999999999999,9,0.19999999999999998,-0.35014893072388342
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,magnitude,0.050000000000000003,32,0.83760997067448661,0.71706157386572578
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,magnitude,0.10000000000000001,32,0.83760997067448661,0.72116713341568273
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,magnitude,0.20000000000000001,32,0.83760997067448661,0.8855295970406466
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,magnitude,0.29999999999999999,32,0.83760997067448661,0.98031919561400727
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf,0.050000000000000003,32,0.85850439882697938,0.71706157386572578
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf,0.10000000000000001,32,0.85850439882697938,0.70383308953641033
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf,0.20000000000000001,32,0.85850439882697938,0.66314317731891892
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf,0.29999999999999999,32,0.85850439882697938,0.83841227494612081
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,disagreement,0.050000000000000003,32,0.70124633431085037,0.76496231774418366
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,disagreement,0.10000000000000001,32,0.70124633431085037,0.6743191442134322
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,disagreement,0.20000000000000001,32,0.70124633431085037,0.50175170934025093
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,disagreement,0.29999999999999999,32,0.70124633431085037,0.67397579516731831
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf_m,0.050000000000000003,32,0.84425706739929862,0.71706157386572578
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf_m,0.10000000000000001,32,0.84425706739929862,0.72116713341568273
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf_m,0.20000000000000001,32,0.84425706739929862,0.8855295970406466
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,context_unseen_row,safeconf_m,0.29999999999999999,32,0.84425706739929862,0.98031919561400727
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,magnitude,0.050000000000000003,45,0.08840579710144926,0.24946122467223475
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,magnitude,0.10000000000000001,45,0.08840579710144926,0.13240511910680966
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,magnitude,0.20000000000000001,45,0.08840579710144926,0.10101056139025508
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,magnitude,0.29999999999999999,45,0.08840579710144926,-0.10513956959818872
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf,0.050000000000000003,45,-0.01844532279314888,0.24946122467223475
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf,0.10000000000000001,45,-0.01844532279314888,0.023859201529350487
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf,0.20000000000000001,45,-0.01844532279314888,-0.047888355220717868
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf,0.29999999999999999,45,-0.01844532279314888,-0.16964662387156729
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,disagreement,0.050000000000000003,45,-0.038339920948616601,0.04061613478688568
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,disagreement,0.10000000000000001,45,-0.038339920948616601,0.023859201529350487
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,disagreement,0.20000000000000001,45,-0.038339920948616601,-0.15225128097850216
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,disagreement,0.29999999999999999,45,-0.038339920948616601,-0.13705579396298612
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf_m,0.050000000000000003,45,0.066541489931938064,0.24946122467223475
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf_m,0.10000000000000001,45,0.066541489931938064,0.13240511910680966
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf_m,0.20000000000000001,45,0.066541489931938064,0.044249772868769077
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,perturbation_unseen_column,safeconf_m,0.29999999999999999,45,0.066541489931938064,-0.10513956959818872
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,magnitude,0.050000000000000003,16,0.59705882352941175,-0.014702291538822219
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,magnitude,0.10000000000000001,16,0.59705882352941175,-0.058793856382046011
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,magnitude,0.20000000000000001,16,0.59705882352941175,0.43880041019331928
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,magnitude,0.29999999999999999,16,0.59705882352941175,0.78893783591620303
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf,0.050000000000000003,16,0.75,1
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf,0.10000000000000001,16,0.75,0.53952949284889085
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf,0.20000000000000001,16,0.75,0.48099330328921652
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf,0.29999999999999999,16,0.75,0.83055356239745748
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,disagreement,0.050000000000000003,16,0.54411764705882359,0.026729700591076506
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,disagreement,0.10000000000000001,16,0.54411764705882359,0.42610719409510234
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,disagreement,0.20000000000000001,16,0.54411764705882359,0.49500962809655014
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,disagreement,0.29999999999999999,16,0.54411764705882359,0.30227308559265748
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf_m,0.050000000000000003,16,0.61266634926902541,-0.014702291538822219
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf_m,0.10000000000000001,16,0.61266634926902541,-0.058793856382046011
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf_m,0.20000000000000001,16,0.61266634926902541,0.43880041019331928
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,0.75,random_missing_pair,safeconf_m,0.29999999999999999,16,0.61266634926902541,0.78893783591620303
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,magnitude,0.050000000000000003,9,0.34999999999999998,-0.066686455252380789
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,magnitude,0.10000000000000001,9,0.34999999999999998,-0.066686455252380789
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,magnitude,0.20000000000000001,9,0.34999999999999998,-0.19596050863641035
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,magnitude,0.29999999999999999,9,0.34999999999999998,-0.35271840677516775
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf,0.050000000000000003,9,0.25,-0.20214752416712753
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf,0.10000000000000001,9,0.25,-0.20214752416712753
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf,0.20000000000000001,9,0.25,0.12372148490877562
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf,0.29999999999999999,9,0.25,0.078949594903609477
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,disagreement,0.050000000000000003,9,0,0.37187835084827886
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,disagreement,0.10000000000000001,9,0,0.37187835084827886
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,disagreement,0.20000000000000001,9,0,0.075331450070375658
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,disagreement,0.29999999999999999,9,0,0.84535123855164107
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf_m,0.050000000000000003,9,0.34999999999999998,-0.066686455252380789
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf_m,0.10000000000000001,9,0.34999999999999998,-0.066686455252380789
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf_m,0.20000000000000001,9,0.34999999999999998,-0.19596050863641035
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_and_perturbation_unseen,safeconf_m,0.29999999999999999,9,0.34999999999999998,-0.35271840677516775
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,magnitude,0.050000000000000003,32,0.69391495601173003,0.56074055524547939
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,magnitude,0.10000000000000001,32,0.69391495601173003,0.67436957721805224
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,magnitude,0.20000000000000001,32,0.69391495601173003,0.80908455483533293
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,magnitude,0.29999999999999999,32,0.69391495601173003,0.94975759175255514
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf,0.050000000000000003,32,0.76796187683284445,0.67476051358887057
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf,0.10000000000000001,32,0.76796187683284445,0.69246717755373322
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf,0.20000000000000001,32,0.76796187683284445,0.80908455483533293
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf,0.29999999999999999,32,0.76796187683284445,0.98193275780493439
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,disagreement,0.050000000000000003,32,0.67888563049853368,0.67476051358887057
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,disagreement,0.10000000000000001,32,0.67888563049853368,0.48481863053545365
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,disagreement,0.20000000000000001,32,0.67888563049853368,0.43313499350336693
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,disagreement,0.29999999999999999,32,0.67888563049853368,0.56768028557290029
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf_m,0.050000000000000003,32,0.7077261508965057,0.56074055524547939
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf_m,0.10000000000000001,32,0.7077261508965057,0.67436957721805224
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf_m,0.20000000000000001,32,0.7077261508965057,0.80908455483533293
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,context_unseen_row,safeconf_m,0.29999999999999999,32,0.7077261508965057,0.95142221293638873
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,magnitude,0.050000000000000003,45,0.11765480895915678,0.16195548688452457
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,magnitude,0.10000000000000001,45,0.11765480895915678,0.10154290950683977
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,magnitude,0.20000000000000001,45,0.11765480895915678,-0.0030913081178052097
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,magnitude,0.29999999999999999,45,0.11765480895915678,-0.20387640751916661
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf,0.050000000000000003,45,-0.047167325428194989,0.2014064474588308
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf,0.10000000000000001,45,-0.047167325428194989,0.0074001927996613041
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf,0.20000000000000001,45,-0.047167325428194989,-0.15056607859772855
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf,0.29999999999999999,45,-0.047167325428194989,-0.32959836451351632
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,disagreement,0.050000000000000003,45,-0.13689064558629774,0.03365168790365735
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,disagreement,0.10000000000000001,45,-0.13689064558629774,0.017882085471446159
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,disagreement,0.20000000000000001,45,-0.13689064558629774,-0.20975144350279579
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,disagreement,0.29999999999999999,45,-0.13689064558629774,-0.19150692753638121
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf_m,0.050000000000000003,45,0.082361469619838021,0.16195548688452457
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf_m,0.10000000000000001,45,0.082361469619838021,0.13239551369935898
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf_m,0.20000000000000001,45,0.082361469619838021,-0.069027840536284177
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,perturbation_unseen_column,safeconf_m,0.29999999999999999,45,0.082361469619838021,-0.20387640751916661
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,random_missing_pair,magnitude,0.050000000000000003,16,0.60588235294117643,0.04377202060877905
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,random_missing_pair,magnitude,0.10000000000000001,16,0.60588235294117643,0.5940512805928041
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,random_missing_pair,magnitude,0.20000000000000001,16,0.60588235294117643,0.4600863650658647
Cui_direct41,Cui_direct_context_holdout_4_T_cell_CD8,1,random_missing_pair,magnitude,0.29999999999999999,16,0.60588235294117643,0.82786874649486697
