analysis,metric,ci95_lower,bootstrap_median,ci95_upper,fraction_positive,n_valid
E153_genetic_8study,delta_spearman,0.0089020315343757012,0.015965366556704927,0.023104685372981989,1,2000
E153_genetic_8study,delta_review_utility,-0.01729625772148926,0.0096022310126850467,0.039929986872445332,0.75849999999999995,2000
E187_genetic_difficulty,delta_spearman,0.00087544137820757314,0.0039024670246588164,0.0069640883954754252,0.99350000000000005,2000
E187_genetic_difficulty,delta_review_utility,-0.0045762271498187351,0.001282419282963181,0.0084258922850800472,0.67200000000000004,2000
E187_cytokine_difficulty,delta_spearman,-0.0032675382709981024,0.0016247639583520895,0.0060679609360687259,0.751,2000
E187_cytokine_difficulty,delta_review_utility,-0.011909734280324755,0.00015603340915657697,0.013580397464672919,0.51000000000000001,2000
