dataset,fold_id,score,budget,n_tasks,spearman,review_utility
Frangieh,frangieh_context_holdout_2_Control,safeconf_m,0.050000000000000003,279,0.27583991910822309,0.14810979362925183
Frangieh,frangieh_context_holdout_2_Control,safeconf_m,0.10000000000000001,279,0.27583991910822309,0.21140287446316461
Frangieh,frangieh_context_holdout_2_Control,safeconf_m,0.20000000000000001,279,0.27583991910822309,0.22907471926031006
Frangieh,frangieh_context_holdout_2_Control,safeconf_m,0.29999999999999999,279,0.27583991910822309,0.38181108309662415
Frangieh,frangieh_context_holdout_3_IFNγ,magnitude,0.050000000000000003,279,0.12323763109328206,0.15178203425754028
Frangieh,frangieh_context_holdout_3_IFNγ,magnitude,0.10000000000000001,279,0.12323763109328206,0.29863802071552603
Frangieh,frangieh_context_holdout_3_IFNγ,magnitude,0.20000000000000001,279,0.12323763109328206,0.22860623363567448
Frangieh,frangieh_context_holdout_3_IFNγ,magnitude,0.29999999999999999,279,0.12323763109328206,0.177539588042505
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf,0.050000000000000003,279,0.24482850562956407,0.039844975069760522
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf,0.10000000000000001,279,0.24482850562956407,0.06164295791328453
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf,0.20000000000000001,279,0.24482850562956407,0.095898880666959854
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf,0.29999999999999999,279,0.24482850562956407,0.13181799099829422
Frangieh,frangieh_context_holdout_3_IFNγ,disagreement,0.050000000000000003,279,0.15397175347279782,0.070382746287080383
Frangieh,frangieh_context_holdout_3_IFNγ,disagreement,0.10000000000000001,279,0.15397175347279782,0.31872806615337929
Frangieh,frangieh_context_holdout_3_IFNγ,disagreement,0.20000000000000001,279,0.15397175347279782,0.25530596588110394
Frangieh,frangieh_context_holdout_3_IFNγ,disagreement,0.29999999999999999,279,0.15397175347279782,0.24692403005502325
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_m,0.050000000000000003,279,0.17180311618341579,0.3755846008056028
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_m,0.10000000000000001,279,0.17180311618341579,0.30603242681507353
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_m,0.20000000000000001,279,0.17180311618341579,0.28538662305052015
Frangieh,frangieh_context_holdout_3_IFNγ,safeconf_m,0.29999999999999999,279,0.17180311618341579,0.20386667995006666
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,magnitude,0.050000000000000003,69,0.24965290464011697,0.09419041200018155
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,magnitude,0.10000000000000001,69,0.24965290464011697,0.13331601319711855
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,magnitude,0.20000000000000001,69,0.24965290464011697,0.37840064956984049
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,magnitude,0.29999999999999999,69,0.24965290464011697,0.5446921643127981
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf,0.050000000000000003,69,0.44241870661308008,0.15512265914817702
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf,0.10000000000000001,69,0.44241870661308008,0.13331601319711855
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf,0.20000000000000001,69,0.44241870661308008,0.36120583105933401
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf,0.29999999999999999,69,0.44241870661308008,0.53118091403621526
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,disagreement,0.050000000000000003,69,0.24899525027402269,0.15512265914817702
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,disagreement,0.10000000000000001,69,0.24899525027402269,0.41649777549665118
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,disagreement,0.20000000000000001,69,0.24899525027402269,0.37840064956984049
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,disagreement,0.29999999999999999,69,0.24899525027402269,0.36861666140224147
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_m,0.050000000000000003,69,0.25653345539430306,0.09419041200018155
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_m,0.10000000000000001,69,0.25653345539430306,0.13331601319711855
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_m,0.20000000000000001,69,0.25653345539430306,0.37840064956984049
Lara_exvivo,Lara_exvivo_context_holdout_1_EBMP,safeconf_m,0.29999999999999999,69,0.25653345539430306,0.5446921643127981
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,magnitude,0.050000000000000003,69,-0.0046401169163317506,0.14380428728386518
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,magnitude,0.10000000000000001,69,-0.0046401169163317506,0.14635305077442895
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,magnitude,0.20000000000000001,69,-0.0046401169163317506,0.10187289508361831
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,magnitude,0.29999999999999999,69,-0.0046401169163317506,0.064251469403916447
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf,0.050000000000000003,69,0.052831567409572538,0.26279305889128679
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf,0.10000000000000001,69,0.052831567409572538,0.19315041511366529
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf,0.20000000000000001,69,0.052831567409572538,0.035945499474120957
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf,0.29999999999999999,69,0.052831567409572538,0.093792551007936348
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,disagreement,0.050000000000000003,69,-0.013920350748995253,0.16195345912278039
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,disagreement,0.10000000000000001,69,-0.013920350748995253,0.29221222629613663
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,disagreement,0.20000000000000001,69,-0.013920350748995253,0.10187289508361831
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,disagreement,0.29999999999999999,69,-0.013920350748995253,0.064251469403916725
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_m,0.050000000000000003,69,-0.0032336740632274131,0.14380428728386518
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_m,0.10000000000000001,69,-0.0032336740632274131,0.19315041511366512
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_m,0.20000000000000001,69,-0.0032336740632274131,0.063909650224589831
Lara_exvivo,Lara_exvivo_context_holdout_2_GMP,safeconf_m,0.29999999999999999,69,-0.0032336740632274131,0.015473749047963633
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),magnitude,0.050000000000000003,69,0.2491779320423822,0.35736995047710995
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),magnitude,0.10000000000000001,69,0.2491779320423822,0.47965428562253276
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),magnitude,0.20000000000000001,69,0.2491779320423822,0.62685806239125574
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),magnitude,0.29999999999999999,69,0.2491779320423822,0.42773224534303822
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf,0.050000000000000003,69,0.47025940811107053,0.48345639669575735
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf,0.10000000000000001,69,0.47025940811107053,0.57150772062990429
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf,0.20000000000000001,69,0.47025940811107053,0.65832041933125163
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf,0.29999999999999999,69,0.47025940811107053,0.53922503840665681
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),disagreement,0.050000000000000003,69,0.24833759590792842,0.35736995047710995
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),disagreement,0.10000000000000001,69,0.24833759590792842,0.35570491096000717
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),disagreement,0.20000000000000001,69,0.24833759590792842,0.62685806239125574
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),disagreement,0.29999999999999999,69,0.24833759590792842,0.43656521272508936
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_m,0.050000000000000003,69,0.29063904436806753,0.48345639669575735
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_m,0.10000000000000001,69,0.29063904436806753,0.47965428562253276
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_m,0.20000000000000001,69,0.29063904436806753,0.62685806239125574
Lara_exvivo,Lara_exvivo_context_holdout_3_GMP_(late),safeconf_m,0.29999999999999999,69,0.29063904436806753,0.46293659072427684
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude,0.050000000000000003,69,0.0082206795761782976,0.34711102442965114
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude,0.10000000000000001,69,0.0082206795761782976,0.29157279285722276
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude,0.20000000000000001,69,0.0082206795761782976,0.34965848062815369
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,magnitude,0.29999999999999999,69,0.0082206795761782976,0.042509674695490336
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf,0.050000000000000003,69,0.5102667153818049,0.34711102442965114
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf,0.10000000000000001,69,0.5102667153818049,0.31452410906976502
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf,0.20000000000000001,69,0.5102667153818049,0.38455509667665216
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf,0.29999999999999999,69,0.5102667153818049,0.28556678327138674
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement,0.050000000000000003,69,0.07745706978443552,0.34711102442965114
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement,0.10000000000000001,69,0.07745706978443552,0.31452410906976502
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement,0.20000000000000001,69,0.07745706978443552,0.36467886823227996
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,disagreement,0.29999999999999999,69,0.07745706978443552,0.069229371080682986
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_m,0.050000000000000003,69,0.080693485383981037,0.34711102442965114
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_m,0.10000000000000001,69,0.080693485383981037,0.29157279285722276
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_m,0.20000000000000001,69,0.080693485383981037,0.34965848062815369
Lara_exvivo,Lara_exvivo_context_holdout_4_HSC,safeconf_m,0.29999999999999999,69,0.080693485383981037,0.12921663427041544
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude,0.050000000000000003,69,0.23511143587869934,0.088130619854965175
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude,0.10000000000000001,69,0.23511143587869934,0.074035307610369541
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude,0.20000000000000001,69,0.23511143587869934,0.14555909984308901
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,magnitude,0.29999999999999999,69,0.23511143587869934,0.43043185976657178
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf,0.050000000000000003,69,0.45984654731457808,0.088130619854965328
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf,0.10000000000000001,69,0.45984654731457808,0.064431459254369897
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf,0.20000000000000001,69,0.45984654731457808,0.53312179493031353
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf,0.29999999999999999,69,0.45984654731457808,0.4287582153803306
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement,0.050000000000000003,69,0.31962002192181227,0.088130619854965328
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement,0.10000000000000001,69,0.31962002192181227,0.064431459254369897
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement,0.20000000000000001,69,0.31962002192181227,0.29814131579158026
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,disagreement,0.29999999999999999,69,0.31962002192181227,0.54547774490524181
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_m,0.050000000000000003,69,0.27368555683437173,0.088130619854965175
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_m,0.10000000000000001,69,0.27368555683437173,0.074035307610369541
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_m,0.20000000000000001,69,0.27368555683437173,0.14555909984308932
Lara_exvivo,Lara_exvivo_context_holdout_5_MkP,safeconf_m,0.29999999999999999,69,0.27368555683437173,0.47581469273592181
Liang,Liang_context_holdout_1_DM2_1,magnitude,0.050000000000000003,68,-0.0873382448371951,0.6242468469814435
Liang,Liang_context_holdout_1_DM2_1,magnitude,0.10000000000000001,68,-0.0873382448371951,0.32128632176676247
Liang,Liang_context_holdout_1_DM2_1,magnitude,0.20000000000000001,68,-0.0873382448371951,-0.028885836972602965
Liang,Liang_context_holdout_1_DM2_1,magnitude,0.29999999999999999,68,-0.0873382448371951,-0.18699170718155869
Liang,Liang_context_holdout_1_DM2_1,safeconf,0.050000000000000003,68,0.45837309615604838,0.53651553824734122
Liang,Liang_context_holdout_1_DM2_1,safeconf,0.10000000000000001,68,0.45837309615604838,0.39606589620348692
Liang,Liang_context_holdout_1_DM2_1,safeconf,0.20000000000000001,68,0.45837309615604838,0.24068678488423129
Liang,Liang_context_holdout_1_DM2_1,safeconf,0.29999999999999999,68,0.45837309615604838,0.39602512805575718
Liang,Liang_context_holdout_1_DM2_1,disagreement,0.050000000000000003,68,-0.082184983013322124,0.55395357879592744
Liang,Liang_context_holdout_1_DM2_1,disagreement,0.10000000000000001,68,-0.082184983013322124,0.32128632176676247
Liang,Liang_context_holdout_1_DM2_1,disagreement,0.20000000000000001,68,-0.082184983013322124,0.07385690893723687
Liang,Liang_context_holdout_1_DM2_1,disagreement,0.29999999999999999,68,-0.082184983013322124,-0.1869917071815595
Liang,Liang_context_holdout_1_DM2_1,safeconf_m,0.050000000000000003,68,-0.033096656002126731,0.6242468469814435
Liang,Liang_context_holdout_1_DM2_1,safeconf_m,0.10000000000000001,68,-0.033096656002126731,0.32128632176676247
Liang,Liang_context_holdout_1_DM2_1,safeconf_m,0.20000000000000001,68,-0.033096656002126731,0.12753070517907791
Liang,Liang_context_holdout_1_DM2_1,safeconf_m,0.29999999999999999,68,-0.033096656002126731,-0.1235095952715035
Liang,Liang_context_holdout_2_DM2_2,magnitude,0.050000000000000003,68,0.15036072832767108,0.043239287775272126
Liang,Liang_context_holdout_2_DM2_2,magnitude,0.10000000000000001,68,0.15036072832767108,-0.089253939446841402
Liang,Liang_context_holdout_2_DM2_2,magnitude,0.20000000000000001,68,0.15036072832767108,-0.12917697801271602
Liang,Liang_context_holdout_2_DM2_2,magnitude,0.29999999999999999,68,0.15036072832767108,-0.12301873234557446
Liang,Liang_context_holdout_2_DM2_2,safeconf,0.050000000000000003,68,0.17440928350574492,-0.085382512629423174
Liang,Liang_context_holdout_2_DM2_2,safeconf,0.10000000000000001,68,0.17440928350574492,-0.18684160834134286
Liang,Liang_context_holdout_2_DM2_2,safeconf,0.20000000000000001,68,0.17440928350574492,-0.025791723247916475
Liang,Liang_context_holdout_2_DM2_2,safeconf,0.29999999999999999,68,0.17440928350574492,0.50938035128098691
Liang,Liang_context_holdout_2_DM2_2,disagreement,0.050000000000000003,68,0.20445089132343397,0.054471621702641221
Liang,Liang_context_holdout_2_DM2_2,disagreement,0.10000000000000001,68,0.20445089132343397,0.046664543444729964
Liang,Liang_context_holdout_2_DM2_2,disagreement,0.20000000000000001,68,0.20445089132343397,-0.12335185073903265
Liang,Liang_context_holdout_2_DM2_2,disagreement,0.29999999999999999,68,0.20445089132343397,-0.12301873234557446
Liang,Liang_context_holdout_2_DM2_2,safeconf_m,0.050000000000000003,68,0.12897130274362753,0.021714173630233216
Liang,Liang_context_holdout_2_DM2_2,safeconf_m,0.10000000000000001,68,0.12897130274362753,-0.089253939446841402
Liang,Liang_context_holdout_2_DM2_2,safeconf_m,0.20000000000000001,68,0.12897130274362753,-0.13897607712928522
Liang,Liang_context_holdout_2_DM2_2,safeconf_m,0.29999999999999999,68,0.12897130274362753,-0.10122637703954299
Liang,Liang_context_holdout_3_DM2_3,magnitude,0.050000000000000003,68,0.14688704813528267,0.18846465363323703
Liang,Liang_context_holdout_3_DM2_3,magnitude,0.10000000000000001,68,0.14688704813528267,0.19739490526739986
Liang,Liang_context_holdout_3_DM2_3,magnitude,0.20000000000000001,68,0.14688704813528267,0.11491509879824982
Liang,Liang_context_holdout_3_DM2_3,magnitude,0.29999999999999999,68,0.14688704813528267,-0.013445803823454915
Liang,Liang_context_holdout_3_DM2_3,safeconf,0.050000000000000003,68,0.28564339428178792,0.2886888232799491
Liang,Liang_context_holdout_3_DM2_3,safeconf,0.10000000000000001,68,0.28564339428178792,0.19063954422308957
Liang,Liang_context_holdout_3_DM2_3,safeconf,0.20000000000000001,68,0.28564339428178792,0.47461427324952271
Liang,Liang_context_holdout_3_DM2_3,safeconf,0.29999999999999999,68,0.28564339428178792,0.40583933693616853
Liang,Liang_context_holdout_3_DM2_3,disagreement,0.050000000000000003,68,0.17769210214910103,0.18846465363323703
Liang,Liang_context_holdout_3_DM2_3,disagreement,0.10000000000000001,68,0.17769210214910103,0.154560818426736
Liang,Liang_context_holdout_3_DM2_3,disagreement,0.20000000000000001,68,0.17769210214910103,0.10330007636848092
Liang,Liang_context_holdout_3_DM2_3,disagreement,0.29999999999999999,68,0.17769210214910103,0.36137971886775722
Liang,Liang_context_holdout_3_DM2_3,safeconf_m,0.050000000000000003,68,0.17103593078537146,0.18846465363323703
Liang,Liang_context_holdout_3_DM2_3,safeconf_m,0.10000000000000001,68,0.17103593078537146,0.19739490526739986
Liang,Liang_context_holdout_3_DM2_3,safeconf_m,0.20000000000000001,68,0.17103593078537146,0.083740281107224937
Liang,Liang_context_holdout_3_DM2_3,safeconf_m,0.29999999999999999,68,0.17103593078537146,0.11131283156238504
Liang,Liang_context_holdout_4_DM2_4,magnitude,0.050000000000000003,68,0.48158186051837992,0.32677979253991024
Liang,Liang_context_holdout_4_DM2_4,magnitude,0.10000000000000001,68,0.48158186051837992,0.3668422141226596
Liang,Liang_context_holdout_4_DM2_4,magnitude,0.20000000000000001,68,0.48158186051837992,0.68506239785780521
Liang,Liang_context_holdout_4_DM2_4,magnitude,0.29999999999999999,68,0.48158186051837992,0.71385360719383117
Liang,Liang_context_holdout_4_DM2_4,safeconf,0.050000000000000003,68,0.044994426101173442,0.15829780417453138
Liang,Liang_context_holdout_4_DM2_4,safeconf,0.10000000000000001,68,0.044994426101173442,0.12882223805823495
Liang,Liang_context_holdout_4_DM2_4,safeconf,0.20000000000000001,68,0.044994426101173442,0.075345208995361457
Liang,Liang_context_holdout_4_DM2_4,safeconf,0.29999999999999999,68,0.044994426101173442,0.055981789675045225
Liang,Liang_context_holdout_4_DM2_4,disagreement,0.050000000000000003,68,0.47138985380005333,0.35679140940529674
Liang,Liang_context_holdout_4_DM2_4,disagreement,0.10000000000000001,68,0.47138985380005333,0.33516194127305271
Liang,Liang_context_holdout_4_DM2_4,disagreement,0.20000000000000001,68,0.47138985380005333,0.54028134602632616
Liang,Liang_context_holdout_4_DM2_4,disagreement,0.29999999999999999,68,0.47138985380005333,0.70153215272665548
Liang,Liang_context_holdout_4_DM2_4,safeconf_m,0.050000000000000003,68,0.44059741393254265,0.30585293852454443
Liang,Liang_context_holdout_4_DM2_4,safeconf_m,0.10000000000000001,68,0.44059741393254265,0.37227881393877804
Liang,Liang_context_holdout_4_DM2_4,safeconf_m,0.20000000000000001,68,0.44059741393254265,0.48940569138193291
Liang,Liang_context_holdout_4_DM2_4,safeconf_m,0.29999999999999999,68,0.44059741393254265,0.60460376462924093
Liang,Liang_context_holdout_5_DM2_5,magnitude,0.050000000000000003,68,0.048058938046341183,0.11482809256514526
Liang,Liang_context_holdout_5_DM2_5,magnitude,0.10000000000000001,68,0.048058938046341183,0.034076426751130102
Liang,Liang_context_holdout_5_DM2_5,magnitude,0.20000000000000001,68,0.048058938046341183,-0.099714473880265067
Liang,Liang_context_holdout_5_DM2_5,magnitude,0.29999999999999999,68,0.048058938046341183,-0.14286004100779265
Liang,Liang_context_holdout_5_DM2_5,safeconf,0.050000000000000003,68,0.22727793258770082,0.11482809256514526
Liang,Liang_context_holdout_5_DM2_5,safeconf,0.10000000000000001,68,0.22727793258770082,0.055527051952400701
Liang,Liang_context_holdout_5_DM2_5,safeconf,0.20000000000000001,68,0.22727793258770082,-0.047438888116169808
Liang,Liang_context_holdout_5_DM2_5,safeconf,0.29999999999999999,68,0.22727793258770082,-0.22222069721041948
Liang,Liang_context_holdout_5_DM2_5,disagreement,0.050000000000000003,68,-0.042142230026338892,0.12151158359334806
Liang,Liang_context_holdout_5_DM2_5,disagreement,0.10000000000000001,68,-0.042142230026338892,0.046959487519585875
Liang,Liang_context_holdout_5_DM2_5,disagreement,0.20000000000000001,68,-0.042142230026338892,-0.048819665571290617
Liang,Liang_context_holdout_5_DM2_5,disagreement,0.29999999999999999,68,-0.042142230026338892,-0.13752033313202089
Liang,Liang_context_holdout_5_DM2_5,safeconf_m,0.050000000000000003,68,0.06004905482903132,0.11482809256514526
Liang,Liang_context_holdout_5_DM2_5,safeconf_m,0.10000000000000001,68,0.06004905482903132,0.028737362502504121
Liang,Liang_context_holdout_5_DM2_5,safeconf_m,0.20000000000000001,68,0.06004905482903132,-0.081312593877990447
Liang,Liang_context_holdout_5_DM2_5,safeconf_m,0.29999999999999999,68,0.06004905482903132,-0.10118331914451853
Liang,Liang_context_holdout_6_DM2_6,magnitude,0.050000000000000003,68,-0.28705576974462726,0.096579865962508948
Liang,Liang_context_holdout_6_DM2_6,magnitude,0.10000000000000001,68,-0.28705576974462726,-0.05156843615538434
Liang,Liang_context_holdout_6_DM2_6,magnitude,0.20000000000000001,68,-0.28705576974462726,-0.12644655232990856
Liang,Liang_context_holdout_6_DM2_6,magnitude,0.29999999999999999,68,-0.28705576974462726,-0.20278053703540597
Liang,Liang_context_holdout_6_DM2_6,safeconf,0.050000000000000003,68,-0.062106348055120802,0.05464000304188673
Liang,Liang_context_holdout_6_DM2_6,safeconf,0.10000000000000001,68,-0.062106348055120802,-0.037939896773281093
Liang,Liang_context_holdout_6_DM2_6,safeconf,0.20000000000000001,68,-0.062106348055120802,-0.060071987758605748
Liang,Liang_context_holdout_6_DM2_6,safeconf,0.29999999999999999,68,-0.062106348055120802,-0.12195008778486514
Liang,Liang_context_holdout_6_DM2_6,disagreement,0.050000000000000003,68,-0.20181700194678781,0.0740180426455678
Liang,Liang_context_holdout_6_DM2_6,disagreement,0.10000000000000001,68,-0.20181700194678781,0.04034147964458603
Liang,Liang_context_holdout_6_DM2_6,disagreement,0.20000000000000001,68,-0.20181700194678781,-0.090681379338948639
Liang,Liang_context_holdout_6_DM2_6,disagreement,0.29999999999999999,68,-0.20181700194678781,-0.13680893092690885
Liang,Liang_context_holdout_6_DM2_6,safeconf_m,0.050000000000000003,68,-0.26280075302856304,0.096579865962508948
Liang,Liang_context_holdout_6_DM2_6,safeconf_m,0.10000000000000001,68,-0.26280075302856304,-0.098398983827206424
Liang,Liang_context_holdout_6_DM2_6,safeconf_m,0.20000000000000001,68,-0.26280075302856304,-0.12644655232990856
Liang,Liang_context_holdout_6_DM2_6,safeconf_m,0.29999999999999999,68,-0.26280075302856304,-0.17878996119286758
Liang,Liang_context_holdout_7_EM2_1,magnitude,0.050000000000000003,68,0.038897583692789249,-0.019475102469325434
Liang,Liang_context_holdout_7_EM2_1,magnitude,0.10000000000000001,68,0.038897583692789249,-0.18563786933980633
Liang,Liang_context_holdout_7_EM2_1,magnitude,0.20000000000000001,68,0.038897583692789249,-0.11147209147879673
Liang,Liang_context_holdout_7_EM2_1,magnitude,0.29999999999999999,68,0.038897583692789249,-0.20412895207989493
Liang,Liang_context_holdout_7_EM2_1,safeconf,0.050000000000000003,68,0.2782379661793335,-0.0088314381746612634
Liang,Liang_context_holdout_7_EM2_1,safeconf,0.10000000000000001,68,0.2782379661793335,0.0049568236347148622
