seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,5,0.023644908765951791,129,,
3407,GEARS,3,0.023417645227164031,,1232,4737
3408,scGPT,6,0.023561820946633817,129,,
3408,GEARS,2,0.0232530960192283,,1232,4737
3409,scGPT,2,0.023636238308002551,129,,
3409,GEARS,11,0.023181240012248357,,1232,4737
