weight_H,macro_utility_20,hap1,ht29,k562,mcf7,delta_vs_M,positive_states,development_gate
0.0,0.9464065097340187,1.0,1.0,0.9240724102225901,0.8615536287134852,0.0,0,FAIL
0.2,0.9464065097340187,1.0,1.0,0.9240724102225901,0.8615536287134852,0.0,0,FAIL
0.4,0.8125186178744218,0.7527896536570743,0.6735723541311665,0.9126676650305253,0.9110447986789213,-0.13388789185959693,1,FAIL
0.6,0.8125186178744218,0.7527896536570745,0.6735723541311668,0.9126676650305253,0.9110447986789207,-0.13388789185959693,1,FAIL
1.0,0.8125186178744217,0.7527896536570745,0.6735723541311665,0.9126676650305253,0.9110447986789207,-0.13388789185959704,1,FAIL
