metric,score,endpoint,n_folds,n_finite_folds,fold_macro_spearman,min_fold_spearman,max_fold_spearman
absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,2,2,0.012706578465482512,-0.029012543490203258,0.05442570042116828
absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,2,2,-0.01346193462735763,-0.05891205823109321,0.03198818897637795
absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,2,1,,,
directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,2,2,0.0018431658830170127,-0.02271228566766468,0.026398617433698705
directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,2,2,0.00819873380268714,-0.006114434976570418,0.022511902581944698
directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,2,2,0.0024987318805493423,-0.0253312306172203,0.030328694378318984
magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,2,2,-0.009190621587860683,-0.015193654733680917,-0.003187588442040451
magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,2,2,-0.0204947582860282,-0.020846685588720014,-0.020142830983336385
magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,2,2,-0.010663683391320272,-0.012034197033510345,-0.009293169749130196
