fold_id,metric,score,endpoint,n_tasks,spearman
Replogle_cellline_holdout_1_K562,absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,128,-0.029012543490203258
Replogle_cellline_holdout_1_K562,absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,128,0.03198818897637795
Replogle_cellline_holdout_1_K562,absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,128,-0.029012543490203258
Replogle_cellline_holdout_1_K562,directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,128,0.030328694378318984
Replogle_cellline_holdout_1_K562,directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,128,0.022511902581944698
Replogle_cellline_holdout_1_K562,directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,128,0.026398617433698705
Replogle_cellline_holdout_1_K562,magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,128,-0.009293169749130196
Replogle_cellline_holdout_1_K562,magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,128,-0.020142830983336385
Replogle_cellline_holdout_1_K562,magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,128,-0.015193654733680917
Replogle_cellline_holdout_2_RPE1,absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,128,
Replogle_cellline_holdout_2_RPE1,absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,128,-0.05891205823109321
Replogle_cellline_holdout_2_RPE1,absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,128,0.05442570042116828
Replogle_cellline_holdout_2_RPE1,directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,128,-0.0253312306172203
Replogle_cellline_holdout_2_RPE1,directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,128,-0.006114434976570418
Replogle_cellline_holdout_2_RPE1,directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,128,-0.02271228566766468
Replogle_cellline_holdout_2_RPE1,magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,128,-0.012034197033510345
Replogle_cellline_holdout_2_RPE1,magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,128,-0.020846685588720014
Replogle_cellline_holdout_2_RPE1,magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,128,-0.003187588442040451
