dataset_name,n_paired_tasks,spearman_v0_vs_contextsim_error,pearson_v0_vs_contextsim_error,mean_v0_error,mean_contextsim_error,mean_error_diff_v0_minus_contextsim,median_abs_error_diff,p90_abs_error_diff,cohens_d_paired_diff,ss_total,ss_task,ss_predictor,ss_residual,frac_task,frac_predictor,frac_residual,interpretation_flag,source_file,source_commit
CuiHacohen2023,1253,0.9194161354266492,0.9855506782225584,0.2126422947368181,0.2094465336077673,0.0031957611290506,0.0163353539789967,0.0556847921463491,0.0816064965675599,127.78114398773536,126.8147406326922,0.0063983750800109,0.9600049799631544,0.9924370425488136,5.007292062297579e-05,0.0075128845305634,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
Frangieh,633,0.9946436184015842,0.9980897479771568,0.0538713649436335,0.058357485009213,-0.0044861200655794,0.0041805275369877,0.0062602208454911,-2.7437886756798493,0.4401403154364351,0.432925917721232,0.0063696489813446,0.0008447487338585,0.9836088686671444,0.0144718599000153,0.0019192714328404,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,323,0.5430203100818258,0.9185499428428372,1.475899823244564,1.0475468529035106,0.4283529703410534,0.2504041667259369,0.9177275520605924,0.4980313381873577,2943.097252559526,2794.363030843243,29.633032152800386,119.10118956348254,0.9494633683657808,0.0100686554367272,0.0404679761974918,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
LaraAstiasoHuntly2023_invivo,375,0.6374344791710679,0.8323409852654527,5.911682372766406,4.135357459080169,1.7763249136862378,1.7366217548121403,7.221821031436086,0.4435340581858585,35680.742705938304,32089.731518485405,591.6244123092024,2999.386775143701,0.8993571625723124,0.0165810565431626,0.084061780884525,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
McFarlandTsherniak2020,1163,0.9539505560539462,0.9842676270984788,1.5277314407204745,1.5542197188569578,-0.0264882781364834,0.127663342074114,0.3789344347236346,-0.1193287056965384,3612.759319793828,3583.723143317632,0.4079971929265753,28.62817928326865,0.9919628810263916,0.0001129322926914,0.0079241866809169,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
SantinhaPlatt2023,273,0.9347117566847064,0.9645066460758522,0.3536740969860154,0.4049669173142653,-0.0512928203282499,0.0421740420719754,0.1288075834052075,-0.7629884775312955,34.91713981873952,33.943381345840464,0.3591251414513661,0.614633331447684,0.9721123070803052,0.0102850675432077,0.0176026253764868,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,564,0.9853558477642276,0.9919276192190516,0.0558747377008852,0.0604112708993768,-0.0045365331984916,0.0034277916965906,0.0096641264885559,-0.858820025399566,1.643464447975651,1.629806283114735,0.0058035976360065,0.0078545672249091,0.9916894065595764,0.0035313192464584,0.004779274193965,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
__overall__,4584,0.9726633271019964,0.8841295205855577,1.068707667562902,0.903289470660765,0.165418196902137,0.0246410870093254,0.4686904578866133,0.130038459399523,59164.835322167455,55394.09270213154,62.71640825368686,3708.0262117822176,0.936267166138412,0.0010600284427765,0.0626728054188113,task_difficulty_dominant,docs/实验结果/Task_risk_audit_20260611/tables/A1_task_vs_predictor_variance_summary.csv,e8a3594
