dataset_name,dataset_family,frozen_partial_rho,frozen_ci_low,frozen_ci_high,learned_partial_rho,learned_q1_seed,learned_q3_seed,learned_min_seed,learned_max_seed,n_positive,learned_ci_low,learned_ci_high,learned_interval_low,learned_interval_high,learned_interval_type,is_mcfarland,source_file,source_commit
CuiHacohen2023,gene_main,0.3284789922988475,0.2933225969765277,0.3615064343944431,0.5644500770798385,0.5644500770798385,0.5644500770798385,0.5644500770798385,0.5644500770798385,10,,,0.5644500770798385,0.5644500770798385,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
Frangieh,gene_main,0.4738196230565,0.4303845024508402,0.5103743906753211,0.6780633929038952,0.6780633929038952,0.6780633929038952,0.6780633929038952,0.6780633929038952,10,,,0.6780633929038952,0.6780633929038952,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,gene_main,0.4429521371521735,0.3761494043300421,0.5056758609884542,0.8195612037720149,0.8195612037720149,0.8195612037720149,0.8195612037720149,0.8195612037720149,10,,,0.8195612037720149,0.8195612037720149,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
LaraAstiasoHuntly2023_invivo,gene_main,0.3567826892883217,0.2898031357993195,0.42373866525018,0.724744937933092,0.724744937933092,0.724744937933092,0.724744937933092,0.724744937933092,10,,,0.724744937933092,0.724744937933092,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
McFarlandTsherniak2020,chem_robust,-0.0609239077091037,-0.0996114018740357,-0.0227082116938982,0.3305423963005309,0.3305423963005309,0.3305423963005309,0.3305423963005309,0.3305423963005309,10,,,0.3305423963005309,0.3305423963005309,seed_min_max_not_bootstrap_ci,True,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
SantinhaPlatt2023,gene_main,0.2123867892119082,0.1286222339836821,0.2966094364023185,0.3910595180936552,0.3910595180936552,0.3910595180936552,0.3910595180936552,0.3910595180936552,10,,,0.3910595180936552,0.3910595180936552,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,chem_robust,0.6287992527984491,0.5948098519025785,0.6601978511230772,0.7092935822173035,0.7092935822173035,0.7092935822173035,0.7092935822173035,0.7092935822173035,10,,,0.7092935822173035,0.7092935822173035,seed_min_max_not_bootstrap_ci,False,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv;docs/实验结果/E1_E4_preregistered_20260614/E4_model_stability/E4_SEED_SUMMARY.csv,e8a3594
