dataset_name,dataset_family,n,aligned_rho,partial_rho,partial_rho_ci_low,partial_rho_ci_high,magnitude_only_rho,rc80_improve_pct,is_failure_boundary,display_label,source_file,source_commit
CuiHacohen2023,gene_main,2506,0.4453758817214197,0.3284789922988475,0.2933225969765277,0.3615064343944431,0.7358455041044434,21.581017548363636,False,Cui,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
Frangieh,gene_main,1266,0.582722177199959,0.4738196230565,0.4303845024508402,0.5103743906753211,0.7973336548301498,5.03319614894932,False,Frangieh,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,gene_main,646,0.5631508494546715,0.4429521371521735,0.3761494043300421,0.5056758609884542,0.4860059157508022,56.18623781451616,False,Lara ex vivo,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
LaraAstiasoHuntly2023_invivo,gene_main,750,0.394161942326989,0.3567826892883217,0.2898031357993195,0.42373866525018,0.6342139281951765,12.513362146262876,False,Lara in vivo,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
McFarlandTsherniak2020,chem_robust,2326,-0.0859337995677072,-0.0609239077091037,-0.0996114018740357,-0.0227082116938982,0.7954459780613539,3.950613082579845,True,McFarland,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
SantinhaPlatt2023,gene_main,546,0.1524099798501164,0.2123867892119082,0.1286222339836821,0.2966094364023185,0.8398538819038709,-1.0371549082048392,False,Santinha,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,chem_robust,1128,0.4277813904102051,0.6287992527984491,0.5948098519025785,0.6601978511230772,0.7403023289344336,15.102694620712557,False,Srivatsan sciplex3,docs/实验结果/Formal_main_20260604/corrected_v3_drop_blank_1000_20260609/tables/FORMAL_MAIN_TABLE.csv,e8a3594
