feature_name,n_methods,n_perturbations,median_spearman,ci_low,ci_high,pct_methods_positive,status,source_file,source_commit
context_similarity_only,15,74,,,,,undefined_constant_or_insufficient,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_PERFEATURE.csv,e8a3594
support_only,15,74,0.1235000603280416,-0.0898726045338851,0.3374094153968189,0.8666666666666667,ok,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_PERFEATURE.csv,e8a3594
disagreement_only,15,74,0.6423547330984172,0.4713244089038627,0.7692713184537163,0.9333333333333332,ok,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_PERFEATURE.csv,e8a3594
